iso3c,country,animal,product,tonnes_N_head
SLV,El Salvador,goats,meat,0.015001500000000001
SLV,El Salvador,sheep,milk,0.0119574
SLV,El Salvador,sheep,meat,0.0119574
SLV,El Salvador,chickens,eggs&meat,4.50045e-4
GNQ,Equatorial Guinea,cows,milk,0.06022500000000001
GNQ,Equatorial Guinea,cows,meat,0.03978135000000001
GNQ,Equatorial Guinea,chickens,meat,3.6135e-4
GNQ,Equatorial Guinea,chickens,eggs,5.3874e-4
GNQ,Equatorial Guinea,pigs,meat,0.015002355336426913
GNQ,Equatorial Guinea,goats,milk,0.015001500000000001
GNQ,Equatorial Guinea,goats,meat,0.015001500000000001
GNQ,Equatorial Guinea,sheep,milk,0.0119574
GNQ,Equatorial Guinea,sheep,meat,0.0119574
GNQ,Equatorial Guinea,chickens,eggs&meat,4.50045e-4
ERI,Eritrea,cows,milk,0.060225
ERI,Eritrea,cows,meat,0.03978135
ERI,Eritrea,chickens,meat,3.6135000000000003e-4
ERI,Eritrea,chickens,eggs,5.3874e-4
ERI,Eritrea,goats,milk,0.015001500000000001
ERI,Eritrea,goats,meat,0.015001500000000001
ERI,Eritrea,sheep,milk,0.011957399999999998
ERI,Eritrea,sheep,meat,0.011957399999999998
ERI,Eritrea,chickens,eggs&meat,4.5004500000000005e-4
EST,Estonia,cows,milk,0.10512
EST,Estonia,cows,meat,0.050588999999999995
EST,Estonia,chickens,meat,3.6135e-4
EST,Estonia,chickens,eggs,6.3072e-4
EST,Estonia,pigs,meat,0.01141209
EST,Estonia,goats,milk,0.0179872
EST,Estonia,goats,meat,0.0179872
EST,Estonia,sheep,milk,0.015047124999999998
EST,Estonia,sheep,meat,0.015047124999999998
EST,Estonia,chickens,eggs&meat,4.960349999999999e-4
ETH,Ethiopia,cows,milk,0.060225
ETH,Ethiopia,cows,meat,0.03978135
ETH,Ethiopia,chickens,meat,3.6135e-4
ETH,Ethiopia,chickens,eggs,5.3874e-4
ETH,Ethiopia,pigs,meat,0.015002901085113598
ETH,Ethiopia,goats,milk,0.0150015
ETH,Ethiopia,goats,meat,0.0150015
ETH,Ethiopia,sheep,milk,0.0119574
ETH,Ethiopia,sheep,meat,0.0119574
ETH,Ethiopia,chickens,eggs&meat,4.50045e-4
FLK,Falkland Islands,cows,milk,0.07008
FLK,Falkland Islands,cows,meat,0.040077
FLK,Falkland Islands,chickens,meat,3.6135e-4
FLK,Falkland Islands,chickens,eggs,5.387400000000001e-4
FLK,Falkland Islands,pigs,meat,0.014912313043478261
FLK,Falkland Islands,sheep,milk,0.0119574
FLK,Falkland Islands,sheep,meat,0.0119574
FLK,Falkland Islands,chickens,eggs&meat,4.5004500000000005e-4
FRO,Faroe Islands,cows,milk,0.10512
FRO,Faroe Islands,cows,meat,0.050588999999999995
FRO,Faroe Islands,sheep,milk,0.015047124999999998
FRO,Faroe Islands,sheep,meat,0.015047124999999998
FJI,Fiji,cows,milk,0.08030000000000001
FJI,Fiji,cows,meat,0.060225
FJI,Fiji,chickens,meat,3.6135e-4
FJI,Fiji,chickens,eggs,5.3874e-4
FJI,Fiji,pigs,meat,0.010856896972815257
FJI,Fiji,goats,milk,0.015549
FJI,Fiji,goats,meat,0.015549
FJI,Fiji,sheep,milk,0.0115486
FJI,Fiji,sheep,meat,0.0115486
FJI,Fiji,chickens,eggs&meat,4.50045e-4
FIN,Finland,cows,milk,0.10511999999999999
FIN,Finland,cows,meat,0.050588999999999995
FIN,Finland,chickens,meat,3.6135000000000003e-4
FIN,Finland,chickens,eggs,6.3072e-4
FIN,Finland,pigs,meat,0.011412093706575744
FIN,Finland,goats,milk,0.017987200000000002
FIN,Finland,goats,meat,0.017987200000000002
FIN,Finland,sheep,milk,0.015047124999999998
FIN,Finland,sheep,meat,0.015047124999999998
FIN,Finland,chickens,eggs&meat,4.96035e-4
FRA,France,cows,milk,0.10511999999999999
FRA,France,cows,meat,0.050589
FRA,France,chickens,meat,3.6135e-4
FRA,France,chickens,eggs,6.3072e-4
FRA,France,pigs,meat,0.011412090488271581
FRA,France,goats,milk,0.0179872
FRA,France,goats,meat,0.0179872
FRA,France,sheep,milk,0.015047124999999998
FRA,France,sheep,meat,0.015047124999999998
FRA,France,chickens,eggs&meat,4.960349999999999e-4
GUF,French Guiana,cows,milk,0.07008
GUF,French Guiana,cows,meat,0.040077
GUF,French Guiana,chickens,meat,3.6135e-4
GUF,French Guiana,chickens,eggs,5.3874e-4
GUF,French Guiana,pigs,meat,0.01500339689857502
GUF,French Guiana,goats,milk,0.015001500000000001
GUF,French Guiana,goats,meat,0.015001500000000001
GUF,French Guiana,sheep,milk,0.0119574
GUF,French Guiana,sheep,meat,0.0119574
GUF,French Guiana,chickens,eggs&meat,5.3874e-4
PYF,French Polynesia,cows,milk,0.0803
PYF,French Polynesia,cows,meat,0.060224999999999994
PYF,French Polynesia,chickens,meat,3.6135e-4
PYF,French Polynesia,chickens,eggs,5.3874e-4
PYF,French Polynesia,pigs,meat,0.010857214826912714
PYF,French Polynesia,goats,milk,0.015548999999999999
PYF,French Polynesia,goats,meat,0.015548999999999999
PYF,French Polynesia,sheep,milk,0.011548600000000001
PYF,French Polynesia,sheep,meat,0.011548600000000001
PYF,French Polynesia,chickens,eggs&meat,4.50045e-4
GAB,Gabon,cows,milk,0.060225
GAB,Gabon,cows,meat,0.03978135
GAB,Gabon,chickens,meat,3.6135000000000003e-4
GAB,Gabon,chickens,eggs,5.3874e-4
GAB,Gabon,pigs,meat,0.015002969396345805
GAB,Gabon,goats,milk,0.015001500000000001
GAB,Gabon,goats,meat,0.015001500000000001
GAB,Gabon,sheep,milk,0.0119574
GAB,Gabon,sheep,meat,0.0119574
GAB,Gabon,chickens,eggs&meat,4.5004500000000005e-4
GMB,Gambia,cows,milk,0.060225
GMB,Gambia,cows,meat,0.03978135
GMB,Gambia,chickens,meat,3.6135e-4
GMB,Gambia,chickens,eggs,5.3874e-4
GMB,Gambia,pigs,meat,0.015002959999999997
GMB,Gambia,goats,milk,0.0150015
GMB,Gambia,goats,meat,0.0150015
GMB,Gambia,sheep,milk,0.0119574
GMB,Gambia,sheep,meat,0.0119574
GMB,Gambia,chickens,eggs&meat,4.50045e-4
GEO,Georgia,buffaloes,milk,0.044384
GEO,Georgia,cows,milk,0.0702625
GEO,Georgia,cows,meat,0.04988455
GEO,Georgia,chickens,meat,3.6135000000000003e-4
GEO,Georgia,chickens,eggs,5.3874e-4
GEO,Georgia,pigs,meat,0.015002959999999997
GEO,Georgia,goats,milk,0.015001500000000003
GEO,Georgia,goats,meat,0.015001500000000003
GEO,Georgia,sheep,milk,0.0119574
GEO,Georgia,sheep,meat,0.0119574
GEO,Georgia,chickens,eggs&meat,4.5004500000000005e-4
DEU,Germany,buffaloes,milk,0.044384
DEU,Germany,cows,milk,0.10511999999999999
DEU,Germany,cows,meat,0.050588999999999995
DEU,Germany,chickens,meat,3.6135e-4
DEU,Germany,chickens,eggs,6.3072e-4
DEU,Germany,pigs,meat,0.011412090000000001
DEU,Germany,goats,milk,0.0179872
DEU,Germany,goats,meat,0.0179872
DEU,Germany,sheep,milk,0.015047125
DEU,Germany,sheep,meat,0.015047125
DEU,Germany,chickens,eggs&meat,4.960349999999999e-4
GHA,Ghana,cows,milk,0.06022500000000001
GHA,Ghana,cows,meat,0.03978135
GHA,Ghana,chickens,meat,3.6135000000000003e-4
GHA,Ghana,chickens,eggs,5.3874e-4
GHA,Ghana,pigs,meat,0.015002963814535225
GHA,Ghana,goats,milk,0.015001500000000003
GHA,Ghana,goats,meat,0.015001500000000003
GHA,Ghana,sheep,milk,0.0119574
GHA,Ghana,sheep,meat,0.0119574
GHA,Ghana,chickens,eggs&meat,4.5004500000000005e-4
GRC,Greece,buffaloes,milk,0.04438400000000001
GRC,Greece,cows,milk,0.10511999999999999
GRC,Greece,cows,meat,0.050589
GRC,Greece,chickens,meat,3.6135000000000003e-4
GRC,Greece,chickens,eggs,6.3072e-4
GRC,Greece,pigs,meat,0.011412101743446383
GRC,Greece,goats,milk,0.0179872
GRC,Greece,goats,meat,0.0179872
GRC,Greece,sheep,milk,0.015047125
GRC,Greece,sheep,meat,0.015047125
GRC,Greece,chickens,eggs&meat,4.96035e-4
GRL,Greenland,cows,milk,0.0970024
GRL,Greenland,cows,meat,0.04401535
GRL,Greenland,sheep,milk,0.0074350499999999995
GRL,Greenland,sheep,meat,0.0074350499999999995
GRD,Grenada,cows,milk,0.07008
GRD,Grenada,cows,meat,0.040077
GRD,Grenada,chickens,meat,3.6135e-4
GRD,Grenada,chickens,eggs,5.3874e-4
GRD,Grenada,pigs,meat,0.01500441592178771
GRD,Grenada,goats,milk,0.015001500000000001
GRD,Grenada,goats,meat,0.015001500000000001
GRD,Grenada,sheep,milk,0.011957399999999998
GRD,Grenada,sheep,meat,0.011957399999999998
GRD,Grenada,chickens,eggs&meat,4.50045e-4
GLP,Guadeloupe,cows,milk,0.07008
GLP,Guadeloupe,cows,meat,0.040076999999999995
GLP,Guadeloupe,chickens,meat,3.6135000000000003e-4
GLP,Guadeloupe,chickens,eggs,5.3874e-4
GLP,Guadeloupe,pigs,meat,0.015003026266607333
GLP,Guadeloupe,goats,milk,0.0150015
GLP,Guadeloupe,goats,meat,0.0150015
GLP,Guadeloupe,sheep,milk,0.0119574
GLP,Guadeloupe,sheep,meat,0.0119574
GLP,Guadeloupe,chickens,eggs&meat,4.5004500000000005e-4
GUM,Guam,buffaloes,milk,0.044384
GUM,Guam,cows,milk,0.08030000000000001
GUM,Guam,cows,meat,0.060225
GUM,Guam,chickens,meat,3.6135000000000003e-4
GUM,Guam,chickens,eggs,5.3874e-4
GUM,Guam,pigs,meat,0.010856156818993216
GUM,Guam,goats,milk,0.015549
GUM,Guam,goats,meat,0.015549
GUM,Guam,chickens,eggs&meat,4.5004500000000005e-4
GTM,Guatemala,cows,milk,0.07008
GTM,Guatemala,cows,meat,0.040077
GTM,Guatemala,chickens,meat,3.6135000000000003e-4
GTM,Guatemala,chickens,eggs,5.3874e-4
GTM,Guatemala,pigs,meat,0.015002958545153093
GTM,Guatemala,goats,milk,0.015001500000000001
GTM,Guatemala,goats,meat,0.015001500000000001
GTM,Guatemala,sheep,milk,0.0119574
GTM,Guatemala,sheep,meat,0.0119574
GTM,Guatemala,chickens,eggs&meat,4.5004500000000005e-4
GNB,Guinea-Bissau,cows,milk,0.060225
GNB,Guinea-Bissau,cows,meat,0.03978135
GNB,Guinea-Bissau,chickens,meat,3.613499999999999e-4
GNB,Guinea-Bissau,chickens,eggs,5.3874e-4
GNB,Guinea-Bissau,pigs,meat,0.01500295773623257
GNB,Guinea-Bissau,goats,milk,0.015001500000000001
GNB,Guinea-Bissau,goats,meat,0.015001500000000001
GNB,Guinea-Bissau,sheep,milk,0.011957399999999998
GNB,Guinea-Bissau,sheep,meat,0.011957399999999998
GNB,Guinea-Bissau,chickens,eggs&meat,4.5004499999999994e-4
GIN,Guinea,cows,milk,0.060225
GIN,Guinea,cows,meat,0.03978135
GIN,Guinea,chickens,meat,3.6135000000000003e-4
GIN,Guinea,chickens,eggs,5.3874e-4
GIN,Guinea,pigs,meat,0.015002960000000001
GIN,Guinea,goats,milk,0.0150015
GIN,Guinea,goats,meat,0.0150015
GIN,Guinea,sheep,milk,0.0119574
GIN,Guinea,sheep,meat,0.0119574
GIN,Guinea,chickens,eggs&meat,4.5004500000000005e-4
GUY,Guyana,cows,milk,0.07008
GUY,Guyana,cows,meat,0.040077
GUY,Guyana,chickens,meat,3.6135000000000003e-4
GUY,Guyana,chickens,eggs,5.3874e-4
GUY,Guyana,pigs,meat,0.015002960000000001
GUY,Guyana,goats,milk,0.0150015
GUY,Guyana,goats,meat,0.0150015
GUY,Guyana,sheep,milk,0.0119574
GUY,Guyana,sheep,meat,0.0119574
GUY,Guyana,chickens,eggs&meat,4.5004500000000005e-4
HTI,Haiti,cows,milk,0.07008
HTI,Haiti,cows,meat,0.040076999999999995
HTI,Haiti,chickens,meat,3.6135000000000003e-4
HTI,Haiti,chickens,eggs,5.387399999999999e-4
HTI,Haiti,pigs,meat,0.015002964012224033
HTI,Haiti,goats,milk,0.015001500000000001
HTI,Haiti,goats,meat,0.015001500000000001
HTI,Haiti,sheep,milk,0.0119574
HTI,Haiti,sheep,meat,0.0119574
HTI,Haiti,chickens,eggs&meat,4.5004499999999994e-4
HND,Honduras,cows,milk,0.07008
HND,Honduras,cows,meat,0.040077
HND,Honduras,chickens,meat,3.6135000000000003e-4
HND,Honduras,chickens,eggs,5.3874e-4
HND,Honduras,pigs,meat,0.0150029509853942
HND,Honduras,goats,milk,0.0150015
HND,Honduras,goats,meat,0.0150015
HND,Honduras,sheep,milk,0.0119574
HND,Honduras,sheep,meat,0.0119574
HND,Honduras,chickens,eggs&meat,4.5004500000000005e-4
HKG,Hong Kong,buffaloes,milk,0.04438399999999999
HKG,Hong Kong,cows,milk,0.0600425
HKG,Hong Kong,cows,meat,0.039587899999999995
HKG,Hong Kong,chickens,meat,3.6135000000000003e-4
HKG,Hong Kong,chickens,eggs,5.387399999999999e-4
HKG,Hong Kong,pigs,meat,0.00410844
HKG,Hong Kong,goats,milk,0.015001500000000001
HKG,Hong Kong,goats,meat,0.015001500000000001
HKG,Hong Kong,sheep,milk,0.0119574
HKG,Hong Kong,sheep,meat,0.0119574
HKG,Hong Kong,chickens,eggs&meat,4.5004499999999994e-4
HUN,Hungary,cows,milk,0.07026249999999999
HUN,Hungary,cows,meat,0.049950249999999995
HUN,Hungary,chickens,meat,3.6135000000000003e-4
HUN,Hungary,chickens,eggs,5.3874e-4
HUN,Hungary,pigs,meat,0.012055950000000001
HUN,Hungary,goats,milk,0.017987199999999995
HUN,Hungary,goats,meat,0.017987199999999995
HUN,Hungary,sheep,milk,0.015932250000000002
HUN,Hungary,sheep,meat,0.015932250000000002
HUN,Hungary,chickens,eggs&meat,4.5004500000000005e-4
ISL,Iceland,cows,milk,0.10511999999999999
ISL,Iceland,cows,meat,0.050588999999999995
ISL,Iceland,chickens,meat,3.6135e-4
ISL,Iceland,chickens,eggs,6.307200000000001e-4
ISL,Iceland,pigs,meat,0.011412090000000001
ISL,Iceland,goats,milk,0.0179872
ISL,Iceland,goats,meat,0.0179872
ISL,Iceland,sheep,milk,0.015047125
ISL,Iceland,sheep,meat,0.015047125
ISL,Iceland,chickens,eggs&meat,6.307200000000001e-4
IND,India,buffaloes,milk,0.034456
IND,India,cows,milk,0.04717625000000001
IND,India,cows,meat,0.013651
IND,India,chickens,meat,3.6135e-4
IND,India,chickens,eggs,5.3874e-4
IND,India,pigs,meat,0.004108440020963886
IND,India,goats,milk,0.0150015
IND,India,goats,meat,0.0150015
IND,India,sheep,milk,0.0119574
IND,India,sheep,meat,0.0119574
IND,India,chickens,eggs&meat,4.50045e-4
IDN,Indonesia,buffaloes,milk,0.044384
IDN,Indonesia,cows,milk,0.06004249999999999
IDN,Indonesia,cows,meat,0.03958790000000001
IDN,Indonesia,chickens,meat,3.6135000000000003e-4
IDN,Indonesia,chickens,eggs,5.3874e-4
IDN,Indonesia,pigs,meat,0.0041084399095828155
IDN,Indonesia,goats,milk,0.015001500000000004
IDN,Indonesia,goats,meat,0.015001500000000004
IDN,Indonesia,sheep,milk,0.011957399999999998
IDN,Indonesia,sheep,meat,0.011957399999999998
IDN,Indonesia,chickens,eggs&meat,4.5004500000000005e-4
IRN,Iran,buffaloes,milk,0.034456
IRN,Iran,cows,milk,0.04717625
IRN,Iran,cows,meat,0.013651
IRN,Iran,chickens,meat,3.6135000000000003e-4
IRN,Iran,chickens,eggs,5.3874e-4
IRN,Iran,goats,milk,0.015001500000000001
IRN,Iran,goats,meat,0.015001500000000001
IRN,Iran,sheep,milk,0.0119574
IRN,Iran,sheep,meat,0.0119574
IRN,Iran,chickens,eggs&meat,4.5004500000000005e-4
IRQ,Iraq,buffaloes,milk,0.044384
IRQ,Iraq,cows,milk,0.0702625
IRQ,Iraq,cows,meat,0.04988455
IRQ,Iraq,chickens,meat,3.6135000000000003e-4
IRQ,Iraq,chickens,eggs,5.3874e-4
IRQ,Iraq,goats,milk,0.015001500000000001
IRQ,Iraq,goats,meat,0.015001500000000001
IRQ,Iraq,sheep,milk,0.0119574
IRQ,Iraq,sheep,meat,0.0119574
IRQ,Iraq,chickens,eggs&meat,4.5004500000000005e-4
IRL,Ireland,cows,milk,0.10512
IRL,Ireland,cows,meat,0.050588999999999995
IRL,Ireland,chickens,meat,3.6135e-4
IRL,Ireland,chickens,eggs,6.307199999999999e-4
IRL,Ireland,pigs,meat,0.011412090000000001
IRL,Ireland,goats,milk,0.017987200000000002
IRL,Ireland,goats,meat,0.017987200000000002
IRL,Ireland,sheep,milk,0.015047125
IRL,Ireland,sheep,meat,0.015047125
IRL,Ireland,chickens,eggs&meat,4.960349999999999e-4
ISR,Israel,cows,milk,0.0702625
ISR,Israel,cows,meat,0.04988455
ISR,Israel,chickens,meat,3.6135000000000003e-4
ISR,Israel,chickens,eggs,5.3874e-4
ISR,Israel,pigs,meat,0.015002959999999997
ISR,Israel,goats,milk,0.015001500000000001
ISR,Israel,goats,meat,0.015001500000000001
ISR,Israel,sheep,milk,0.0119574
ISR,Israel,sheep,meat,0.0119574
ISR,Israel,chickens,eggs&meat,4.5004500000000005e-4
ITA,Italy,buffaloes,milk,0.044384
ITA,Italy,cows,milk,0.10511999999999999
ITA,Italy,cows,meat,0.050588999999999995
ITA,Italy,chickens,meat,3.6135000000000003e-4
ITA,Italy,chickens,eggs,6.3072e-4
ITA,Italy,pigs,meat,0.01141209073665992
ITA,Italy,goats,milk,0.0179872
ITA,Italy,goats,meat,0.0179872
ITA,Italy,sheep,milk,0.015047124999999998
ITA,Italy,sheep,meat,0.015047124999999998
ITA,Italy,chickens,eggs&meat,4.96035e-4
JAM,Jamaica,cows,milk,0.07007999999999999
JAM,Jamaica,cows,meat,0.040076999999999995
JAM,Jamaica,chickens,meat,3.6135000000000003e-4
JAM,Jamaica,chickens,eggs,5.3874e-4
JAM,Jamaica,pigs,meat,0.015002959999999997
JAM,Jamaica,goats,milk,0.015001500000000001
JAM,Jamaica,goats,meat,0.015001500000000001
JAM,Jamaica,sheep,milk,0.0119574
JAM,Jamaica,sheep,meat,0.0119574
JAM,Jamaica,chickens,eggs&meat,4.5004500000000005e-4
JPN,Japan,cows,milk,0.06004249999999999
JPN,Japan,cows,meat,0.0395879
JPN,Japan,chickens,meat,3.6135000000000003e-4
JPN,Japan,chickens,eggs,5.3874e-4
JPN,Japan,pigs,meat,0.00410844
JPN,Japan,goats,milk,0.019251925
JPN,Japan,goats,meat,0.019251925
JPN,Japan,sheep,milk,0.020711925
JPN,Japan,sheep,meat,0.020711925
JPN,Japan,chickens,eggs&meat,4.5004500000000005e-4
JOR,Jordan,buffaloes,milk,0.044384
JOR,Jordan,cows,milk,0.0702625
JOR,Jordan,cows,meat,0.04988455
JOR,Jordan,chickens,meat,3.6135e-4
JOR,Jordan,chickens,eggs,5.3874e-4
JOR,Jordan,goats,milk,0.0150015
JOR,Jordan,goats,meat,0.0150015
JOR,Jordan,sheep,milk,0.0119574
JOR,Jordan,sheep,meat,0.0119574
JOR,Jordan,chickens,eggs&meat,4.50045e-4
KAZ,Kazakhstan,buffaloes,milk,0.04438400000000001
KAZ,Kazakhstan,cows,milk,0.060042499999999985
KAZ,Kazakhstan,cows,meat,0.0395879
KAZ,Kazakhstan,chickens,meat,3.6135000000000003e-4
KAZ,Kazakhstan,chickens,eggs,5.3874e-4
KAZ,Kazakhstan,pigs,meat,0.004108440225684284
KAZ,Kazakhstan,goats,milk,0.015001500000000003
KAZ,Kazakhstan,goats,meat,0.015001500000000003
KAZ,Kazakhstan,sheep,milk,0.0119574
KAZ,Kazakhstan,sheep,meat,0.0119574
KAZ,Kazakhstan,chickens,eggs&meat,4.5004500000000005e-4
KEN,Kenya,cows,milk,0.060225
KEN,Kenya,cows,meat,0.03978135
KEN,Kenya,chickens,meat,3.6135e-4
KEN,Kenya,chickens,eggs,5.3874e-4
KEN,Kenya,pigs,meat,0.015002961880638856
KEN,Kenya,goats,milk,0.015001500000000001
KEN,Kenya,goats,meat,0.015001500000000001
KEN,Kenya,sheep,milk,0.0119574
KEN,Kenya,sheep,meat,0.0119574
KEN,Kenya,chickens,eggs&meat,4.50045e-4
KIR,Kiribati,chickens,meat,3.6135e-4
KIR,Kiribati,chickens,eggs,5.3874e-4
KIR,Kiribati,pigs,meat,0.010856318210659898
KIR,Kiribati,chickens,eggs&meat,4.50045e-4
KWT,Kuwait,cows,milk,0.07026249999999999
KWT,Kuwait,cows,meat,0.04988455
KWT,Kuwait,chickens,meat,3.6135000000000003e-4
KWT,Kuwait,chickens,eggs,5.387399999999999e-4
KWT,Kuwait,goats,milk,0.015001500000000003
KWT,Kuwait,goats,meat,0.015001500000000003
KWT,Kuwait,sheep,milk,0.0119574
KWT,Kuwait,sheep,meat,0.0119574
KWT,Kuwait,chickens,eggs&meat,4.5004499999999994e-4
KGZ,Kyrgyzstan,cows,milk,0.0600425
KGZ,Kyrgyzstan,cows,meat,0.0395879
KGZ,Kyrgyzstan,chickens,meat,3.6135e-4
KGZ,Kyrgyzstan,chickens,eggs,5.3874e-4
KGZ,Kyrgyzstan,pigs,meat,0.004108436473767947
KGZ,Kyrgyzstan,goats,milk,0.015001500000000003
KGZ,Kyrgyzstan,goats,meat,0.015001500000000003
KGZ,Kyrgyzstan,sheep,milk,0.011957399999999998
KGZ,Kyrgyzstan,sheep,meat,0.011957399999999998
KGZ,Kyrgyzstan,chickens,eggs&meat,4.50045e-4
LAO,Laos,buffaloes,milk,0.044384
LAO,Laos,cows,milk,0.0600425
LAO,Laos,cows,meat,0.0395879
LAO,Laos,chickens,meat,3.6135000000000003e-4
LAO,Laos,chickens,eggs,5.3874e-4
LAO,Laos,pigs,meat,0.00410844
LAO,Laos,goats,milk,0.015001500000000003
LAO,Laos,goats,meat,0.015001500000000003
LAO,Laos,chickens,eggs&meat,4.5004500000000005e-4
LVA,Latvia,cows,milk,0.10511999999999999
LVA,Latvia,cows,meat,0.050589
LVA,Latvia,chickens,meat,3.6135e-4
LVA,Latvia,chickens,eggs,6.3072e-4
LVA,Latvia,pigs,meat,0.011412115025892873
LVA,Latvia,goats,milk,0.0179872
LVA,Latvia,goats,meat,0.0179872
LVA,Latvia,sheep,milk,0.015047125
LVA,Latvia,sheep,meat,0.015047125
LVA,Latvia,chickens,eggs&meat,4.960349999999999e-4
LBN,Lebanon,cows,milk,0.0702625
LBN,Lebanon,cows,meat,0.04988454999999999
LBN,Lebanon,chickens,meat,3.6135e-4
LBN,Lebanon,chickens,eggs,5.3874e-4
LBN,Lebanon,pigs,meat,0.015003128925619834
LBN,Lebanon,goats,milk,0.0150015
LBN,Lebanon,goats,meat,0.0150015
LBN,Lebanon,sheep,milk,0.0119574
LBN,Lebanon,sheep,meat,0.0119574
LBN,Lebanon,chickens,eggs&meat,4.50045e-4
LSO,Lesotho,cows,milk,0.060225
LSO,Lesotho,cows,meat,0.03978134999999999
LSO,Lesotho,chickens,meat,3.6135000000000003e-4
LSO,Lesotho,chickens,eggs,5.3874e-4
LSO,Lesotho,pigs,meat,0.015002933055907365
LSO,Lesotho,goats,milk,0.015001500000000001
LSO,Lesotho,goats,meat,0.015001500000000001
LSO,Lesotho,sheep,milk,0.011957399999999998
LSO,Lesotho,sheep,meat,0.011957399999999998
LSO,Lesotho,chickens,eggs&meat,4.5004500000000005e-4
LBR,Liberia,cows,milk,0.06022500000000001
LBR,Liberia,cows,meat,0.03978135
LBR,Liberia,chickens,meat,3.6135000000000003e-4
LBR,Liberia,chickens,eggs,5.3874e-4
LBR,Liberia,pigs,meat,0.01500294644183309
LBR,Liberia,goats,milk,0.015001500000000001
LBR,Liberia,goats,meat,0.015001500000000001
LBR,Liberia,sheep,milk,0.0119574
LBR,Liberia,sheep,meat,0.0119574
LBR,Liberia,chickens,eggs&meat,4.5004500000000005e-4
LBY,Libya,cows,milk,0.060225
LBY,Libya,cows,meat,0.03978135
LBY,Libya,chickens,meat,3.6135000000000003e-4
LBY,Libya,chickens,eggs,5.3874e-4
LBY,Libya,goats,milk,0.015001500000000001
LBY,Libya,goats,meat,0.015001500000000001
LBY,Libya,sheep,milk,0.0119574
LBY,Libya,sheep,meat,0.0119574
LBY,Libya,chickens,eggs&meat,4.5004500000000005e-4
LIE,Liechtenstein,cows,milk,0.10511999999999999
LIE,Liechtenstein,cows,meat,0.050589
LIE,Liechtenstein,chickens,meat,3.6135e-4
LIE,Liechtenstein,chickens,eggs,6.3072e-4
LIE,Liechtenstein,pigs,meat,0.011416577398720682
LIE,Liechtenstein,goats,milk,0.017987200000000002
LIE,Liechtenstein,goats,meat,0.017987200000000002
LIE,Liechtenstein,sheep,milk,0.015047125
LIE,Liechtenstein,sheep,meat,0.015047125
LIE,Liechtenstein,chickens,eggs&meat,6.3072e-4
LTU,Lithuania,cows,milk,0.10511999999999999
LTU,Lithuania,cows,meat,0.050588999999999995
LTU,Lithuania,chickens,meat,3.6135e-4
LTU,Lithuania,chickens,eggs,6.3072e-4
LTU,Lithuania,pigs,meat,0.011412102679857091
LTU,Lithuania,goats,milk,0.0179872
LTU,Lithuania,goats,meat,0.0179872
LTU,Lithuania,sheep,milk,0.015047124999999998
LTU,Lithuania,sheep,meat,0.015047124999999998
LTU,Lithuania,chickens,eggs&meat,4.960349999999999e-4
LUX,Luxembourg,cows,milk,0.10511999999999998
LUX,Luxembourg,cows,meat,0.050588999999999995
LUX,Luxembourg,chickens,meat,3.6135000000000003e-4
LUX,Luxembourg,chickens,eggs,6.3072e-4
LUX,Luxembourg,pigs,meat,0.011412068249604695
LUX,Luxembourg,goats,milk,0.0179872
LUX,Luxembourg,goats,meat,0.0179872
LUX,Luxembourg,sheep,milk,0.015047125
LUX,Luxembourg,sheep,meat,0.015047125
LUX,Luxembourg,chickens,eggs&meat,4.96035e-4
MAC,Macao,chickens,meat,3.6135000000000003e-4
MAC,Macao,chickens,eggs,5.3874e-4
MAC,Macao,chickens,eggs&meat,4.5004500000000005e-4
MKD,Macedonia,buffaloes,milk,0.044384
MKD,Macedonia,cows,milk,0.10512
MKD,Macedonia,cows,meat,0.050588999999999995
MKD,Macedonia,chickens,meat,3.6135000000000003e-4
MKD,Macedonia,chickens,eggs,6.3072e-4
MKD,Macedonia,pigs,meat,0.011412121225834213
MKD,Macedonia,goats,milk,0.0179872
MKD,Macedonia,goats,meat,0.0179872
MKD,Macedonia,sheep,milk,0.015047125
MKD,Macedonia,sheep,meat,0.015047125
MKD,Macedonia,chickens,eggs&meat,4.96035e-4
MDG,Madagascar,cows,milk,0.060225
MDG,Madagascar,cows,meat,0.03978135
MDG,Madagascar,chickens,meat,3.6135e-4
MDG,Madagascar,chickens,eggs,5.387399999999999e-4
MDG,Madagascar,pigs,meat,0.015002960000000001
MDG,Madagascar,goats,milk,0.015001500000000001
MDG,Madagascar,goats,meat,0.015001500000000001
MDG,Madagascar,sheep,milk,0.0119574
MDG,Madagascar,sheep,meat,0.0119574
MDG,Madagascar,chickens,eggs&meat,4.5004499999999994e-4
MWI,Malawi,cows,milk,0.060225
MWI,Malawi,cows,meat,0.03978135
MWI,Malawi,chickens,meat,3.6135e-4
MWI,Malawi,chickens,eggs,5.3874e-4
MWI,Malawi,pigs,meat,0.015002960275392304
MWI,Malawi,goats,milk,0.015001500000000003
MWI,Malawi,goats,meat,0.015001500000000003
MWI,Malawi,sheep,milk,0.0119574
MWI,Malawi,sheep,meat,0.0119574
MWI,Malawi,chickens,eggs&meat,4.50045e-4
MYS,Malaysia,buffaloes,milk,0.04438400000000001
MYS,Malaysia,cows,milk,0.0600425
MYS,Malaysia,cows,meat,0.039587899999999995
