iso3c,animal,system,product,leach_n_spread_rate
ABW,chickens,backyard,eggs&meat,7.392857142857143e-5
AFG,chickens,backyard,eggs&meat,7.800000000000001e-5
AGO,chickens,backyard,eggs&meat,5.85e-5
AIA,chickens,backyard,eggs&meat,7.392857142857143e-5
ALA,chickens,backyard,eggs&meat,9.24e-5
ALB,chickens,backyard,eggs&meat,1.0499999999999999e-4
AND,chickens,backyard,eggs&meat,8.175e-5
ARE,chickens,backyard,eggs&meat,6.6e-5
ARG,chickens,backyard,eggs&meat,9.45e-5
ARM,chickens,backyard,eggs&meat,7.199999999999999e-5
ASM,chickens,backyard,eggs&meat,9.5625e-5
ATG,chickens,backyard,eggs&meat,7.392857142857143e-5
AUS,chickens,backyard,eggs&meat,1.035e-4
AUT,chickens,backyard,eggs&meat,7.049999999999999e-5
AZE,chickens,backyard,eggs&meat,7.95e-5
BDI,chickens,backyard,eggs&meat,5.7e-5
BEL,chickens,backyard,eggs&meat,7.049999999999999e-5
BEN,chickens,backyard,eggs&meat,8.1e-5
BES,chickens,backyard,eggs&meat,7.826298701298701e-5
BFA,chickens,backyard,eggs&meat,7.5e-5
BGD,chickens,backyard,eggs&meat,5.399999999999999e-5
BGR,chickens,backyard,eggs&meat,8.849999999999998e-5
BHR,chickens,backyard,eggs&meat,4.65e-5
BHS,chickens,backyard,eggs&meat,7.049999999999999e-5
BIH,chickens,backyard,eggs&meat,1.02e-4
BLM,chickens,backyard,eggs&meat,7.826298701298701e-5
BLR,chickens,backyard,eggs&meat,1.32e-4
BLZ,chickens,backyard,eggs&meat,8.1e-5
BMU,chickens,backyard,eggs&meat,1.155e-4
BOL,chickens,backyard,eggs&meat,1.245e-4
BRA,chickens,backyard,eggs&meat,1.035e-4
BRB,chickens,backyard,eggs&meat,7.392857142857143e-5
BRN,chickens,backyard,eggs&meat,1.4099999999999998e-4
BTN,chickens,backyard,eggs&meat,6.75e-5
BWA,chickens,backyard,eggs&meat,9.75e-5
CAF,chickens,backyard,eggs&meat,8.549999999999999e-5
CAN,chickens,backyard,eggs&meat,1.0799999999999998e-4
CCK,chickens,backyard,eggs&meat,1.0425e-4
CHE,chickens,backyard,eggs&meat,8.999999999999999e-5
CHL,chickens,backyard,eggs&meat,8.7e-5
CHN,chickens,backyard,eggs&meat,8.400000000000001e-5
CIV,chickens,backyard,eggs&meat,9.75e-5
CMR,chickens,backyard,eggs&meat,7.5e-5
COD,chickens,backyard,eggs&meat,4.95e-5
COG,chickens,backyard,eggs&meat,6.75e-5
COK,chickens,backyard,eggs&meat,9.5625e-5
COL,chickens,backyard,eggs&meat,8.549999999999999e-5
COM,chickens,backyard,eggs&meat,1.0799999999999998e-4
CPV,chickens,backyard,eggs&meat,7.94e-5
CRI,chickens,backyard,eggs&meat,9.45e-5
CUB,chickens,backyard,eggs&meat,7.049999999999999e-5
CUW,chickens,backyard,eggs&meat,7.826298701298701e-5
CXR,chickens,backyard,eggs&meat,1.0425e-4
CYM,chickens,backyard,eggs&meat,7.392857142857143e-5
CYP,chickens,backyard,eggs&meat,8.400000000000001e-5
CZE,chickens,backyard,eggs&meat,7.5e-5
DEU,chickens,backyard,eggs&meat,6.45e-5
DJI,chickens,backyard,eggs&meat,7.19e-5
DMA,chickens,backyard,eggs&meat,1.2e-4
DNK,chickens,backyard,eggs&meat,9.3e-5
DOM,chickens,backyard,eggs&meat,3.9000000000000006e-5
DZA,chickens,backyard,eggs&meat,9.45e-5
ECU,chickens,backyard,eggs&meat,1.215e-4
EGY,chickens,backyard,eggs&meat,6.6e-5
ERI,chickens,backyard,eggs&meat,7.95e-5
ESH,chickens,backyard,eggs&meat,8.35e-5
ESP,chickens,backyard,eggs&meat,6.9e-5
EST,chickens,backyard,eggs&meat,8.849999999999998e-5
ETH,chickens,backyard,eggs&meat,7.049999999999999e-5
FIN,chickens,backyard,eggs&meat,8.25e-5
FJI,chickens,backyard,eggs&meat,8.700000000000001e-5
FLK,chickens,backyard,eggs&meat,9.242307692307692e-5
FRA,chickens,backyard,eggs&meat,8.7e-5
FRO,chickens,backyard,eggs&meat,9.24e-5
FSM,chickens,backyard,eggs&meat,9.5625e-5
GAB,chickens,backyard,eggs&meat,5.2499999999999995e-5
GBR,chickens,backyard,eggs&meat,9.6e-5
GEO,chickens,backyard,eggs&meat,7.95e-5
GGY,chickens,backyard,eggs&meat,9.24e-5
GHA,chickens,backyard,eggs&meat,7.800000000000001e-5
GIB,chickens,backyard,eggs&meat,8.175e-5
GIN,chickens,backyard,eggs&meat,1.0799999999999998e-4
GLP,chickens,backyard,eggs&meat,9.45e-5
GMB,chickens,backyard,eggs&meat,6.299999999999999e-5
GNB,chickens,backyard,eggs&meat,9.9e-5
GNQ,chickens,backyard,eggs&meat,1.155e-4
GRC,chickens,backyard,eggs&meat,7.049999999999999e-5
GRD,chickens,backyard,eggs&meat,9.45e-5
GRL,chickens,backyard,eggs&meat,1.155e-4
GTM,chickens,backyard,eggs&meat,8.25e-5
GUF,chickens,backyard,eggs&meat,6.6e-5
GUM,chickens,backyard,eggs&meat,9.5625e-5
GUY,chickens,backyard,eggs&meat,9.3e-5
HKG,chickens,backyard,eggs&meat,8.730000000000001e-5
HND,chickens,backyard,eggs&meat,9.6e-5
