iso3c,animal,system,product,leach_n_spread_rate
GAB,chickens,industrial,eggs,4.2525e-5
GBR,chickens,industrial,eggs,9.2544e-5
GEO,chickens,industrial,eggs,6.55239e-5
GGY,chickens,industrial,eggs,9.053351999999999e-5
GHA,chickens,industrial,eggs,6.318e-5
GIB,chickens,industrial,eggs,8.938607142857142e-5
GIN,chickens,industrial,eggs,8.748e-5
GLP,chickens,industrial,eggs,3.2130000000000006e-5
GMB,chickens,industrial,eggs,5.102999999999999e-5
GNB,chickens,industrial,eggs,8.019e-5
GNQ,chickens,industrial,eggs,9.355500000000001e-5
GRC,chickens,industrial,eggs,7.7127e-5
GRD,chickens,industrial,eggs,3.2130000000000006e-5
GRL,chickens,industrial,eggs,7.915215e-5
GTM,chickens,industrial,eggs,2.8050000000000004e-5
GUF,chickens,industrial,eggs,5.074080000000001e-5
GUM,chickens,industrial,eggs,6.3322875e-5
GUY,chickens,industrial,eggs,7.14984e-5
HKG,chickens,industrial,eggs,4.2742080000000004e-5
HND,chickens,industrial,eggs,3.2640000000000006e-5
HRV,chickens,industrial,eggs,9.681899999999998e-5
HTI,chickens,industrial,eggs,2.6010000000000003e-5
HUN,chickens,industrial,eggs,7.35e-5
IDN,chickens,industrial,eggs,9.477e-5
IMN,chickens,industrial,eggs,9.053351999999999e-5
IND,chickens,industrial,eggs,1.9992e-4
IOT,chickens,industrial,eggs,5.8239e-5
IRL,chickens,industrial,eggs,5.8136399999999994e-5
IRN,chickens,industrial,eggs,7.938e-5
IRQ,chickens,industrial,eggs,5.81061e-5
ISL,chickens,industrial,eggs,9.25911e-5
ISR,chickens,industrial,eggs,6.67602e-5
ITA,chickens,industrial,eggs,6.249599999999999e-5
JAM,chickens,industrial,eggs,3.621e-5
JEY,chickens,industrial,eggs,9.053351999999999e-5
JOR,chickens,industrial,eggs,8.777729999999999e-5
JPN,chickens,industrial,eggs,2.499e-5
KAZ,chickens,industrial,eggs,3.89232e-5
KEN,chickens,industrial,eggs,6.075e-5
KGZ,chickens,industrial,eggs,4.5532800000000006e-5
KHM,chickens,industrial,eggs,7.854600000000002e-5
KIR,chickens,industrial,eggs,6.3322875e-5
KNA,chickens,industrial,eggs,2.5135714285714288e-5
KOR,chickens,industrial,eggs,2.8560000000000004e-5
KWT,chickens,industrial,eggs,4.82157e-5
LAO,chickens,industrial,eggs,7.703550000000002e-5
LBN,chickens,industrial,eggs,8.90136e-5
LBR,chickens,industrial,eggs,6.318e-5
LBY,chickens,industrial,eggs,5.346e-5
LCA,chickens,industrial,eggs,1.3770000000000002e-5
LIE,chickens,industrial,eggs,7.203964285714286e-5
LKA,chickens,industrial,eggs,8.526e-5
LSO,chickens,industrial,eggs,5.7104999999999996e-5
LTU,chickens,industrial,eggs,9.40608e-5
LUX,chickens,industrial,eggs,7.52865e-5
LVA,chickens,industrial,eggs,9.11214e-5
MAC,chickens,industrial,eggs,4.2742080000000004e-5
MAF,chickens,industrial,eggs,2.6609415584415587e-5
MAR,chickens,industrial,eggs,7.047e-5
MCO,chickens,industrial,eggs,7.203964285714286e-5
MDA,chickens,industrial,eggs,1.2383249999999997e-4
MDG,chickens,industrial,eggs,5.7104999999999996e-5
MDV,chickens,industrial,eggs,7.515374999999999e-5
MEX,chickens,industrial,eggs,2.7540000000000004e-5
MHL,chickens,industrial,eggs,6.3322875e-5
MKD,chickens,industrial,eggs,9.845999999999999e-5
MLI,chickens,industrial,eggs,6.6825e-5
MLT,chickens,industrial,eggs,7.876799999999999e-5
MMR,chickens,industrial,eggs,8.307750000000001e-5
MNE,chickens,industrial,eggs,9.1896e-5
MNG,chickens,industrial,eggs,4.920480000000001e-5
MNP,chickens,industrial,eggs,6.3322875e-5
MOZ,chickens,industrial,eggs,6.4395e-5
MRT,chickens,industrial,eggs,4.86e-5
MSR,chickens,industrial,eggs,2.5135714285714288e-5
MTQ,chickens,industrial,eggs,2.703e-5
MUS,chickens,industrial,eggs,5.8239e-5
MWI,chickens,industrial,eggs,4.86e-5
MYS,chickens,industrial,eggs,1.0120350000000002e-4
MYT,chickens,industrial,eggs,5.8239e-5
NAM,chickens,industrial,eggs,5.7104999999999996e-5
NCL,chickens,industrial,eggs,3.6752100000000003e-5
NER,chickens,industrial,eggs,7.776e-5
NFK,chickens,industrial,eggs,6.903435e-5
NGA,chickens,industrial,eggs,6.196500000000001e-5
NIC,chickens,industrial,eggs,2.6520000000000004e-5
NIU,chickens,industrial,eggs,6.3322875e-5
NLD,chickens,industrial,eggs,7.191e-5
NOR,chickens,industrial,eggs,9.700019999999999e-5
NPL,chickens,industrial,eggs,6.173999999999999e-5
NRU,chickens,industrial,eggs,6.3322875e-5
NZL,chickens,industrial,eggs,6.9531e-5
OMN,chickens,industrial,eggs,4.6979400000000006e-5
PAK,chickens,industrial,eggs,7.938e-5
PAN,chickens,industrial,eggs,2.8050000000000004e-5
PCN,chickens,industrial,eggs,6.3322875e-5
PER,chickens,industrial,eggs,8.232e-5
PHL,chickens,industrial,eggs,1.7260799999999998e-4
PLW,chickens,industrial,eggs,6.3322875e-5
PNG,chickens,industrial,eggs,7.74774e-5
POL,chickens,industrial,eggs,9.108e-5
PRI,chickens,industrial,eggs,3.519e-5
PRK,chickens,industrial,eggs,4.62672e-5
PRT,chickens,industrial,eggs,7.5486e-5
PRY,chickens,industrial,eggs,7.84176e-5
PSE,chickens,industrial,eggs,1.2610260000000002e-4
PYF,chickens,industrial,eggs,6.3322875e-5
QAT,chickens,industrial,eggs,1.35993e-5
REU,chickens,industrial,eggs,5.8239e-5
ROU,chickens,industrial,eggs,9.718499999999999e-5
RUS,chickens,industrial,eggs,7.133999999999999e-5
RWA,chickens,industrial,eggs,5.589e-5
SAU,chickens,industrial,eggs,5.81061e-5
SDN,chickens,industrial,eggs,6.95925e-5
SEN,chickens,industrial,eggs,5.4674999999999994e-5
SGP,chickens,industrial,eggs,9.707295000000001e-5
SHN,chickens,industrial,eggs,6.431400000000001e-5
SJM,chickens,industrial,eggs,9.053351999999999e-5
SLB,chickens,industrial,eggs,3.87387e-5
SLE,chickens,industrial,eggs,5.4674999999999994e-5
SLV,chickens,industrial,eggs,2.6520000000000004e-5
SMR,chickens,industrial,eggs,8.94345e-5
SOM,chickens,industrial,eggs,4.86e-5
SPM,chickens,industrial,eggs,7.830412499999999e-5
SRB,chickens,industrial,eggs,1.06665e-4
SSD,chickens,industrial,eggs,5.8239e-5
STP,chickens,industrial,eggs,8.991e-5
SUR,chickens,industrial,eggs,5.881320000000001e-5
SVK,chickens,industrial,eggs,7.99425e-5
SVN,chickens,industrial,eggs,6.7281e-5
SWE,chickens,industrial,eggs,1.1484e-4
SWZ,chickens,industrial,eggs,4.86e-5
SXM,chickens,industrial,eggs,2.6609415584415587e-5
SYC,chickens,industrial,eggs,3.2805e-5
SYR,chickens,industrial,eggs,6.42876e-5
TCA,chickens,industrial,eggs,2.5135714285714288e-5
TCD,chickens,industrial,eggs,6.804e-5
TGO,chickens,industrial,eggs,4.9814999999999997e-5
THA,chickens,industrial,eggs,3.42e-5
TJK,chickens,industrial,eggs,6.6096e-5
TKL,chickens,industrial,eggs,6.3322875e-5
TKM,chickens,industrial,eggs,4.47984e-5
TLS,chickens,industrial,eggs,1.0573500000000002e-4
TON,chickens,industrial,eggs,6.3322875e-5
TTO,chickens,industrial,eggs,2.5135714285714288e-5
TUN,chickens,industrial,eggs,9.5985e-5
TUR,chickens,industrial,eggs,7.159350000000001e-5
TUV,chickens,industrial,eggs,6.3322875e-5
TWN,chickens,industrial,eggs,4.286088000000001e-5
TZA,chickens,industrial,eggs,6.075e-5
UGA,chickens,industrial,eggs,6.075e-5
UKR,chickens,industrial,eggs,1.0188749999999998e-4
URY,chickens,industrial,eggs,6.22728e-5
USA,chickens,industrial,eggs,9.663659999999999e-5
UZB,chickens,industrial,eggs,4.9939200000000005e-5
VCT,chickens,industrial,eggs,2.958e-5
VEN,chickens,industrial,eggs,6.342600000000001e-5
VGB,chickens,industrial,eggs,2.6609415584415587e-5
VIR,chickens,industrial,eggs,2.5135714285714288e-5
VNM,chickens,industrial,eggs,8.156700000000001e-5
VUT,chickens,industrial,eggs,7.74774e-5
WLF,chickens,industrial,eggs,6.3322875e-5
WSM,chickens,industrial,eggs,6.3322875e-5
XKO,chickens,industrial,eggs,8.938607142857142e-5
XMI,chickens,industrial,eggs,8.800899999999999e-5
YEM,chickens,industrial,eggs,6.1815e-5
ZAF,chickens,industrial,eggs,5.4674999999999994e-5
ZMB,chickens,industrial,eggs,6.196500000000001e-5
ZWE,chickens,industrial,eggs,6.6825e-5
