iso3c,animal,system,product,leach_n_spread_rate
FLK,chickens,industrial,meat,9.981692307692308e-5
FRA,chickens,industrial,meat,9.744e-5
FRO,chickens,industrial,meat,1.0348800000000001e-4
FSM,chickens,industrial,meat,1.1092499999999999e-4
GAB,chickens,industrial,meat,5.67e-5
GBR,chickens,industrial,meat,1.0752000000000001e-4
GEO,chickens,industrial,meat,8.586e-5
GGY,chickens,industrial,meat,1.0348800000000001e-4
GHA,chickens,industrial,meat,8.424e-5
GIB,chickens,industrial,meat,9.156000000000001e-5
GIN,chickens,industrial,meat,1.1664e-4
GLP,chickens,industrial,meat,1.0206000000000001e-4
GMB,chickens,industrial,meat,6.803999999999999e-5
GNB,chickens,industrial,meat,1.0692e-4
GNQ,chickens,industrial,meat,1.2474e-4
GRC,chickens,industrial,meat,7.896e-5
GRD,chickens,industrial,meat,1.0206000000000001e-4
GRL,chickens,industrial,meat,1.2936000000000002e-4
GTM,chickens,industrial,meat,8.910000000000001e-5
GUF,chickens,industrial,meat,7.128000000000001e-5
GUM,chickens,industrial,meat,1.1092499999999999e-4
GUY,chickens,industrial,meat,1.0044000000000001e-4
HKG,chickens,industrial,meat,9.428400000000001e-5
HND,chickens,industrial,meat,1.0368000000000001e-4
HRV,chickens,industrial,meat,9.912e-5
HTI,chickens,industrial,meat,8.262e-5
HUN,chickens,industrial,meat,8.232e-5
IDN,chickens,industrial,meat,1.3122e-4
IMN,chickens,industrial,meat,1.0348800000000001e-4
IND,chickens,industrial,meat,2.2032000000000003e-4
IOT,chickens,industrial,meat,7.765200000000001e-5
IRL,chickens,industrial,meat,1.0584000000000002e-4
IRN,chickens,industrial,meat,8.748000000000001e-5
IRQ,chickens,industrial,meat,7.614e-5
ISL,chickens,industrial,meat,1.0584000000000002e-4
ISR,chickens,industrial,meat,8.748000000000001e-5
ITA,chickens,industrial,meat,8.064e-5
JAM,chickens,industrial,meat,1.1501999999999999e-4
JEY,chickens,industrial,meat,1.0348800000000001e-4
JOR,chickens,industrial,meat,1.1501999999999999e-4
JPN,chickens,industrial,meat,7.938e-5
KAZ,chickens,industrial,meat,8.586e-5
KEN,chickens,industrial,meat,8.1e-5
KGZ,chickens,industrial,meat,1.0044000000000001e-4
KHM,chickens,industrial,meat,8.424e-5
KIR,chickens,industrial,meat,1.1092499999999999e-4
KNA,chickens,industrial,meat,7.984285714285715e-5
KOR,chickens,industrial,meat,9.072000000000001e-5
KWT,chickens,industrial,meat,6.318e-5
LAO,chickens,industrial,meat,8.262e-5
LBN,chickens,industrial,meat,1.1664e-4
LBR,chickens,industrial,meat,8.424e-5
LBY,chickens,industrial,meat,7.128000000000001e-5
LCA,chickens,industrial,meat,4.3740000000000005e-5
LIE,chickens,industrial,meat,8.520000000000001e-5
LKA,chickens,industrial,meat,9.396e-5
LSO,chickens,industrial,meat,7.614e-5
LTU,chickens,industrial,meat,1.0752000000000001e-4
LUX,chickens,industrial,meat,8.904e-5
LVA,chickens,industrial,meat,1.0416e-4
MAC,chickens,industrial,meat,9.428400000000001e-5
MAF,chickens,industrial,meat,8.452402597402598e-5
MAR,chickens,industrial,meat,9.396e-5
MCO,chickens,industrial,meat,8.520000000000001e-5
MDA,chickens,industrial,meat,1.3272000000000002e-4
MDG,chickens,industrial,meat,7.614e-5
MDV,chickens,industrial,meat,8.28225e-5
MEX,chickens,industrial,meat,8.748000000000001e-5
MHL,chickens,industrial,meat,1.1092499999999999e-4
MKD,chickens,industrial,meat,1.008e-4
MLI,chickens,industrial,meat,8.910000000000001e-5
MLT,chickens,industrial,meat,8.064e-5
MMR,chickens,industrial,meat,8.910000000000001e-5
MNE,chickens,industrial,meat,9.408000000000002e-5
MNG,chickens,industrial,meat,1.0854e-4
MNP,chickens,industrial,meat,1.1092499999999999e-4
MOZ,chickens,industrial,meat,8.586e-5
MRT,chickens,industrial,meat,6.48e-5
MSR,chickens,industrial,meat,7.984285714285715e-5
MTQ,chickens,industrial,meat,8.586e-5
MUS,chickens,industrial,meat,7.765200000000001e-5
MWI,chickens,industrial,meat,6.48e-5
MYS,chickens,industrial,meat,1.0854e-4
MYT,chickens,industrial,meat,7.765200000000001e-5
NAM,chickens,industrial,meat,7.614e-5
NCL,chickens,industrial,meat,6.437999999999999e-5
NER,chickens,industrial,meat,1.0368000000000001e-4
NFK,chickens,industrial,meat,1.2092999999999998e-4
NGA,chickens,industrial,meat,8.262e-5
NIC,chickens,industrial,meat,8.424e-5
NIU,chickens,industrial,meat,1.1092499999999999e-4
NLD,chickens,industrial,meat,7.896e-5
NOR,chickens,industrial,meat,1.1088000000000001e-4
NPL,chickens,industrial,meat,6.803999999999999e-5
NRU,chickens,industrial,meat,1.1092499999999999e-4
NZL,chickens,industrial,meat,1.2179999999999999e-4
OMN,chickens,industrial,meat,6.156e-5
PAK,chickens,industrial,meat,8.748000000000001e-5
PAN,chickens,industrial,meat,8.910000000000001e-5
PCN,chickens,industrial,meat,1.1092499999999999e-4
PER,chickens,industrial,meat,9.072000000000001e-5
PHL,chickens,industrial,meat,1.0044000000000001e-4
PLW,chickens,industrial,meat,1.1092499999999999e-4
PNG,chickens,industrial,meat,1.3571999999999998e-4
POL,chickens,industrial,meat,7.728e-5
PRI,chickens,industrial,meat,1.1178e-4
PRK,chickens,industrial,meat,1.0206000000000001e-4
PRT,chickens,industrial,meat,7.728e-5
PRY,chickens,industrial,meat,1.1016000000000002e-4
PSE,chickens,industrial,meat,1.6524e-4
PYF,chickens,industrial,meat,1.1092499999999999e-4
QAT,chickens,industrial,meat,1.7820000000000002e-5
REU,chickens,industrial,meat,7.765200000000001e-5
ROU,chickens,industrial,meat,1.0416e-4
RUS,chickens,industrial,meat,9.744e-5
RWA,chickens,industrial,meat,7.452e-5
SAU,chickens,industrial,meat,7.614e-5
SDN,chickens,industrial,meat,9.279000000000001e-5
SEN,chickens,industrial,meat,7.29e-5
SGP,chickens,industrial,meat,1.04166e-4
SHN,chickens,industrial,meat,8.575200000000002e-5
SJM,chickens,industrial,meat,1.0348800000000001e-4
SLB,chickens,industrial,meat,6.785999999999999e-5
SLE,chickens,industrial,meat,7.29e-5
SLV,chickens,industrial,meat,8.424e-5
SMR,chickens,industrial,meat,9.156000000000001e-5
SOM,chickens,industrial,meat,6.48e-5
SPM,chickens,industrial,meat,1.479e-4
SRB,chickens,industrial,meat,1.092e-4
SSD,chickens,industrial,meat,7.765200000000001e-5
STP,chickens,industrial,meat,1.1988e-4
SUR,chickens,industrial,meat,8.262e-5
SVK,chickens,industrial,meat,8.568e-5
SVN,chickens,industrial,meat,6.888e-5
SWE,chickens,industrial,meat,9.744e-5
SWZ,chickens,industrial,meat,6.48e-5
SXM,chickens,industrial,meat,8.452402597402598e-5
SYC,chickens,industrial,meat,4.3740000000000005e-5
SYR,chickens,industrial,meat,8.424e-5
TCA,chickens,industrial,meat,7.984285714285715e-5
TCD,chickens,industrial,meat,9.072000000000001e-5
TGO,chickens,industrial,meat,6.642e-5
THA,chickens,industrial,meat,9.234e-5
TJK,chickens,industrial,meat,1.458e-4
TKL,chickens,industrial,meat,1.1092499999999999e-4
TKM,chickens,industrial,meat,9.881999999999999e-5
TLS,chickens,industrial,meat,1.134e-4
TON,chickens,industrial,meat,1.1092499999999999e-4
TTO,chickens,industrial,meat,7.984285714285715e-5
TUN,chickens,industrial,meat,1.2798e-4
TUR,chickens,industrial,meat,8.910000000000001e-5
TUV,chickens,industrial,meat,1.1092499999999999e-4
TWN,chickens,industrial,meat,9.428400000000001e-5
TZA,chickens,industrial,meat,8.1e-5
UGA,chickens,industrial,meat,8.1e-5
UKR,chickens,industrial,meat,1.092e-4
URY,chickens,industrial,meat,8.748000000000001e-5
USA,chickens,industrial,meat,1.2432e-4
UZB,chickens,industrial,meat,1.1016000000000002e-4
VCT,chickens,industrial,meat,9.396e-5
VEN,chickens,industrial,meat,8.910000000000001e-5
VGB,chickens,industrial,meat,8.452402597402598e-5
VIR,chickens,industrial,meat,7.984285714285715e-5
VNM,chickens,industrial,meat,8.748000000000001e-5
VUT,chickens,industrial,meat,1.3571999999999998e-4
WLF,chickens,industrial,meat,1.1092499999999999e-4
WSM,chickens,industrial,meat,1.1092499999999999e-4
XKO,chickens,industrial,meat,9.156000000000001e-5
XMI,chickens,industrial,meat,9.018000000000001e-5
YEM,chickens,industrial,meat,8.1e-5
ZAF,chickens,industrial,meat,7.29e-5
ZMB,chickens,industrial,meat,8.262e-5
ZWE,chickens,industrial,meat,8.910000000000001e-5
