iso3c,animal,system,product,leach_n_spread_rate
ABW,goats,mixed,milk,3.609024999999999e-4
AFG,goats,mixed,milk,4.8584999999999996e-4
AGO,goats,mixed,milk,3.5055e-4
AIA,goats,mixed,milk,3.609024999999999e-4
ALA,goats,mixed,milk,5.188210538461539e-4
ALB,goats,mixed,milk,3.591504e-4
AND,goats,mixed,milk,3.7467359999999994e-4
ARE,goats,mixed,milk,3.504e-4
ARG,goats,mixed,milk,5.2029e-4
ARM,goats,mixed,milk,4.0032e-4
ASM,goats,mixed,milk,4.1666338981692684e-4
ATG,goats,mixed,milk,3.609024999999999e-4
AUS,goats,mixed,milk,4.1666338981692684e-4
AUT,goats,mixed,milk,0.0010462283999999999
AZE,goats,mixed,milk,2.9376e-4
BDI,goats,mixed,milk,2.5952999999999995e-4
BEL,goats,mixed,milk,6.572663999999999e-4
BEN,goats,mixed,milk,5.3382e-4
BES,goats,mixed,milk,3.5889260869565213e-4
BFA,goats,mixed,milk,3.1487999999999997e-4
BGD,goats,mixed,milk,3.6407999999999997e-4
BGR,goats,mixed,milk,6.085800000000001e-4
BHR,goats,mixed,milk,2.6880000000000003e-4
BHS,goats,mixed,milk,4.6616999999999996e-4
BIH,goats,mixed,milk,3.3304319999999995e-4
BLM,goats,mixed,milk,3.5889260869565213e-4
BLR,goats,mixed,milk,0.0013808592000000002
BLZ,goats,mixed,milk,3.9974999999999993e-4
BMU,goats,mixed,milk,6.811812e-4
BOL,goats,mixed,milk,4.5386999999999994e-4
BRA,goats,mixed,milk,3.7514999999999993e-4
BRB,goats,mixed,milk,3.609024999999999e-4
BRN,goats,mixed,milk,2.2385999999999996e-4
BTN,goats,mixed,milk,3.7145999999999994e-4
BWA,goats,mixed,milk,4.415699999999999e-4
CAF,goats,mixed,milk,3.321e-4
CAN,goats,mixed,milk,5.799024e-4
CCK,goats,mixed,milk,4.1666338981692684e-4
CHE,goats,mixed,milk,0.0013245120000000001
CHL,goats,mixed,milk,4.6001999999999995e-4
CHN,goats,mixed,milk,3.087299999999999e-4
CIV,goats,mixed,milk,3.0995999999999997e-4
CMR,goats,mixed,milk,3.161099999999999e-4
COD,goats,mixed,milk,3.3332999999999995e-4
COG,goats,mixed,milk,3.3332999999999995e-4
COK,goats,mixed,milk,4.1666338981692684e-4
COL,goats,mixed,milk,4.1451e-4
COM,goats,mixed,milk,1.4882999999999997e-4
CPV,goats,mixed,milk,3.0527062499999995e-4
CRI,goats,mixed,milk,3.591599999999999e-4
CUB,goats,mixed,milk,3.542399999999999e-4
CUW,goats,mixed,milk,3.5889260869565213e-4
CXR,goats,mixed,milk,4.1666338981692684e-4
CYM,goats,mixed,milk,3.609024999999999e-4
CYP,goats,mixed,milk,3.5136e-4
CZE,goats,mixed,milk,9.261e-4
DEU,goats,mixed,milk,0.0010315872
DJI,goats,mixed,milk,3.2471999999999997e-4
DMA,goats,mixed,milk,4.4894999999999994e-4
DNK,goats,mixed,milk,4.0064220000000006e-4
DOM,goats,mixed,milk,3.6899999999999997e-4
DZA,goats,mixed,milk,2.3232e-4
ECU,goats,mixed,milk,4.0097999999999995e-4
EGY,goats,mixed,milk,1.6224e-4
ERI,goats,mixed,milk,3.2717999999999994e-4
ESH,goats,mixed,milk,2.2448e-4
ESP,goats,mixed,milk,2.91312e-4
EST,goats,mixed,milk,5.188210538461539e-4
ETH,goats,mixed,milk,3.2595e-4
FIN,goats,mixed,milk,6.939324e-4
FJI,goats,mixed,milk,4.1666338981692684e-4
FLK,goats,mixed,milk,4.269992307692307e-4
FRA,goats,mixed,milk,0.0019076400000000002
FRO,goats,mixed,milk,5.9354399999999995e-5
FSM,goats,mixed,milk,4.1666338981692684e-4
GAB,goats,mixed,milk,3.2471999999999997e-4
GBR,goats,mixed,milk,5.9354399999999995e-5
GEO,goats,mixed,milk,3.0624e-4
GGY,goats,mixed,milk,5.935440000000001e-4
GHA,goats,mixed,milk,2.9397e-4
GIB,goats,mixed,milk,3.6331421538461536e-4
GIN,goats,mixed,milk,3.2840999999999995e-4
GLP,goats,mixed,milk,1.6112999999999997e-4
GMB,goats,mixed,milk,2.8782e-4
GNB,goats,mixed,milk,2.583e-4
GNQ,goats,mixed,milk,3.1979999999999997e-4
