iso3c,animal,system,product,leach_n_spread_rate
COL,sheep,mixed,meat,5.953199999999999e-4
COM,sheep,mixed,meat,1.8080999999999997e-4
CPV,sheep,mixed,meat,3.4439999999999997e-4
CRI,sheep,mixed,meat,5.4612e-4
CUB,sheep,mixed,meat,4.0220999999999996e-4
CUW,sheep,mixed,meat,4.6921826086956513e-4
CXR,sheep,mixed,meat,4.4824860709199635e-4
CYM,sheep,mixed,meat,4.7272999999999993e-4
CYP,sheep,mixed,meat,3.8591999999999994e-4
CZE,sheep,mixed,meat,5.6322e-4
DEU,sheep,mixed,meat,8.979264000000001e-4
DJI,sheep,mixed,meat,3.4316999999999996e-4
DMA,sheep,mixed,meat,6.162299999999998e-4
DNK,sheep,mixed,meat,3.694572e-4
DOM,sheep,mixed,meat,5.042999999999998e-4
DZA,sheep,mixed,meat,3.1008e-4
ECU,sheep,mixed,meat,4.6985999999999995e-4
EGY,sheep,mixed,meat,2.2944000000000003e-4
ERI,sheep,mixed,meat,3.972899999999999e-4
ESH,sheep,mixed,meat,1.9487999999999998e-4
ESP,sheep,mixed,meat,2.0863080000000002e-4
EST,sheep,mixed,meat,4.0019938269230765e-4
ETH,sheep,mixed,meat,3.4070999999999993e-4
FIN,sheep,mixed,meat,7.040627999999999e-4
FJI,sheep,mixed,meat,4.4824860709199635e-4
FLK,sheep,mixed,meat,6.002399999999999e-4
FRA,sheep,mixed,meat,0.00140364
FRO,sheep,mixed,meat,4.630499999999999e-5
FSM,sheep,mixed,meat,4.4824860709199635e-4
GAB,sheep,mixed,meat,3.8991e-4
GBR,sheep,mixed,meat,4.630499999999999e-5
GEO,sheep,mixed,meat,3.8784000000000003e-4
GGY,sheep,mixed,meat,4.6304999999999995e-4
GHA,sheep,mixed,meat,3.3332999999999995e-4
GIB,sheep,mixed,meat,3.3247135384615386e-4
GIN,sheep,mixed,meat,3.9236999999999996e-4
GLP,sheep,mixed,meat,2.2878e-4
GMB,sheep,mixed,meat,3.8744999999999996e-4
GNB,sheep,mixed,meat,2.0786999999999995e-4
GNQ,sheep,mixed,meat,3.9236999999999996e-4
GRC,sheep,mixed,meat,3.3247135384615386e-4
GRD,sheep,mixed,meat,4.7272999999999993e-4
GRL,sheep,mixed,meat,7.669368e-4
GTM,sheep,mixed,meat,5.301299999999999e-4
GUF,sheep,mixed,meat,6.039299999999999e-4
GUM,sheep,mixed,meat,4.4824860709199635e-4
GUY,sheep,mixed,meat,5.744099999999999e-4
HKG,sheep,mixed,meat,1.6112999999999997e-4
HND,sheep,mixed,meat,5.534999999999998e-4
HRV,sheep,mixed,meat,3.3868799999999997e-4
HTI,sheep,mixed,meat,4.6862999999999994e-4
HUN,sheep,mixed,meat,6.199199999999999e-4
IDN,sheep,mixed,meat,3.9974999999999993e-4
IMN,sheep,mixed,meat,4.630499999999999e-5
IND,sheep,mixed,meat,6.764999999999999e-4
IOT,sheep,mixed,meat,3.6023625e-4
IRL,sheep,mixed,meat,4.0019938269230765e-4
IRN,sheep,mixed,meat,4.132799999999999e-4
IRQ,sheep,mixed,meat,3.6576e-4
ISL,sheep,mixed,meat,6.105093749999999e-4
ISR,sheep,mixed,meat,4.1664e-4
ITA,sheep,mixed,meat,1.3230000000000002e-4
JAM,sheep,mixed,meat,5.325899999999999e-4
JEY,sheep,mixed,meat,4.6304999999999995e-4
JOR,sheep,mixed,meat,3.8784000000000003e-4
JPN,sheep,mixed,meat,4.1696999999999996e-4
KAZ,sheep,mixed,meat,4.3872000000000003e-4
KEN,sheep,mixed,meat,3.9359999999999997e-4
KGZ,sheep,mixed,meat,4.2432000000000006e-4
KHM,sheep,mixed,meat,3.0135e-4
KIR,sheep,mixed,meat,4.4824860709199635e-4
KNA,sheep,mixed,meat,4.7272999999999993e-4
KOR,sheep,mixed,meat,4.317299999999999e-4
KWT,sheep,mixed,meat,3.8016e-4
LAO,sheep,mixed,meat,2.9273999999999994e-4
LBN,sheep,mixed,meat,4.1088e-4
LBR,sheep,mixed,meat,3.1856999999999995e-4
LBY,sheep,mixed,meat,2.7072e-4
LCA,sheep,mixed,meat,4.1451e-4
LIE,sheep,mixed,meat,8.557163999999999e-4
LKA,sheep,mixed,meat,2.8412999999999995e-4
LSO,sheep,mixed,meat,3.111899999999999e-4
LTU,sheep,mixed,meat,4.5662400000000004e-4
LUX,sheep,mixed,meat,6.985439999999999e-4
LVA,sheep,mixed,meat,6.377616e-4
MAC,sheep,mixed,meat,4.0671999999999995e-4
MAF,sheep,mixed,meat,4.6921826086956513e-4
MAR,sheep,mixed,meat,2.6208e-4
MCO,sheep,mixed,meat,8.870715e-4
MDA,sheep,mixed,meat,5.3424e-4
MDG,sheep,mixed,meat,4.1451e-4
MDV,sheep,mixed,meat,4.086675e-4
MEX,sheep,mixed,meat,5.215199999999999e-4
MHL,sheep,mixed,meat,4.4824860709199635e-4
MKD,sheep,mixed,meat,3.393936e-4
MLI,sheep,mixed,meat,4.1204999999999996e-4
MLT,sheep,mixed,meat,3.6832319999999995e-4
MMR,sheep,mixed,meat,3.7022999999999993e-4
MNE,sheep,mixed,meat,3.372768e-4
MNG,sheep,mixed,meat,5.325899999999999e-4
MNP,sheep,mixed,meat,4.4824860709199635e-4
MOZ,sheep,mixed,meat,4.231199999999999e-4
MRT,sheep,mixed,meat,3.8129999999999994e-4
MSR,sheep,mixed,meat,4.7272999999999993e-4
MTQ,sheep,mixed,meat,5.079899999999999e-4
MUS,sheep,mixed,meat,3.602362499999999e-4
MWI,sheep,mixed,meat,3.7145999999999994e-4
MYS,sheep,mixed,meat,3.5669999999999994e-4
MYT,sheep,mixed,meat,1.2792e-4
NAM,sheep,mixed,meat,3.1734e-4
NCL,sheep,mixed,meat,4.4824860709199635e-4
NER,sheep,mixed,meat,4.0220999999999996e-4
NFK,sheep,mixed,meat,4.4824860709199635e-4
NGA,sheep,mixed,meat,3.2840999999999995e-4
NIC,sheep,mixed,meat,5.0676e-4
NIU,sheep,mixed,meat,4.4824860709199635e-4
NLD,sheep,mixed,meat,8.160263999999999e-4
NOR,sheep,mixed,meat,4.5158400000000005e-4
NPL,sheep,mixed,meat,5.2644e-4
NRU,sheep,mixed,meat,4.4824860709199635e-4
NZL,sheep,mixed,meat,4.4824860709199635e-4
OMN,sheep,mixed,meat,4.128e-4
PAK,sheep,mixed,meat,4.0712999999999996e-4
PAN,sheep,mixed,meat,5.8794e-4
PCN,sheep,mixed,meat,4.4824860709199635e-4
PER,sheep,mixed,meat,5.042999999999998e-4
PHL,sheep,mixed,meat,2.3615999999999996e-4
PLW,sheep,mixed,meat,4.4824860709199635e-4
PNG,sheep,mixed,meat,4.4824860709199635e-4
POL,sheep,mixed,meat,9.616320000000001e-4
PRI,sheep,mixed,meat,5.485799999999999e-4
PRK,sheep,mixed,meat,4.0220999999999996e-4
PRT,sheep,mixed,meat,2.4897600000000004e-4
PRY,sheep,mixed,meat,5.9901e-4
PSE,sheep,mixed,meat,8.0448e-4
PYF,sheep,mixed,meat,4.4824860709199635e-4
QAT,sheep,mixed,meat,4.1376e-4
REU,sheep,mixed,meat,3.602362499999999e-4
ROU,sheep,mixed,meat,9.112319999999999e-5
RUS,sheep,mixed,meat,8.410248000000001e-4
RWA,sheep,mixed,meat,2.7428999999999995e-4
SAU,sheep,mixed,meat,3.8112000000000004e-4
SDN,sheep,mixed,meat,2.5664e-4
SEN,sheep,mixed,meat,3.9606e-4
SGP,sheep,mixed,meat,4.5264e-4
SHN,sheep,mixed,meat,1.7588999999999997e-4
SJM,sheep,mixed,meat,4.6304999999999995e-4
SLB,sheep,mixed,meat,4.4824860709199635e-4
SLE,sheep,mixed,meat,3.1242e-4
SLV,sheep,mixed,meat,4.8339e-4
SMR,sheep,mixed,meat,3.464496e-4
SOM,sheep,mixed,meat,3.6039e-4
SPM,sheep,mixed,meat,7.669368e-4
SRB,sheep,mixed,meat,3.372768e-4
SSD,sheep,mixed,meat,3.6023625e-4
STP,sheep,mixed,meat,1.7711999999999996e-4
SUR,sheep,mixed,meat,5.854799999999999e-4
SVK,sheep,mixed,meat,5.304600000000001e-4
SVN,sheep,mixed,meat,6.395760000000001e-4
SWE,sheep,mixed,meat,4.4452799999999997e-4
SWZ,sheep,mixed,meat,3.7883999999999997e-4
SXM,sheep,mixed,meat,4.6921826086956513e-4
SYC,sheep,mixed,meat,3.602362499999999e-4
SYR,sheep,mixed,meat,3.5904000000000003e-4
TCA,sheep,mixed,meat,4.7272999999999993e-4
TCD,sheep,mixed,meat,4.2065999999999995e-4
TGO,sheep,mixed,meat,3.3824999999999995e-4
THA,sheep,mixed,meat,3.0627e-4
TJK,sheep,mixed,meat,4.8e-4
TKL,sheep,mixed,meat,4.4824860709199635e-4
TKM,sheep,mixed,meat,5.0496e-4
TLS,sheep,mixed,meat,3.8991e-4
TON,sheep,mixed,meat,4.4824860709199635e-4
TTO,sheep,mixed,meat,4.7272999999999993e-4
TUN,sheep,mixed,meat,2.7264e-4
TUR,sheep,mixed,meat,3.8496e-4
TUV,sheep,mixed,meat,4.4824860709199635e-4
TWN,sheep,mixed,meat,4.0671999999999995e-4
TZA,sheep,mixed,meat,4.034399999999999e-4
UGA,sheep,mixed,meat,3.591599999999999e-4
UKR,sheep,mixed,meat,6.075496000000001e-4
URY,sheep,mixed,meat,7.1586e-4
USA,sheep,mixed,meat,8.164800000000001e-4
UZB,sheep,mixed,meat,4.5311999999999994e-4
VCT,sheep,mixed,meat,3.5055e-4
VEN,sheep,mixed,meat,6.174599999999998e-4
VGB,sheep,mixed,meat,4.7272999999999993e-4
VIR,sheep,mixed,meat,4.7272999999999993e-4
VNM,sheep,mixed,meat,3.4316999999999996e-4
VUT,sheep,mixed,meat,4.4824860709199635e-4
WLF,sheep,mixed,meat,4.4824860709199635e-4
WSM,sheep,mixed,meat,4.4824860709199635e-4
XKO,sheep,mixed,meat,3.3247135384615386e-4
XMI,sheep,mixed,meat,1.9847279999999997e-4
YEM,sheep,mixed,meat,3.7056e-4
ZAF,sheep,mixed,meat,4.612499999999999e-4
ZMB,sheep,mixed,meat,4.5386999999999994e-4
ZWE,sheep,mixed,meat,6.0762e-4
