iso3c,animal,system,product,leach_n_spread_rate
LAO,buffaloes,mixed,meat,0.0034706700000000004
LBN,buffaloes,mixed,meat,0.004920733125
LBR,buffaloes,mixed,meat,0.0036184050000000003
LBY,buffaloes,mixed,meat,0.0036184050000000003
LCA,buffaloes,mixed,meat,0.005006134779545455
LIE,buffaloes,mixed,meat,0.007065169402307693
LKA,buffaloes,mixed,meat,0.0032598719999999996
LSO,buffaloes,mixed,meat,0.0036184050000000003
LTU,buffaloes,mixed,meat,0.006796505311538461
LUX,buffaloes,mixed,meat,0.004369193287692308
LVA,buffaloes,mixed,meat,0.004355586036923077
MAC,buffaloes,mixed,meat,0.00360131625
MAF,buffaloes,mixed,meat,0.005006134779545455
MAR,buffaloes,mixed,meat,0.0036184050000000003
MCO,buffaloes,mixed,meat,0.007065169402307693
MDA,buffaloes,mixed,meat,0.006827322440000001
MDG,buffaloes,mixed,meat,0.0036184050000000003
MDV,buffaloes,mixed,meat,0.0034745759999999996
MEX,buffaloes,mixed,meat,0.0045866793
MHL,buffaloes,mixed,meat,0.004711432407986412
MKD,buffaloes,mixed,meat,0.00810047124
MLI,buffaloes,mixed,meat,0.0036184050000000003
MLT,buffaloes,mixed,meat,0.005983131600000001
MMR,buffaloes,mixed,meat,0.0037385774999999996
MNE,buffaloes,mixed,meat,0.00810047124
MNG,buffaloes,mixed,meat,0.00360131625
MNP,buffaloes,mixed,meat,0.004711432407986412
MOZ,buffaloes,mixed,meat,0.0036184050000000003
MRT,buffaloes,mixed,meat,0.0036184050000000003
MSR,buffaloes,mixed,meat,0.005006134779545455
MTQ,buffaloes,mixed,meat,0.005006134779545455
MUS,buffaloes,mixed,meat,0.0036184050000000003
MWI,buffaloes,mixed,meat,0.0036184050000000003
MYS,buffaloes,mixed,meat,0.0033240375
MYT,buffaloes,mixed,meat,0.0036184050000000003
NAM,buffaloes,mixed,meat,0.0036184050000000003
NCL,buffaloes,mixed,meat,0.004711432407986412
NER,buffaloes,mixed,meat,0.0036184050000000003
NFK,buffaloes,mixed,meat,0.004711432407986412
NGA,buffaloes,mixed,meat,0.0036184050000000003
NIC,buffaloes,mixed,meat,0.0045866793
NIU,buffaloes,mixed,meat,0.004711432407986412
NLD,buffaloes,mixed,meat,0.007227665292307692
NOR,buffaloes,mixed,meat,0.004998291299999999
NPL,buffaloes,mixed,meat,0.003438035999999999
NRU,buffaloes,mixed,meat,0.004711432407986412
NZL,buffaloes,mixed,meat,0.004711432407986412
OMN,buffaloes,mixed,meat,0.004920733125
PAK,buffaloes,mixed,meat,0.0038217059999999994
PAN,buffaloes,mixed,meat,0.0045866793
PCN,buffaloes,mixed,meat,0.004711432407986412
PER,buffaloes,mixed,meat,0.00422797725
PHL,buffaloes,mixed,meat,0.0030384899999999996
PLW,buffaloes,mixed,meat,0.004711432407986412
PNG,buffaloes,mixed,meat,0.004711432407986412
POL,buffaloes,mixed,meat,0.006724057022104
PRI,buffaloes,mixed,meat,0.005006134779545455
PRK,buffaloes,mixed,meat,0.00360131625
PRT,buffaloes,mixed,meat,0.0016800593399999997
PRY,buffaloes,mixed,meat,0.005245823625000001
PSE,buffaloes,mixed,meat,0.00984146625
PYF,buffaloes,mixed,meat,0.004711432407986412
QAT,buffaloes,mixed,meat,0.004920733125
REU,buffaloes,mixed,meat,0.0036184050000000003
ROU,buffaloes,mixed,meat,0.005665262399999999
RUS,buffaloes,mixed,meat,0.00506176671
RWA,buffaloes,mixed,meat,0.0036184050000000003
SAU,buffaloes,mixed,meat,0.004920733125
SDN,buffaloes,mixed,meat,0.0036184050000000003
SEN,buffaloes,mixed,meat,0.0036184050000000003
SGP,buffaloes,mixed,meat,0.00340573275
SHN,buffaloes,mixed,meat,0.0036184050000000003
SJM,buffaloes,mixed,meat,0.006661223923076923
SLB,buffaloes,mixed,meat,0.004711432407986412
SLE,buffaloes,mixed,meat,0.0036184050000000003
SLV,buffaloes,mixed,meat,0.0045866793
SMR,buffaloes,mixed,meat,0.00896934636
SOM,buffaloes,mixed,meat,0.0036184050000000003
SPM,buffaloes,mixed,meat,0.00509348175
SRB,buffaloes,mixed,meat,0.00810047124
SSD,buffaloes,mixed,meat,0.0036184050000000003
STP,buffaloes,mixed,meat,0.0036184050000000003
SUR,buffaloes,mixed,meat,0.005245823625000001
SVK,buffaloes,mixed,meat,0.006827322440000001
SVN,buffaloes,mixed,meat,0.00810047124
SWE,buffaloes,mixed,meat,0.006661223923076923
SWZ,buffaloes,mixed,meat,0.0036184050000000003
SXM,buffaloes,mixed,meat,0.005006134779545455
SYC,buffaloes,mixed,meat,0.0036184050000000003
SYR,buffaloes,mixed,meat,0.004975582500000001
TCA,buffaloes,mixed,meat,0.005006134779545455
TCD,buffaloes,mixed,meat,0.0036184050000000003
TGO,buffaloes,mixed,meat,0.0036184050000000003
THA,buffaloes,mixed,meat,0.0029403675000000003
TJK,buffaloes,mixed,meat,0.0034560141000000008
TKL,buffaloes,mixed,meat,0.004711432407986412
TKM,buffaloes,mixed,meat,0.0034560141000000008
TLS,buffaloes,mixed,meat,0.003688965
TON,buffaloes,mixed,meat,0.004711432407986412
TTO,buffaloes,mixed,meat,0.005006134779545455
TUN,buffaloes,mixed,meat,0.0036184050000000003
TUR,buffaloes,mixed,meat,0.004306365
TUV,buffaloes,mixed,meat,0.004711432407986412
TWN,buffaloes,mixed,meat,0.00360131625
TZA,buffaloes,mixed,meat,0.0036184050000000003
UGA,buffaloes,mixed,meat,0.0036184050000000003
UKR,buffaloes,mixed,meat,0.005333581728200001
URY,buffaloes,mixed,meat,0.005245823625000001
USA,buffaloes,mixed,meat,0.005503522499999999
UZB,buffaloes,mixed,meat,0.0034560141000000008
VCT,buffaloes,mixed,meat,0.005006134779545455
VEN,buffaloes,mixed,meat,0.0052908828000000005
VGB,buffaloes,mixed,meat,0.005006134779545455
VIR,buffaloes,mixed,meat,0.005006134779545455
VNM,buffaloes,mixed,meat,0.0032468625000000003
VUT,buffaloes,mixed,meat,0.004711432407986412
WLF,buffaloes,mixed,meat,0.004711432407986412
WSM,buffaloes,mixed,meat,0.004711432407986412
XKO,buffaloes,mixed,meat,0.006681289204285715
XMI,buffaloes,mixed,meat,0.0017850797999999998
YEM,buffaloes,mixed,meat,0.004920733125
ZAF,buffaloes,mixed,meat,0.0036184050000000003
ZMB,buffaloes,mixed,meat,0.0036184050000000003
ZWE,buffaloes,mixed,meat,0.0036184050000000003
