iso3c,animal,system,product,leach_n_spread_rate
GUM,pigs,backyard,meat,0.0030752459999999994
GUY,pigs,backyard,meat,0.002327976
HKG,pigs,backyard,meat,0.002381169
HND,pigs,backyard,meat,0.002521974
HRV,pigs,backyard,meat,0.0032764409999999993
HTI,pigs,backyard,meat,0.0020917364999999996
HUN,pigs,backyard,meat,0.002883449999999999
IDN,pigs,backyard,meat,0.0027988904999999994
IMN,pigs,backyard,meat,0.0033818444999999995
IND,pigs,backyard,meat,0.004821788999999999
IOT,pigs,backyard,meat,0.0011942349999999999
IRL,pigs,backyard,meat,0.0033318224999999996
IRN,pigs,backyard,meat,0.0023567627999999995
IRQ,pigs,backyard,meat,0.0023195668124999995
ISL,pigs,backyard,meat,0.0033961365
ISR,pigs,backyard,meat,0.0027707294999999997
ITA,pigs,backyard,meat,0.0031853294999999995
JAM,pigs,backyard,meat,0.0028364384999999995
JEY,pigs,backyard,meat,0.0033818444999999995
JOR,pigs,backyard,meat,0.0023195668124999995
JPN,pigs,backyard,meat,0.0018320295
KAZ,pigs,backyard,meat,0.0022434929999999996
KEN,pigs,backyard,meat,0.0012156164999999998
KGZ,pigs,backyard,meat,0.0025485704999999993
KHM,pigs,backyard,meat,0.0017741429999999997
KIR,pigs,backyard,meat,0.0028328129999999996
KNA,pigs,backyard,meat,0.0010920209999999999
KOR,pigs,backyard,meat,0.0023921204999999995
KWT,pigs,backyard,meat,0.0023195668124999995
LAO,pigs,backyard,meat,0.0016380314999999998
LBN,pigs,backyard,meat,0.0033120464999999997
LBR,pigs,backyard,meat,0.0015425969999999997
LBY,pigs,backyard,meat,0.0018597993749999995
LCA,pigs,backyard,meat,0.0030961454999999995
LIE,pigs,backyard,meat,0.0030138254999999997
LKA,pigs,backyard,meat,0.0034622384999999996
LSO,pigs,backyard,meat,0.0010325699999999998
LTU,pigs,backyard,meat,0.0032031944999999992
LUX,pigs,backyard,meat,0.0033854174999999992
LVA,pigs,backyard,meat,0.0031156559999999996
MAC,pigs,backyard,meat,0.00226148475
MAF,pigs,backyard,meat,0.0025106240869565213
MAR,pigs,backyard,meat,0.0015926609999999998
MCO,pigs,backyard,meat,0.0031458031874999994
MDA,pigs,backyard,meat,0.0034298249999999996
MDG,pigs,backyard,meat,0.0012265679999999997
MDV,pigs,backyard,meat,0.0023567627999999995
MEX,pigs,backyard,meat,0.0020197694999999996
MHL,pigs,backyard,meat,0.0029833649999999995
MKD,pigs,backyard,meat,0.0030906449999999995
MLI,pigs,backyard,meat,0.0017131274999999998
MLT,pigs,backyard,meat,0.0030674204999999997
MMR,pigs,backyard,meat,0.001702176
MNE,pigs,backyard,meat,0.003867772499999999
MNG,pigs,backyard,meat,0.0019947374999999996
MNP,pigs,backyard,meat,0.0029833649999999995
MOZ,pigs,backyard,meat,0.0013532924999999998
MRT,pigs,backyard,meat,0.0012578579999999995
MSR,pigs,backyard,meat,0.003967572
MTQ,pigs,backyard,meat,0.0018648839999999998
MUS,pigs,backyard,meat,8.495234999999999e-4
MWI,pigs,backyard,meat,0.00100128
MYS,pigs,backyard,meat,0.003792347999999999
MYT,pigs,backyard,meat,0.0011942349999999999
NAM,pigs,backyard,meat,0.0013266959999999998
NCL,pigs,backyard,meat,0.004172836499999999
NER,pigs,backyard,meat,0.0015410324999999996
NFK,pigs,backyard,meat,0.00203826375
NGA,pigs,backyard,meat,0.0015832739999999995
NIC,pigs,backyard,meat,0.0020776559999999998
NIU,pigs,backyard,meat,0.0040831695
NLD,pigs,backyard,meat,0.0029459384999999992
NOR,pigs,backyard,meat,0.0033961365
NPL,pigs,backyard,meat,0.002043237
NRU,pigs,backyard,meat,0.0029833649999999995
NZL,pigs,backyard,meat,0.0020424149999999997
OMN,pigs,backyard,meat,0.0023195668124999995
PAK,pigs,backyard,meat,0.0023567627999999995
PAN,pigs,backyard,meat,0.0022544444999999997
PCN,pigs,backyard,meat,0.0037586603571428566
PER,pigs,backyard,meat,0.0021981224999999996
PHL,pigs,backyard,meat,0.0030100979999999997
PLW,pigs,backyard,meat,0.0029833649999999995
PNG,pigs,backyard,meat,0.004666004999999999
POL,pigs,backyard,meat,0.0030755624999999993
PRI,pigs,backyard,meat,0.0021746549999999997
PRK,pigs,backyard,meat,0.0027050204999999996
PRT,pigs,backyard,meat,0.0038284695
PRY,pigs,backyard,meat,0.004244488499999999
PSE,pigs,backyard,meat,0.004639133624999999
PYF,pigs,backyard,meat,0.003913798499999999
QAT,pigs,backyard,meat,0.0023195668124999995
REU,pigs,backyard,meat,0.0022951215
ROU,pigs,backyard,meat,0.0027336374999999994
RUS,pigs,backyard,meat,0.003394575
RWA,pigs,backyard,meat,0.0010075379999999999
SAU,pigs,backyard,meat,0.0025924570257352935
SDN,pigs,backyard,meat,0.0018597993749999997
SEN,pigs,backyard,meat,0.0013360829999999996
SGP,pigs,backyard,meat,0.0025194707999999996
SHN,pigs,backyard,meat,0.0016451695312499999
SJM,pigs,backyard,meat,0.0033818444999999995
SLB,pigs,backyard,meat,0.004179478499999999
SLE,pigs,backyard,meat,0.0012203099999999998
SLV,pigs,backyard,meat,0.0022434929999999996
SMR,pigs,backyard,meat,0.0032864156249999997
SOM,pigs,backyard,meat,0.0010779404999999998
SPM,pigs,backyard,meat,0.0019710134999999995
SRB,pigs,backyard,meat,0.0033175304999999997
SSD,pigs,backyard,meat,0.0011942349999999999
STP,pigs,backyard,meat,0.0026142794999999995
SUR,pigs,backyard,meat,0.0023217179999999995
SVK,pigs,backyard,meat,0.0033734249999999993
SVN,pigs,backyard,meat,0.002940579
SWE,pigs,backyard,meat,0.003612302999999999
SWZ,pigs,backyard,meat,9.621674999999998e-4
SXM,pigs,backyard,meat,0.0025106240869565213
SYC,pigs,backyard,meat,5.115914999999999e-4
SYR,pigs,backyard,meat,0.0023195668124999995
TCA,pigs,backyard,meat,0.0025288279999999995
TCD,pigs,backyard,meat,0.0018382874999999998
TGO,pigs,backyard,meat,0.0012594224999999998
THA,pigs,backyard,meat,0.0022966859999999996
TJK,pigs,backyard,meat,0.0035482859999999995
TKL,pigs,backyard,meat,0.0037586603571428566
TKM,pigs,backyard,meat,0.0035295119999999994
TLS,pigs,backyard,meat,0.0027410039999999996
TON,pigs,backyard,meat,0.0032911109999999998
TTO,pigs,backyard,meat,0.0021011234999999996
TUN,pigs,backyard,meat,0.002603328
TUR,pigs,backyard,meat,0.0027863744999999996
TUV,pigs,backyard,meat,0.004377077999999999
TWN,pigs,backyard,meat,0.00226148475
TZA,pigs,backyard,meat,0.0013924049999999998
UGA,pigs,backyard,meat,9.871994999999998e-4
UKR,pigs,backyard,meat,0.0034897499999999994
URY,pigs,backyard,meat,0.0023796044999999997
USA,pigs,backyard,meat,0.0019115549999999997
UZB,pigs,backyard,meat,0.0037970414999999994
VCT,pigs,backyard,meat,0.002240364
VEN,pigs,backyard,meat,0.0021934289999999998
VGB,pigs,backyard,meat,0.0019963019999999997
VIR,pigs,backyard,meat,0.001980657
VNM,pigs,backyard,meat,0.0020479304999999996
VUT,pigs,backyard,meat,0.0049499505
WLF,pigs,backyard,meat,0.0037586603571428566
WSM,pigs,backyard,meat,0.004343867999999999
XKO,pigs,backyard,meat,0.0032864156249999997
XMI,pigs,backyard,meat,0.0018597993749999995
YEM,pigs,backyard,meat,0.0023195668124999995
ZAF,pigs,backyard,meat,0.001329825
ZMB,pigs,backyard,meat,0.0013485989999999996
ZWE,pigs,backyard,meat,0.0015238229999999999
