iso3c,animal,system,product,leach_n_spread_rate
PLW,goats,grassland,meat,0
PNG,goats,grassland,meat,0
POL,goats,grassland,meat,0
PRI,goats,grassland,meat,0
PRK,goats,grassland,meat,0
PRT,goats,grassland,meat,0
PRY,goats,grassland,meat,0
PSE,goats,grassland,meat,0
PYF,goats,grassland,meat,0
QAT,goats,grassland,meat,0
REU,goats,grassland,meat,0
ROU,goats,grassland,meat,0
RUS,goats,grassland,meat,0
RWA,goats,grassland,meat,0
SAU,goats,grassland,meat,0
SDN,goats,grassland,meat,0
SEN,goats,grassland,meat,0
SGP,goats,grassland,meat,0
SHN,goats,grassland,meat,0
SJM,goats,grassland,meat,0
SLB,goats,grassland,meat,0
SLE,goats,grassland,meat,0
SLV,goats,grassland,meat,0
SMR,goats,grassland,meat,0
SOM,goats,grassland,meat,0
SPM,goats,grassland,meat,0
SRB,goats,grassland,meat,0
SSD,goats,grassland,meat,0
STP,goats,grassland,meat,0
SUR,goats,grassland,meat,0
SVK,goats,grassland,meat,0
SVN,goats,grassland,meat,0
SWE,goats,grassland,meat,0
SWZ,goats,grassland,meat,0
SXM,goats,grassland,meat,0
SYC,goats,grassland,meat,0
SYR,goats,grassland,meat,0
TCA,goats,grassland,meat,0
TCD,goats,grassland,meat,0
TGO,goats,grassland,meat,0
THA,goats,grassland,meat,0
TJK,goats,grassland,meat,0
TKL,goats,grassland,meat,0
TKM,goats,grassland,meat,0
TLS,goats,grassland,meat,0
TON,goats,grassland,meat,0
TTO,goats,grassland,meat,0
TUN,goats,grassland,meat,0
TUR,goats,grassland,meat,0
TUV,goats,grassland,meat,0
TWN,goats,grassland,meat,0
TZA,goats,grassland,meat,0
UGA,goats,grassland,meat,0
UKR,goats,grassland,meat,0
URY,goats,grassland,meat,0
USA,goats,grassland,meat,0
UZB,goats,grassland,meat,0
VCT,goats,grassland,meat,0
VEN,goats,grassland,meat,0
VGB,goats,grassland,meat,0
VIR,goats,grassland,meat,0
VNM,goats,grassland,meat,0
VUT,goats,grassland,meat,0
WLF,goats,grassland,meat,0
WSM,goats,grassland,meat,0
XKO,goats,grassland,meat,0
XMI,goats,grassland,meat,0
YEM,goats,grassland,meat,0
ZAF,goats,grassland,meat,0
ZMB,goats,grassland,meat,0
ZWE,goats,grassland,meat,0
