iso3c,animal,system,product,leach_n_spread_rate
ABW,cows,grassland,milk,0
AFG,cows,grassland,milk,0
AGO,cows,grassland,milk,0
AIA,cows,grassland,milk,0
ALA,cows,grassland,milk,0
ALB,cows,grassland,milk,0
AND,cows,grassland,milk,0
ARE,cows,grassland,milk,0
ARG,cows,grassland,milk,0
ARM,cows,grassland,milk,0
ASM,cows,grassland,milk,0
ATG,cows,grassland,milk,0
AUS,cows,grassland,milk,0
AUT,cows,grassland,milk,0
AZE,cows,grassland,milk,0
BDI,cows,grassland,milk,0
BEL,cows,grassland,milk,0
BEN,cows,grassland,milk,0
BES,cows,grassland,milk,0
BFA,cows,grassland,milk,0
BGD,cows,grassland,milk,0
BGR,cows,grassland,milk,0
BHR,cows,grassland,milk,0
BHS,cows,grassland,milk,0
BIH,cows,grassland,milk,0
BLM,cows,grassland,milk,0
BLR,cows,grassland,milk,0
BLZ,cows,grassland,milk,0
BMU,cows,grassland,milk,0
BOL,cows,grassland,milk,0
BRA,cows,grassland,milk,0
BRB,cows,grassland,milk,0
BRN,cows,grassland,milk,0
BTN,cows,grassland,milk,0
BWA,cows,grassland,milk,0
CAF,cows,grassland,milk,0
CAN,cows,grassland,milk,0
CCK,cows,grassland,milk,0
CHE,cows,grassland,milk,0
CHL,cows,grassland,milk,0
CHN,cows,grassland,milk,0
CIV,cows,grassland,milk,0
CMR,cows,grassland,milk,0
COD,cows,grassland,milk,0
COG,cows,grassland,milk,0
COK,cows,grassland,milk,0
COL,cows,grassland,milk,0
COM,cows,grassland,milk,0
CPV,cows,grassland,milk,0
CRI,cows,grassland,milk,0
CUB,cows,grassland,milk,0
CUW,cows,grassland,milk,0
CXR,cows,grassland,milk,0
CYM,cows,grassland,milk,0
CYP,cows,grassland,milk,0
CZE,cows,grassland,milk,0
DEU,cows,grassland,milk,0
DJI,cows,grassland,milk,0
DMA,cows,grassland,milk,0
DNK,cows,grassland,milk,0
DOM,cows,grassland,milk,0
DZA,cows,grassland,milk,0
ECU,cows,grassland,milk,0
EGY,cows,grassland,milk,0
ERI,cows,grassland,milk,0
ESH,cows,grassland,milk,0
ESP,cows,grassland,milk,0
EST,cows,grassland,milk,0
ETH,cows,grassland,milk,0
FIN,cows,grassland,milk,0
FJI,cows,grassland,milk,0
FLK,cows,grassland,milk,0
FRA,cows,grassland,milk,0
FRO,cows,grassland,milk,0
FSM,cows,grassland,milk,0
GAB,cows,grassland,milk,0
GBR,cows,grassland,milk,0
GEO,cows,grassland,milk,0
GGY,cows,grassland,milk,0
GHA,cows,grassland,milk,0
GIB,cows,grassland,milk,0
GIN,cows,grassland,milk,0
GLP,cows,grassland,milk,0
GMB,cows,grassland,milk,0
GNB,cows,grassland,milk,0
GNQ,cows,grassland,milk,0
GRC,cows,grassland,milk,0
GRD,cows,grassland,milk,0
GRL,cows,grassland,milk,0
GTM,cows,grassland,milk,0
GUF,cows,grassland,milk,0
GUM,cows,grassland,milk,0
GUY,cows,grassland,milk,0
HKG,cows,grassland,milk,0
HND,cows,grassland,milk,0
HRV,cows,grassland,milk,0
HTI,cows,grassland,milk,0
HUN,cows,grassland,milk,0
IDN,cows,grassland,milk,0
IMN,cows,grassland,milk,0
IND,cows,grassland,milk,0
IOT,cows,grassland,milk,0
IRL,cows,grassland,milk,0
IRN,cows,grassland,milk,0
IRQ,cows,grassland,milk,0
ISL,cows,grassland,milk,0
ISR,cows,grassland,milk,0
ITA,cows,grassland,milk,0
JAM,cows,grassland,milk,0
JEY,cows,grassland,milk,0
JOR,cows,grassland,milk,0
JPN,cows,grassland,milk,0
KAZ,cows,grassland,milk,0
KEN,cows,grassland,milk,0
KGZ,cows,grassland,milk,0
KHM,cows,grassland,milk,0
KIR,cows,grassland,milk,0
KNA,cows,grassland,milk,0
KOR,cows,grassland,milk,0
KWT,cows,grassland,milk,0
LAO,cows,grassland,milk,0
LBN,cows,grassland,milk,0
LBR,cows,grassland,milk,0
LBY,cows,grassland,milk,0
LCA,cows,grassland,milk,0
LIE,cows,grassland,milk,0
LKA,cows,grassland,milk,0
LSO,cows,grassland,milk,0
LTU,cows,grassland,milk,0
LUX,cows,grassland,milk,0
LVA,cows,grassland,milk,0
MAC,cows,grassland,milk,0
MAF,cows,grassland,milk,0
MAR,cows,grassland,milk,0
MCO,cows,grassland,milk,0
MDA,cows,grassland,milk,0
MDG,cows,grassland,milk,0
MDV,cows,grassland,milk,0
MEX,cows,grassland,milk,0
MHL,cows,grassland,milk,0
MKD,cows,grassland,milk,0
MLI,cows,grassland,milk,0
MLT,cows,grassland,milk,0
MMR,cows,grassland,milk,0
MNE,cows,grassland,milk,0
MNG,cows,grassland,milk,0
MNP,cows,grassland,milk,0
MOZ,cows,grassland,milk,0
MRT,cows,grassland,milk,0
MSR,cows,grassland,milk,0
MTQ,cows,grassland,milk,0
MUS,cows,grassland,milk,0
MWI,cows,grassland,milk,0
MYS,cows,grassland,milk,0
MYT,cows,grassland,milk,0
NAM,cows,grassland,milk,0
NCL,cows,grassland,milk,0
NER,cows,grassland,milk,0
NFK,cows,grassland,milk,0
NGA,cows,grassland,milk,0
NIC,cows,grassland,milk,0
NIU,cows,grassland,milk,0
NLD,cows,grassland,milk,0
NOR,cows,grassland,milk,0
NPL,cows,grassland,milk,0
NRU,cows,grassland,milk,0
NZL,cows,grassland,milk,0
OMN,cows,grassland,milk,0
PAK,cows,grassland,milk,0
PAN,cows,grassland,milk,0
PCN,cows,grassland,milk,0
PER,cows,grassland,milk,0
PHL,cows,grassland,milk,0
PLW,cows,grassland,milk,0
PNG,cows,grassland,milk,0
POL,cows,grassland,milk,0
PRI,cows,grassland,milk,0
PRK,cows,grassland,milk,0
PRT,cows,grassland,milk,0
PRY,cows,grassland,milk,0
PSE,cows,grassland,milk,0
PYF,cows,grassland,milk,0
QAT,cows,grassland,milk,0
REU,cows,grassland,milk,0
ROU,cows,grassland,milk,0
RUS,cows,grassland,milk,0
RWA,cows,grassland,milk,0
SAU,cows,grassland,milk,0
SDN,cows,grassland,milk,0
SEN,cows,grassland,milk,0
SGP,cows,grassland,milk,0
SHN,cows,grassland,milk,0
SJM,cows,grassland,milk,0
SLB,cows,grassland,milk,0
SLE,cows,grassland,milk,0
SLV,cows,grassland,milk,0
SMR,cows,grassland,milk,0
SOM,cows,grassland,milk,0
SPM,cows,grassland,milk,0
SRB,cows,grassland,milk,0
SSD,cows,grassland,milk,0
STP,cows,grassland,milk,0
SUR,cows,grassland,milk,0
SVK,cows,grassland,milk,0
SVN,cows,grassland,milk,0
SWE,cows,grassland,milk,0
SWZ,cows,grassland,milk,0
SXM,cows,grassland,milk,0
SYC,cows,grassland,milk,0
SYR,cows,grassland,milk,0
TCA,cows,grassland,milk,0
TCD,cows,grassland,milk,0
TGO,cows,grassland,milk,0
THA,cows,grassland,milk,0
TJK,cows,grassland,milk,0
TKL,cows,grassland,milk,0
TKM,cows,grassland,milk,0
TLS,cows,grassland,milk,0
TON,cows,grassland,milk,0
