iso3c,animal,system,product,leach_n_spread_rate
ABW,goats,mixed,meat,3.609024999999999e-4
AFG,goats,mixed,meat,4.8584999999999996e-4
AGO,goats,mixed,meat,3.5055e-4
AIA,goats,mixed,meat,3.609024999999999e-4
ALA,goats,mixed,meat,5.188210538461539e-4
ALB,goats,mixed,meat,3.591504e-4
AND,goats,mixed,meat,3.7467359999999994e-4
ARE,goats,mixed,meat,3.504e-4
ARG,goats,mixed,meat,5.2029e-4
ARM,goats,mixed,meat,4.0032e-4
ASM,goats,mixed,meat,4.1666338981692684e-4
ATG,goats,mixed,meat,3.609024999999999e-4
AUS,goats,mixed,meat,4.1666338981692684e-4
AUT,goats,mixed,meat,0.0010462283999999999
AZE,goats,mixed,meat,2.9376e-4
BDI,goats,mixed,meat,2.5952999999999995e-4
BEL,goats,mixed,meat,6.572663999999999e-4
BEN,goats,mixed,meat,5.3382e-4
BES,goats,mixed,meat,3.5889260869565213e-4
BFA,goats,mixed,meat,3.1487999999999997e-4
BGD,goats,mixed,meat,3.6407999999999997e-4
BGR,goats,mixed,meat,6.085800000000001e-4
BHR,goats,mixed,meat,2.6880000000000003e-4
BHS,goats,mixed,meat,4.6616999999999996e-4
BIH,goats,mixed,meat,3.3304319999999995e-4
BLM,goats,mixed,meat,3.5889260869565213e-4
BLR,goats,mixed,meat,0.0013808592000000002
BLZ,goats,mixed,meat,3.9974999999999993e-4
BMU,goats,mixed,meat,6.811812e-4
BOL,goats,mixed,meat,4.5386999999999994e-4
BRA,goats,mixed,meat,3.7514999999999993e-4
BRB,goats,mixed,meat,3.609024999999999e-4
BRN,goats,mixed,meat,2.2385999999999996e-4
BTN,goats,mixed,meat,3.7145999999999994e-4
BWA,goats,mixed,meat,4.415699999999999e-4
CAF,goats,mixed,meat,3.321e-4
CAN,goats,mixed,meat,5.799024e-4
CCK,goats,mixed,meat,4.1666338981692684e-4
CHE,goats,mixed,meat,0.0013245120000000001
CHL,goats,mixed,meat,4.6001999999999995e-4
CHN,goats,mixed,meat,3.087299999999999e-4
CIV,goats,mixed,meat,3.0995999999999997e-4
CMR,goats,mixed,meat,3.161099999999999e-4
COD,goats,mixed,meat,3.3332999999999995e-4
COG,goats,mixed,meat,3.3332999999999995e-4
COK,goats,mixed,meat,4.1666338981692684e-4
COL,goats,mixed,meat,4.1451e-4
COM,goats,mixed,meat,1.4882999999999997e-4
CPV,goats,mixed,meat,3.0527062499999995e-4
CRI,goats,mixed,meat,3.591599999999999e-4
CUB,goats,mixed,meat,3.542399999999999e-4
CUW,goats,mixed,meat,3.5889260869565213e-4
CXR,goats,mixed,meat,4.1666338981692684e-4
CYM,goats,mixed,meat,3.609024999999999e-4
CYP,goats,mixed,meat,3.5136e-4
CZE,goats,mixed,meat,9.261e-4
DEU,goats,mixed,meat,0.0010315872
DJI,goats,mixed,meat,3.2471999999999997e-4
DMA,goats,mixed,meat,4.4894999999999994e-4
DNK,goats,mixed,meat,4.0064220000000006e-4
DOM,goats,mixed,meat,3.6899999999999997e-4
DZA,goats,mixed,meat,2.3232e-4
ECU,goats,mixed,meat,4.0097999999999995e-4
EGY,goats,mixed,meat,1.6224e-4
ERI,goats,mixed,meat,3.2717999999999994e-4
ESH,goats,mixed,meat,2.2448e-4
ESP,goats,mixed,meat,2.91312e-4
EST,goats,mixed,meat,5.188210538461539e-4
ETH,goats,mixed,meat,3.2595e-4
FIN,goats,mixed,meat,6.939324e-4
FJI,goats,mixed,meat,4.1666338981692684e-4
FLK,goats,mixed,meat,4.269992307692307e-4
FRA,goats,mixed,meat,0.0019076400000000002
FRO,goats,mixed,meat,5.9354399999999995e-5
FSM,goats,mixed,meat,4.1666338981692684e-4
GAB,goats,mixed,meat,3.2471999999999997e-4
GBR,goats,mixed,meat,5.9354399999999995e-5
GEO,goats,mixed,meat,3.0624e-4
GGY,goats,mixed,meat,5.935440000000001e-4
GHA,goats,mixed,meat,2.9397e-4
GIB,goats,mixed,meat,3.6331421538461536e-4
GIN,goats,mixed,meat,3.2840999999999995e-4
GLP,goats,mixed,meat,1.6112999999999997e-4
GMB,goats,mixed,meat,2.8782e-4
GNB,goats,mixed,meat,2.583e-4
GNQ,goats,mixed,meat,3.1979999999999997e-4
GRC,goats,mixed,meat,3.6331421538461536e-4
GRD,goats,mixed,meat,3.609024999999999e-4
GRL,goats,mixed,meat,6.811812e-4
GTM,goats,mixed,meat,3.972899999999999e-4
GUF,goats,mixed,meat,4.2065999999999995e-4
GUM,goats,mixed,meat,4.1666338981692684e-4
GUY,goats,mixed,meat,3.9236999999999996e-4
HKG,goats,mixed,meat,3.630959999999999e-4
HND,goats,mixed,meat,3.9113999999999994e-4
HRV,goats,mixed,meat,4.028976e-4
HTI,goats,mixed,meat,3.075e-4
HUN,goats,mixed,meat,6.83424e-4
IDN,goats,mixed,meat,5.2029e-4
IMN,goats,mixed,meat,5.9354399999999995e-5
IND,goats,mixed,meat,6.666599999999999e-4
IOT,goats,mixed,meat,3.34068e-4
IRL,goats,mixed,meat,5.188210538461539e-4
IRN,goats,mixed,meat,4.1451e-4
IRQ,goats,mixed,meat,3.1776e-4
ISL,goats,mixed,meat,7.825595e-4
ISR,goats,mixed,meat,3.6384e-4
ITA,goats,mixed,meat,1.14912e-4
JAM,goats,mixed,meat,5.4612e-4
JEY,goats,mixed,meat,5.935440000000001e-4
JOR,goats,mixed,meat,3.0336e-4
JPN,goats,mixed,meat,3.4193999999999994e-4
KAZ,goats,mixed,meat,2.9856e-4
KEN,goats,mixed,meat,4.366499999999999e-4
KGZ,goats,mixed,meat,2.8992000000000004e-4
KHM,goats,mixed,meat,3.779789999999999e-4
KIR,goats,mixed,meat,4.1666338981692684e-4
KNA,goats,mixed,meat,3.609024999999999e-4
KOR,goats,mixed,meat,3.3332999999999995e-4
KWT,goats,mixed,meat,3.3024e-4
LAO,goats,mixed,meat,4.2065999999999995e-4
LBN,goats,mixed,meat,3.5999999999999997e-4
LBR,goats,mixed,meat,2.9643e-4
LBY,goats,mixed,meat,2.256e-4
LCA,goats,mixed,meat,3.0503999999999997e-4
LIE,goats,mixed,meat,6.652044e-4
LKA,goats,mixed,meat,4.3296e-4
LSO,goats,mixed,meat,3.9851999999999997e-4
LTU,goats,mixed,meat,6.703200000000001e-4
LUX,goats,mixed,meat,4.41504e-4
LVA,goats,mixed,meat,9.494604e-4
MAC,goats,mixed,meat,3.630959999999999e-4
MAF,goats,mixed,meat,3.5889260869565213e-4
MAR,goats,mixed,meat,1.776e-4
MCO,goats,mixed,meat,8.557163999999999e-4
MDA,goats,mixed,meat,5.6574e-4
MDG,goats,mixed,meat,3.837599999999999e-4
MDV,goats,mixed,meat,3.8299125e-4
MEX,goats,mixed,meat,4.0589999999999995e-4
MHL,goats,mixed,meat,4.1666338981692684e-4
MKD,goats,mixed,meat,3.7467359999999994e-4
MLI,goats,mixed,meat,3.2348999999999995e-4
MLT,goats,mixed,meat,4.72752e-4
MMR,goats,mixed,meat,4.317299999999999e-4
MNE,goats,mixed,meat,3.3304319999999995e-4
MNG,goats,mixed,meat,4.9569e-4
MNP,goats,mixed,meat,4.1666338981692684e-4
MOZ,goats,mixed,meat,4.231199999999999e-4
MRT,goats,mixed,meat,3.7883999999999997e-4
MSR,goats,mixed,meat,3.609024999999999e-4
MTQ,goats,mixed,meat,3.6039e-4
MUS,goats,mixed,meat,3.34068e-4
MWI,goats,mixed,meat,3.0627e-4
MYS,goats,mixed,meat,5.178299999999999e-4
MYT,goats,mixed,meat,3.34068e-4
NAM,goats,mixed,meat,4.2065999999999995e-4
NCL,goats,mixed,meat,4.1666338981692684e-4
NER,goats,mixed,meat,3.2595e-4
NFK,goats,mixed,meat,4.1666338981692684e-4
NGA,goats,mixed,meat,2.5584e-4
NIC,goats,mixed,meat,3.8867999999999997e-4
NIU,goats,mixed,meat,4.1666338981692684e-4
NLD,goats,mixed,meat,5.810616e-4
NOR,goats,mixed,meat,6.9552e-4
NPL,goats,mixed,meat,3.2840999999999995e-4
NRU,goats,mixed,meat,4.1666338981692684e-4
NZL,goats,mixed,meat,4.1666338981692684e-4
OMN,goats,mixed,meat,3.7920000000000006e-4
PAK,goats,mixed,meat,3.3332999999999995e-4
PAN,goats,mixed,meat,3.8129999999999994e-4
PCN,goats,mixed,meat,4.1666338981692684e-4
PER,goats,mixed,meat,4.2926999999999993e-4
PHL,goats,mixed,meat,3.3332999999999995e-4
PLW,goats,mixed,meat,4.1666338981692684e-4
PNG,goats,mixed,meat,4.1666338981692684e-4
POL,goats,mixed,meat,0.0012156480000000002
PRI,goats,mixed,meat,4.0466999999999993e-4
PRK,goats,mixed,meat,3.3578999999999993e-4
PRT,goats,mixed,meat,2.67624e-4
PRY,goats,mixed,meat,4.157399999999999e-4
PSE,goats,mixed,meat,7.008e-4
PYF,goats,mixed,meat,4.1666338981692684e-4
QAT,goats,mixed,meat,3.552e-4
REU,goats,mixed,meat,3.34068e-4
ROU,goats,mixed,meat,8.588159999999999e-5
RUS,goats,mixed,meat,0.0010042704000000002
RWA,goats,mixed,meat,2.7797999999999994e-4
SAU,goats,mixed,meat,3.2063999999999997e-4
SDN,goats,mixed,meat,2.0477333333333332e-4
SEN,goats,mixed,meat,2.4968999999999995e-4
SGP,goats,mixed,meat,2.9151e-4
SHN,goats,mixed,meat,1.4882999999999997e-4
SJM,goats,mixed,meat,5.935440000000001e-4
SLB,goats,mixed,meat,4.1666338981692684e-4
SLE,goats,mixed,meat,3.0503999999999997e-4
SLV,goats,mixed,meat,3.321e-4
SMR,goats,mixed,meat,3.7467359999999994e-4
SOM,goats,mixed,meat,2.7552e-4
SPM,goats,mixed,meat,6.811812e-4
SRB,goats,mixed,meat,3.3304319999999995e-4
SSD,goats,mixed,meat,3.34068e-4
STP,goats,mixed,meat,1.1684999999999998e-4
