iso3c,animal,system,product,leach_n_spread_rate
ABW,cows,feedlot,meat,0.005618460049999999
AFG,cows,feedlot,meat,0.006792960000000001
AGO,cows,feedlot,meat,0.006188159999999999
AIA,cows,feedlot,meat,0.005618460049999999
ALA,cows,feedlot,meat,0.012392064533333332
ALB,cows,feedlot,meat,0.008368288799999998
AND,cows,feedlot,meat,0.009213261999999998
ARE,cows,feedlot,meat,0.005904
ARG,cows,feedlot,meat,0.0067938594
ARM,cows,feedlot,meat,0.00855552
ASM,cows,feedlot,meat,0.009503595000000002
ATG,cows,feedlot,meat,0.005618460049999999
AUS,cows,feedlot,meat,0.009840960000000001
AUT,cows,feedlot,meat,0.012267710399999998
AZE,cows,feedlot,meat,0.008993280000000001
BDI,cows,feedlot,meat,0.00507456
BEL,cows,feedlot,meat,0.012011558399999999
BEN,cows,feedlot,meat,0.006145919999999999
BES,cows,feedlot,meat,0.005600607443478261
BFA,cows,feedlot,meat,0.006741120000000001
BGD,cows,feedlot,meat,0.00613824
BGR,cows,feedlot,meat,0.009536928
BHR,cows,feedlot,meat,0.006583680000000001
BHS,cows,feedlot,meat,0.0063825552
BIH,cows,feedlot,meat,0.008384051999999998
BLM,cows,feedlot,meat,0.005600607443478261
BLR,cows,feedlot,meat,0.009259439999999997
BLZ,cows,feedlot,meat,0.0057730410000000005
BMU,cows,feedlot,meat,0.009896110199999999
BOL,cows,feedlot,meat,0.007664351999999999
BRA,cows,feedlot,meat,0.00672858
BRB,cows,feedlot,meat,0.005618460049999999
BRN,cows,feedlot,meat,0.00529152
BTN,cows,feedlot,meat,0.006439680000000001
BWA,cows,feedlot,meat,0.00511872
CAF,cows,feedlot,meat,0.006681599999999999
CAN,cows,feedlot,meat,0.0103554
CCK,cows,feedlot,meat,0.010531500000000001
CHE,cows,feedlot,meat,0.012492335999999998
CHL,cows,feedlot,meat,0.0075916728
CHN,cows,feedlot,meat,0.0076704
CIV,cows,feedlot,meat,0.0064416
CMR,cows,feedlot,meat,0.00587328
COD,cows,feedlot,meat,0.00504192
COG,cows,feedlot,meat,0.00556992
COK,cows,feedlot,meat,0.009503595000000002
COL,cows,feedlot,meat,0.0073108667999999995
COM,cows,feedlot,meat,0.0049824000000000005
CPV,cows,feedlot,meat,0.00589596
CRI,cows,feedlot,meat,0.007362072599999999
CUB,cows,feedlot,meat,0.004563923399999999
CUW,cows,feedlot,meat,0.005600607443478261
CXR,cows,feedlot,meat,0.010531500000000001
CYM,cows,feedlot,meat,0.005618460049999999
CYP,cows,feedlot,meat,0.007236479999999999
CZE,cows,feedlot,meat,0.010934207999999999
DEU,cows,feedlot,meat,0.0131642424
DJI,cows,feedlot,meat,0.00536064
DMA,cows,feedlot,meat,0.006597289199999999
DNK,cows,feedlot,meat,0.0118480152
DOM,cows,feedlot,meat,0.0054228594
DZA,cows,feedlot,meat,0.004416
ECU,cows,feedlot,meat,0.0071258651999999995
EGY,cows,feedlot,meat,0.0046944
ERI,cows,feedlot,meat,0.00542016
ESH,cows,feedlot,meat,0.00327168
ESP,cows,feedlot,meat,0.009381074399999998
EST,cows,feedlot,meat,0.0126342048
ETH,cows,feedlot,meat,0.0059808
FIN,cows,feedlot,meat,0.013266703199999999
FJI,cows,feedlot,meat,0.008475690000000001
FLK,cows,feedlot,meat,0.007117733261538461
FRA,cows,feedlot,meat,0.011627330399999998
FRO,cows,feedlot,meat,0.012392064533333334
FSM,cows,feedlot,meat,0.009503595000000002
