iso3c,animal,system,product,leach_n_spread_rate
ABW,sheep,mixed,milk,4.7272999999999993e-4
AFG,sheep,mixed,milk,5.215199999999999e-4
AGO,sheep,mixed,milk,4.1943e-4
AIA,sheep,mixed,milk,4.7272999999999993e-4
ALA,sheep,mixed,milk,4.0019938269230765e-4
ALB,sheep,mixed,milk,3.393936e-4
AND,sheep,mixed,milk,3.464496e-4
ARE,sheep,mixed,milk,4.1376e-4
ARG,sheep,mixed,milk,5.9901e-4
ARM,sheep,mixed,milk,4.1088e-4
ASM,sheep,mixed,milk,4.4824860709199635e-4
ATG,sheep,mixed,milk,4.7272999999999993e-4
AUS,sheep,mixed,milk,4.4824860709199635e-4
AUT,sheep,mixed,milk,8.874683999999998e-4
AZE,sheep,mixed,milk,3.5712000000000005e-4
BDI,sheep,mixed,milk,3.1242e-4
BEL,sheep,mixed,milk,8.493659999999998e-4
BEN,sheep,mixed,milk,3.8252999999999996e-4
BES,sheep,mixed,milk,4.6921826086956513e-4
BFA,sheep,mixed,milk,4.0097999999999995e-4
BGD,sheep,mixed,milk,3.0995999999999997e-4
BGR,sheep,mixed,milk,5.4684e-4
BHR,sheep,mixed,milk,3.5136e-4
BHS,sheep,mixed,milk,5.448899999999999e-4
BIH,sheep,mixed,milk,3.393936e-4
BLM,sheep,mixed,milk,4.6921826086956513e-4
BLR,sheep,mixed,milk,7.794864000000003e-4
BLZ,sheep,mixed,milk,5.559599999999999e-4
BMU,sheep,mixed,milk,7.669368e-4
BOL,sheep,mixed,milk,6.223799999999999e-4
BRA,sheep,mixed,milk,6.15e-4
BRB,sheep,mixed,milk,4.7272999999999993e-4
BRN,sheep,mixed,milk,1.8080999999999997e-4
BTN,sheep,mixed,milk,4.6862999999999994e-4
BWA,sheep,mixed,milk,4.4034e-4
CAF,sheep,mixed,milk,4.5386999999999994e-4
CAN,sheep,mixed,milk,7.173936e-4
CCK,sheep,mixed,milk,4.4824860709199635e-4
CHE,sheep,mixed,milk,0.001106784
CHL,sheep,mixed,milk,7.011e-4
CHN,sheep,mixed,milk,4.9569e-4
CIV,sheep,mixed,milk,3.4070999999999993e-4
CMR,sheep,mixed,milk,4.2435e-4
COD,sheep,mixed,milk,3.8867999999999997e-4
COG,sheep,mixed,milk,4.2188999999999996e-4
COK,sheep,mixed,milk,4.4824860709199635e-4
COL,sheep,mixed,milk,5.953199999999999e-4
COM,sheep,mixed,milk,1.8080999999999997e-4
CPV,sheep,mixed,milk,3.4439999999999997e-4
CRI,sheep,mixed,milk,5.4612e-4
CUB,sheep,mixed,milk,4.0220999999999996e-4
CUW,sheep,mixed,milk,4.6921826086956513e-4
CXR,sheep,mixed,milk,4.4824860709199635e-4
CYM,sheep,mixed,milk,4.7272999999999993e-4
CYP,sheep,mixed,milk,3.8591999999999994e-4
CZE,sheep,mixed,milk,5.6322e-4
DEU,sheep,mixed,milk,8.979264000000001e-4
DJI,sheep,mixed,milk,3.4316999999999996e-4
DMA,sheep,mixed,milk,6.162299999999998e-4
DNK,sheep,mixed,milk,3.694572e-4
DOM,sheep,mixed,milk,5.042999999999998e-4
DZA,sheep,mixed,milk,3.1008e-4
ECU,sheep,mixed,milk,4.6985999999999995e-4
EGY,sheep,mixed,milk,2.2944000000000003e-4
ERI,sheep,mixed,milk,3.972899999999999e-4
ESH,sheep,mixed,milk,1.9487999999999998e-4
ESP,sheep,mixed,milk,2.0863080000000002e-4
EST,sheep,mixed,milk,4.0019938269230765e-4
ETH,sheep,mixed,milk,3.4070999999999993e-4
FIN,sheep,mixed,milk,7.040627999999999e-4
FJI,sheep,mixed,milk,4.4824860709199635e-4
FLK,sheep,mixed,milk,6.002399999999999e-4
FRA,sheep,mixed,milk,0.00140364
FRO,sheep,mixed,milk,4.630499999999999e-5
FSM,sheep,mixed,milk,4.4824860709199635e-4
GAB,sheep,mixed,milk,3.8991e-4
GBR,sheep,mixed,milk,4.630499999999999e-5
GEO,sheep,mixed,milk,3.8784000000000003e-4
GGY,sheep,mixed,milk,4.6304999999999995e-4
GHA,sheep,mixed,milk,3.3332999999999995e-4
GIB,sheep,mixed,milk,3.3247135384615386e-4
GIN,sheep,mixed,milk,3.9236999999999996e-4
GLP,sheep,mixed,milk,2.2878e-4
GMB,sheep,mixed,milk,3.8744999999999996e-4
GNB,sheep,mixed,milk,2.0786999999999995e-4
GNQ,sheep,mixed,milk,3.9236999999999996e-4
GRC,sheep,mixed,milk,3.3247135384615386e-4
GRD,sheep,mixed,milk,4.7272999999999993e-4
GRL,sheep,mixed,milk,7.669368e-4
GTM,sheep,mixed,milk,5.301299999999999e-4
GUF,sheep,mixed,milk,6.039299999999999e-4
GUM,sheep,mixed,milk,4.4824860709199635e-4
GUY,sheep,mixed,milk,5.744099999999999e-4
HKG,sheep,mixed,milk,1.6112999999999997e-4
HND,sheep,mixed,milk,5.534999999999998e-4
HRV,sheep,mixed,milk,3.3868799999999997e-4
HTI,sheep,mixed,milk,4.6862999999999994e-4
HUN,sheep,mixed,milk,6.199199999999999e-4
IDN,sheep,mixed,milk,3.9974999999999993e-4
IMN,sheep,mixed,milk,4.630499999999999e-5
IND,sheep,mixed,milk,6.764999999999999e-4
IOT,sheep,mixed,milk,3.6023625e-4
IRL,sheep,mixed,milk,4.0019938269230765e-4
IRN,sheep,mixed,milk,4.132799999999999e-4
IRQ,sheep,mixed,milk,3.6576e-4
ISL,sheep,mixed,milk,6.105093749999999e-4
ISR,sheep,mixed,milk,4.1664e-4
