iso3c,animal,system,product,leach_n_spread_rate
ABW,pigs,intermediate,meat,0.0024012955428571424
AFG,pigs,intermediate,meat,0.0024430795199999996
AGO,pigs,intermediate,meat,0.0014760809999999995
AIA,pigs,intermediate,meat,0.0024012955428571424
ALA,pigs,intermediate,meat,0.0037091867340000003
ALB,pigs,intermediate,meat,0.00380890902
AND,pigs,intermediate,meat,0.0037151673125000004
ARE,pigs,intermediate,meat,0.0026976361874999997
ARG,pigs,intermediate,meat,0.0036913679999999996
ARM,pigs,intermediate,meat,0.0023526135
ASM,pigs,intermediate,meat,0.0027417339
ATG,pigs,intermediate,meat,0.0030335952
AUS,pigs,intermediate,meat,0.0017044649999999998
AUT,pigs,intermediate,meat,0.0031438056959999993
AZE,pigs,intermediate,meat,0.00283842
BDI,pigs,intermediate,meat,0.0011061404999999998
BEL,pigs,intermediate,meat,0.0019965
BEN,pigs,intermediate,meat,0.0022178024999999994
BES,pigs,intermediate,meat,0.0023840096795031056
BFA,pigs,intermediate,meat,0.0011396385
BGD,pigs,intermediate,meat,0.0019639998
BGR,pigs,intermediate,meat,0.0035593357500000003
BHR,pigs,intermediate,meat,0.0026976361874999997
BHS,pigs,intermediate,meat,0.0031658135999999997
BIH,pigs,intermediate,meat,0.0033343100700000006
BLM,pigs,intermediate,meat,0.0023840096795031056
BLR,pigs,intermediate,meat,0.0029060145000000003
BLZ,pigs,intermediate,meat,0.0021348072
BMU,pigs,intermediate,meat,0.00220108971
BOL,pigs,intermediate,meat,0.0030488784
BRA,pigs,intermediate,meat,0.0025270703999999995
BRB,pigs,intermediate,meat,0.0011706528
BRN,pigs,intermediate,meat,0.0035176842
BTN,pigs,intermediate,meat,0.0020450897999999998
BWA,pigs,intermediate,meat,0.0016398854999999995
CAF,pigs,intermediate,meat,0.0019306844999999997
CAN,pigs,intermediate,meat,0.001962118368
CCK,pigs,intermediate,meat,0.00176471175
CHE,pigs,intermediate,meat,0.0038371830000000005
CHL,pigs,intermediate,meat,0.0031726607999999997
CHN,pigs,intermediate,meat,0.0023793020999999994
CIV,pigs,intermediate,meat,0.0023521589999999995
CMR,pigs,intermediate,meat,0.0016454069999999998
COD,pigs,intermediate,meat,0.0011135024999999997
COG,pigs,intermediate,meat,0.0014668784999999995
COK,pigs,intermediate,meat,0.0028016226
COL,pigs,intermediate,meat,0.0021160895999999996
COM,pigs,intermediate,meat,0.0014049149999999996
CPV,pigs,intermediate,meat,0.0026245529999999995
CRI,pigs,intermediate,meat,0.0022967376000000003
CUB,pigs,intermediate,meat,0.001864428
CUW,pigs,intermediate,meat,0.0023840096795031056
CXR,pigs,intermediate,meat,0.00176471175
CYM,pigs,intermediate,meat,0.002904348
CYP,pigs,intermediate,meat,0.0034643279999999996
CZE,pigs,intermediate,meat,0.0027651051
DEU,pigs,intermediate,meat,0.00311802003
DJI,pigs,intermediate,meat,0.0014049149999999996
DMA,pigs,intermediate,meat,0.0034748184000000003
DNK,pigs,intermediate,meat,0.0030309227999999995
DOM,pigs,intermediate,meat,0.0024319272000000005
DZA,pigs,intermediate,meat,0.002285292
ECU,pigs,intermediate,meat,0.0025106639999999997
EGY,pigs,intermediate,meat,0.0014865315
ERI,pigs,intermediate,meat,0.0014049149999999996
ESH,pigs,intermediate,meat,0.0021629306249999996
ESP,pigs,intermediate,meat,0.0035584823400000003
EST,pigs,intermediate,meat,0.0038593982700000002
ETH,pigs,intermediate,meat,0.0013914179999999997
FIN,pigs,intermediate,meat,0.003839202570000001
FJI,pigs,intermediate,meat,0.0036795033000000003
FLK,pigs,intermediate,meat,0.0030365664
FRA,pigs,intermediate,meat,0.0022090464000000002
FRO,pigs,intermediate,meat,0.0038230460100000005
FSM,pigs,intermediate,meat,0.0026760024
GAB,pigs,intermediate,meat,0.0011429504999999997
GBR,pigs,intermediate,meat,0.0031213545
GEO,pigs,intermediate,meat,0.0026109825
GGY,pigs,intermediate,meat,0.0038230460100000005
GHA,pigs,intermediate,meat,0.0018865124999999996
GIB,pigs,intermediate,meat,0.003578989413928572
GIN,pigs,intermediate,meat,0.0027625904999999994
GLP,pigs,intermediate,meat,0.001760436
GMB,pigs,intermediate,meat,0.0015773084999999997
GNB,pigs,intermediate,meat,0.0026742464999999992
GNQ,pigs,intermediate,meat,0.0022435694999999992
GRC,pigs,intermediate,meat,0.003839202570000001
GRD,pigs,intermediate,meat,0.0036634896
GRL,pigs,intermediate,meat,0.00220108971
GTM,pigs,intermediate,meat,0.0020902392000000003
