"iso3c","country_tonnes","total_prod","prop_prod"
"ABW",2875.3469515153,11448316846.9229,2.51158924928614e-07
"AFG",13920521.2860791,11448316846.9229,0.00121594479539764
"AGO",19760321.6151617,11448316846.9229,0.00172604601002748
"AIA",2100.41992850549,11448316846.9229,1.83469758619586e-07
"ALA",53628.4633711401,11448316846.9229,4.68439719901309e-06
"ALB",5556048.40425745,11448316846.9229,0.000485315743663297
"AND",115.71798275748,11448316846.9229,1.0107859898076e-08
"ARE",3057975.65146011,11448316846.9229,0.000267111374741697
"ARG",214224480.251195,11448316846.9229,0.018712312308929
"ARM",4619499.31119047,11448316846.9229,0.000403509037438294
"ASM",63832.5590242819,11448316846.9229,5.57571561634746e-06
"ATA",326.051276390818,11448316846.9229,2.84802806168362e-08
"ATF",0,11448316846.9229,0
"ATG",20484.0160912695,11448316846.9229,1.78926006024853e-06
"AUS",238520492.024855,11448316846.9229,0.0208345467036025
"AUT",18233616.2044985,11448316846.9229,0.00159268968952404
"AZE",12029455.4602616,11448316846.9229,0.00105076192606382
"BDI",4913438.31501387,11448316846.9229,0.000429184340432934
"BEL",31672070.5786067,11448316846.9229,0.00276652638130989
"BEN",10633837.4809498,11448316846.9229,0.000928855972728247
"BES",4270.56965446062,11448316846.9229,3.73030351235296e-07
"BFA",6894841.20268768,11448316846.9229,0.000602258069450696
"BGD",89141654.4036354,11448316846.9229,0.00778644193688567
"BGR",14941034.3404844,11448316846.9229,0.00130508567680848
"BHR",204018.745830888,11448316846.9229,1.78208507467824e-05
"BHS",185717.689676143,11448316846.9229,1.622227023932e-05
"BIH",4209470.44869951,11448316846.9229,0.000367693391525142
"BLM",89.0804148602411,11448316846.9229,7.78109271881168e-09
"BLR",41872643.7134007,11448316846.9229,0.0036575371098901
"BLZ",1913191.88513926,11448316846.9229,0.000167115560367591
"BMU",9029.8840892451,11448316846.9229,7.88752111771972e-07
"BOL",25099156.3870879,11448316846.9229,0.00219238834168308
"BRA",816505754.189365,11448316846.9229,0.0713210304280515
"BRB",230151.1632921,11448316846.9229,2.01034934977328e-05
"BRN",187956.386705858,11448316846.9229,1.64178183761901e-05
"BTN",742364.542025088,11448316846.9229,6.48448633935756e-05
"BWA",461329.820172576,11448316846.9229,4.02967376201307e-05
"CAF",2460288.62821449,11448316846.9229,0.00021490396021628
"CAN",187568035.808035,11448316846.9229,0.0163838962806528
"CCK",1798.80690033548,11448316846.9229,1.57124136620918e-07
"CHE",23114052.5407005,11448316846.9229,0.00201899133730851
"CHL",94605275.3419618,11448316846.9229,0.00826368422598207
"CHN",1946068055.10581,11448316846.9229,0.169987263728543
"CIV",25167649.5995517,11448316846.9229,0.00219837116111232
"CMR",24519991.2755634,11448316846.9229,0.00214179879919675
"COD",32571706.7605949,11448316846.9229,0.00284510877853189
"COG",2438240.18702702,11448316846.9229,0.000212978049055514
"COK",5626.93845436886,11448316846.9229,4.91507924667657e-07
"COL",85058472.0859202,11448316846.9229,0.00742977969803327
"COM",40737.8592759287,11448316846.9229,3.55841472774037e-06
"CPV",154847.251181986,11448316846.9229,1.35257656869976e-05
"CRI",26469560.0521358,11448316846.9229,0.00231209184774182
"CUB",30741833.7280021,11448316846.9229,0.00268527104368751
"CUW",3628.54513279615,11448316846.9229,3.16950096797105e-07
"CXR",71131.0886075605,11448316846.9229,6.21323549641964e-06
"CYM",456.215121915012,11448316846.9229,3.9849973407893e-08
"CYP",938850.621627984,11448316846.9229,8.20077426386332e-05
"CZE",25609588.7014905,11448316846.9229,0.00223697413723956
"DEU",283976635.756255,11448316846.9229,0.0248050992607339
"DJI",77028.428313127,11448316846.9229,6.72836272292994e-06
"DMA",131053.195891535,11448316846.9229,1.14473767317822e-05
"DNK",38297085.3327975,11448316846.9229,0.00334521535740784
"DOM",14432501.2433113,11448316846.9229,0.001260665776139
"DZA",26948000.4146698,11448316846.9229,0.00235388317557903
"ECU",30823728.5532765,11448316846.9229,0.00269242448173168
"EGY",128472367.267593,11448316846.9229,0.0112219437132476
"ERI",659790.98170839,11448316846.9229,5.76321384645925e-05
"ESH",258428.10264697,11448316846.9229,2.25734582736003e-05
"ESP",99117694.2953697,11448316846.9229,0.00865783989215939
"EST",6221916.79867575,11448316846.9229,0.000543478738566541
"ETH",38327062.1113795,11448316846.9229,0.00334783380158464
"FIN",12671506.3071027,11448316846.9229,0.0011068444799821
"FJI",2143866.63648758,11448316846.9229,0.000187264788802889
"FLK",95464.6990812513,11448316846.9229,8.33875410313353e-06
"FRA",249575024.27813,11448316846.9229,0.0218001499797073
"FRO",452472.756239346,11448316846.9229,3.95230811908357e-05
"FSM",115073.871804412,11448316846.9229,1.0051597395764e-05
"GAB",1455131.38726287,11448316846.9229,0.000127104395058211
"GBR",101553156.836265,11448316846.9229,0.00887057531636713
"GEO",2029240.10523197,11448316846.9229,0.000177252266194693
"GGY",11988.230489333,11448316846.9229,1.04716096257898e-06
"GHA",34165950.0540129,11448316846.9229,0.00298436447128872
"GIB",1402.23477543245,11448316846.9229,1.22483924421549e-07
"GIN",9211773.25957237,11448316846.9229,0.000804639964349721
"GLP",810772.22591771,11448316846.9229,7.08202119803864e-05
"GMB",494942.061157526,11448316846.9229,4.32327361109469e-05
"GNB",1211393.00115849,11448316846.9229,0.00010581407008176
"GNQ",430653.217802807,11448316846.9229,3.76171644758904e-05
"GRC",22196654.3935673,11448316846.9229,0.00193885744868542
"GRD",99890.8664771803,11448316846.9229,8.72537577469556e-06
"GRL",641542.46033801,11448316846.9229,5.60381468224688e-05
"GTM",40410222.8326016,11448316846.9229,0.00352979598424226
"GUF",124691.320719263,11448316846.9229,1.08916727573606e-05
"GUM",34569.9144265237,11448316846.9229,3.01965038955184e-06
"GUY",2850805.59446706,11448316846.9229,0.000249015259848726
"HKG",189334.94961266,11448316846.9229,1.65382345845494e-05
"HND",12125282.2629338,11448316846.9229,0.00105913230958425
"HRV",6948907.44089864,11448316846.9229,0.000606980705881351
"HSX",9217692.56342403,11448316846.9229,0.000805157010124292
"HTI",5679296.9676697,11448316846.9229,0.000496081392890185
"HUN",31526757.6487421,11448316846.9229,0.00275383342986492
"IDN",313269467.943957,11448316846.9229,0.0273638013458859
"IMN",945.614676726133,11448316846.9229,8.25985766615374e-08
"IND",1202079990.41377,11448316846.9229,0.105000587115727
"IOT",1515.70042283925,11448316846.9229,1.32395044887899e-07
"IRL",16292048.2017492,11448316846.9229,0.00142309550125075
"IRN",86666972.6127266,11448316846.9229,0.0075702807470795
"IRQ",7142730.22811219,11448316846.9229,0.00062391094897343
"ISL",2121777.78264035,11448316846.9229,0.000185335347633276
"ISR",8164773.84534151,11448316846.9229,0.000713185523646302
"ITA",100500372.161093,11448316846.9229,0.00877861553841475
"JAM",2725473.36196217,11448316846.9229,0.000238067604033401
"JEY",7481.39097413962,11448316846.9229,6.53492655223852e-07
"JOR",3211564.87224192,11448316846.9229,0.000280527252624487
"JPN",72902496.9213727,11448316846.9229,0.00636796639158073
"KAZ",57167249.9028469,11448316846.9229,0.00499350696414489
"KEN",23429485.7079319,11448316846.9229,0.00204654413580711
"KGZ",9201180.55636031,11448316846.9229,0.000803714701417737
"KHM",17872177.8555042,11448316846.9229,0.0015611183804987
"KIR",144531.805354364,11448316846.9229,1.2624720933821e-05
"KNA",8882.15918669127,11448316846.9229,7.75848476719843e-07
"KOR",27557343.1962764,11448316846.9229,0.00240710870993086
"KWT",897057.212390533,11448316846.9229,7.83571265877083e-05
"LAO",13104937.6551943,11448316846.9229,0.00114470431159639
"LBN",2861710.72983772,11448316846.9229,0.000249967813443851
"LBR",1595346.35851837,11448316846.9229,0.000139352044483916
"LBY",2841657.39878682,11448316846.9229,0.00024821617332775
"LCA",54498.0051694424,11448316846.9229,4.76035087936008e-06
"LIE",13854.2044694758,11448316846.9229,1.21015208215517e-06
"LKA",9535351.8125214,11448316846.9229,0.000832904254836754
"LSO",521977.974100643,11448316846.9229,4.55942983654352e-05
"LTU",13577645.0610242,11448316846.9229,0.00118599487091184
"LUX",1438293.45771903,11448316846.9229,0.000125633617321276
"LVA",15403387.3866267,11448316846.9229,0.0013454717922807
"MAC",13070.8167564868,11448316846.9229,1.14172388231899e-06
"MAF",2887.3362434976,11448316846.9229,2.52206178611632e-07
"MAR",36567691.7038855,11448316846.9229,0.00319415440652432
"MCO",51.9574760749036,11448316846.9229,4.53843798783999e-09
"MDA",8152362.02095117,11448316846.9229,0.000712101362144109
"MDG",12271112.5861409,11448316846.9229,0.00107187045486421
"MDV",171629.251770196,11448316846.9229,1.49916580808407e-05
"MEX",197992540.534375,11448316846.9229,0.0172944672288303
"MHL",65605.6337337124,11448316846.9229,5.73059206964086e-06
"MKD",2514745.3305527,11448316846.9229,0.000219660703331129
"MLI",16431045.0869569,11448316846.9229,0.00143523675197488
"MLT",199497.228673469,11448316846.9229,1.74259003608107e-05
"MMR",73207924.1094573,11448316846.9229,0.00639464517695753
"MNE",1217035.80650487,11448316846.9229,0.000106306963964924
"MNG",1582778.3592003,11448316846.9229,0.000138254241244705
"MNP",15.2054620666899,11448316846.9229,1.32818319670955e-09
"MOZ",14558780.5956426,11448316846.9229,0.00127169616200444
"MRT",3234661.04295836,11448316846.9229,0.00028254468200081
"MSR",8312.96165797181,11448316846.9229,7.26129593469993e-07
"MTQ",395053.306295915,11448316846.9229,3.45075447839389e-05
"MUS",4110322.17000893,11448316846.9229,0.000359032880114049
"MWI",15227570.2135873,11448316846.9229,0.00133011432310944
"MYS",98530713.7913586,11448316846.9229,0.00860656768229137
"MYT",3267.6494212315,11448316846.9229,2.85426186654659e-07
"NAM",1478913.76530859,11448316846.9229,0.000129181764016786
"NCL",76649.4208675478,11448316846.9229,6.69525676939572e-06
"NER",10155226.3009596,11448316846.9229,0.000887049724142562
"NFK",2331.93822552887,11448316846.9229,2.03692669997656e-07
"NGA",155217806.768544,11448316846.9229,0.0135581333783807
"NIC",11291262.7297932,11448316846.9229,0.000986281466592017
"NIU",7172.18361974148,11448316846.9229,6.26483675778874e-07
"NLD",68665461.7597816,11448316846.9229,0.00599786524760952
"NOR",14167483.9640164,11448316846.9229,0.00123751675931509
"NPL",24824745.4855218,11448316846.9229,0.00216841880055007
"NRU",8597.63254389118,11448316846.9229,7.50995334847152e-07
"NZL",33581123.1023777,11448316846.9229,0.00293328037224997
"OMN",2140976.15659974,11448316846.9229,0.000187012308029821
"PAK",226838456.882128,11448316846.9229,0.0198141316243442
"PAN",4165282.56162599,11448316846.9229,0.00036383362002647
"PCN",1484.66560461028,11448316846.9229,1.29684181916168e-07
"PER",46570943.3327899,11448316846.9229,0.00406792928213786
"PHL",117765496.940145,11448316846.9229,0.0102867083882115
"PLW",11925.2939029616,11448316846.9229,1.04166350935394e-06
"PNG",8960361.40044813,11448316846.9229,0.000782679368527129
