"iso3c","country_tonnes","total_prod","prop_prod"
"POL",98979102.4904168,11448316846.9229,0.00864573402482482
"PRI",687711.40436051,11448316846.9229,6.00709618327302e-05
"PRK",13443574.6333178,11448316846.9229,0.00117428394174215
"PRT",19666144.6237099,11448316846.9229,0.00171781973600737
"PRY",35840879.6525397,11448316846.9229,0.0031306680389592
"PSE",278577.537572136,11448316846.9229,2.43334929751715e-05
"PYF",143310.098936783,11448316846.9229,1.25180059962528e-05
"QAT",362086.743769482,11448316846.9229,3.16279457156013e-05
"REU",80847.0393950972,11448316846.9229,7.06191490645433e-06
"ROU",61888723.4968012,11448316846.9229,0.00540592336186395
"RUS",381163313.146273,11448316846.9229,0.0332942665933221
"RWA",8128137.82918235,11448316846.9229,0.000709985401161135
"SAU",12492747.1015895,11448316846.9229,0.00109123002696657
"SDN",25858170.1922932,11448316846.9229,0.00225868750297939
"SEN",5771196.14515742,11448316846.9229,0.000504108701945002
"SGP",205891.901524691,11448316846.9229,1.79844691824747e-05
"SHN",46029.1371985351,11448316846.9229,4.02060301212809e-06
"SJM",50364.7199694923,11448316846.9229,4.39931219959459e-06
"SLB",739624.825556959,11448316846.9229,6.46055516672527e-05
"SLE",2796780.33995239,11448316846.9229,0.000244296203306437
"SLV",10460204.4170591,11448316846.9229,0.000913689283492406
"SMR",0.0175183651373415,11448316846.9229,1.53021316334812e-12
"SOM",2318137.2259425,11448316846.9229,0.00020248716531335
"SPM",2135.46211764109,11448316846.9229,1.86530661772788e-07
"SRB",20604557.7828366,11448316846.9229,0.00179978926669685
"SSD",5912346.51094997,11448316846.9229,0.00051643805722752
"STP",79272.2923598432,11448316846.9229,6.92436219400671e-06
"SUR",731212.462615282,11448316846.9229,6.38707394626152e-05
"SVK",9959358.69320055,11448316846.9229,0.000869940867847086
"SVN",3196740.76926203,11448316846.9229,0.00027923238079502
"SWE",27364902.6806882,11448316846.9229,0.00239029920700032
"SWZ",5952203.8938737,11448316846.9229,0.000519919563151637
"SXM",100.481712225063,11448316846.9229,8.77698561007864e-09
"SYC",87655.123007526,11448316846.9229,7.65659477978947e-06
"SYR",11884647.9903654,11448316846.9229,0.00103811312608453
"TCA",3452.53621526493,11448316846.9229,3.01575878919957e-07
"TCD",5608220.28571572,11448316846.9229,0.000489872909765167
"TGO",3927294.40089442,11448316846.9229,0.000343045571974189
"THA",255747326.403067,11448316846.9229,0.0223392949219262
"TJK",7214632.16150483,11448316846.9229,0.000630191517056411
"TKL",4879.52929019804,11448316846.9229,4.26222418146084e-07
"TKM",8692152.05209948,11448316846.9229,0.000759251527392497
"TLS",420601.102718458,11448316846.9229,3.67391214221597e-05
"TON",242260.883981914,11448316846.9229,2.11612665181457e-05
"TTO",253278.333745927,11448316846.9229,2.21236306727484e-05
"TUN",11875954.3033136,11448316846.9229,0.00103735374047632
"TUR",148172975.101929,11448316846.9229,0.0129427737791651
"TUV",32975.7502568403,11448316846.9229,2.88040160818081e-06
"TWN",20880824.3495398,11448316846.9229,0.00182392089848143
"TZA",39884098.2325015,11448316846.9229,0.00348383948189044
"UGA",23542761.4055587,11448316846.9229,0.002056438664334
"UKR",167430102.013583,11448316846.9229,0.0146248661923246
"URY",12371144.8655698,11448316846.9229,0.00108060818293083
"USA",1168533705.1417,11448316846.9229,0.102070349796073
"UZB",47429543.762106,11448316846.9229,0.00414292724391657
"VAT",0,11448316846.9229,0
"VCT",106375.872349492,11448316846.9229,9.29183510308625e-06
"VEN",21686416.402331,11448316846.9229,0.0018942886270797
"VGB",3195.64421640345,11448316846.9229,2.791365979063e-07
"VIR",3284.02127275684,11448316846.9229,2.86856252903196e-07
"VNM",119286821.774017,11448316846.9229,0.0104195947202561
"VUT",362969.212329092,11448316846.9229,3.1705028536719e-05
"WLF",21164.0136932036,11448316846.9229,1.84865722849836e-06
"WSM",16059.5014236595,11448316846.9229,1.40278275299272e-06
"XKO",1210577.1970834,11448316846.9229,0.000105742810342358
"XMI",74867.0128523592,11448316846.9229,6.53956506038544e-06
"YEM",5346629.25714451,11448316846.9229,0.00046702317280654
"ZAF",66437598.0173452,11448316846.9229,0.0058032633884694
"ZMB",10075804.0299819,11448316846.9229,0.000880112261453535
"ZWE",5819283.40174551,11448316846.9229,0.000508309079802383
NA,0,11448316846.9229,0
