"iso3c","category1_production","category2_production","tonnes"
"BRA","demersal_meat","marine_fisheries",59.4633955393057
"BRN","demersal_meat","marine_fisheries",33.5953593116384
"KHM","demersal_meat","marine_fisheries",25.4589471629819
"IDN","demersal_meat","marine_fisheries",195950.80069059
"MYS","demersal_meat","marine_fisheries",6175.23833445795
"MMR","demersal_meat","marine_fisheries",1550.64300307922
"PNG","demersal_meat","marine_fisheries",1370.9441090829
"PHL","demersal_meat","marine_fisheries",72.208072737888
"SGP","demersal_meat","marine_fisheries",42.9148724103557
"THA","demersal_meat","marine_fisheries",4341.48258320832
"VNM","demersal_meat","marine_fisheries",457.862551837012
"CHL","demersal_meat","marine_fisheries",81.4367436973205
"PER","demersal_meat","marine_fisheries",0.0205697534384095
"PRT","demersal_meat","marine_fisheries",0.176549622926785
"MOZ","demersal_meat","marine_fisheries",803.599693810293
"SLE","demersal_meat","marine_fisheries",2164.40388161874
"ESP","demersal_meat","marine_fisheries",6420.02428816556
"ECU","demersal_meat","marine_fisheries",731.937176104577
"MEX","demersal_meat","marine_fisheries",1723.39649266657
"PRT","demersal_meat","marine_fisheries",138.656311740273
"USA","demersal_meat","marine_fisheries",55736.4076809524
"GTM","demersal_meat","marine_fisheries",849.465919178523
"ITA","demersal_meat","marine_fisheries",54.9728911860599
"MEX","demersal_meat","marine_fisheries",41137.9681712159
"SLV","demersal_meat","marine_fisheries",294.354305697344
"GTM","demersal_meat","marine_fisheries",101.186727318072
"HND","demersal_meat","marine_fisheries",25.1359004896035
"MYS","demersal_meat","marine_fisheries",1078.79033731672
"MEX","demersal_meat","marine_fisheries",10813.2029712123
"NIC","demersal_meat","marine_fisheries",101.140167606567
"CHN","demersal_meat","marine_fisheries",927.755144641519
"EGY","demersal_meat","marine_fisheries",3.28259269645879
"GRC","demersal_meat","marine_fisheries",1.10727749502411
"ISR","demersal_meat","marine_fisheries",10.9691865602268
"JPN","demersal_meat","marine_fisheries",401.852791119074
"MYS","demersal_meat","marine_fisheries",2.11277303706253
"PRK","demersal_meat","marine_fisheries",17.9088903581112
"PSE","demersal_meat","marine_fisheries",0.578204165318582
"KOR","demersal_meat","marine_fisheries",185.043674831127
"TWN","demersal_meat","marine_fisheries",7.91403899770757
"VNM","demersal_meat","marine_fisheries",11.4118708285848
"ALB","demersal_meat","marine_fisheries",74.2261012703383
"DZA","demersal_meat","marine_fisheries",21.9602937760559
"HRV","demersal_meat","marine_fisheries",1252.07689516864
"FRA","demersal_meat","marine_fisheries",12.9052044705473
"GRC","demersal_meat","marine_fisheries",450.174326867186
"ITA","demersal_meat","marine_fisheries",776.576406571604
"LBY","demersal_meat","marine_fisheries",754.013004900328
"NAM","demersal_meat","marine_fisheries",0.0755875812363327
"PRT","demersal_meat","marine_fisheries",45.672970888153
"ZAF","demersal_meat","marine_fisheries",117.809415057982
"ESP","demersal_meat","marine_fisheries",135.569447603732
"TUN","demersal_meat","marine_fisheries",2730.89197156058
"TUR","demersal_meat","marine_fisheries",465.755852737311
"BGD","demersal_meat","marine_fisheries",1.54652639138049
"BRN","demersal_meat","marine_fisheries",2.74189942888975
"KHM","demersal_meat","marine_fisheries",7.7975517652065
"DEU","demersal_meat","marine_fisheries",2.7155796877264
"IDN","demersal_meat","marine_fisheries",84.5303893829313
"MYS","demersal_meat","marine_fisheries",412.161700851979
"MMR","demersal_meat","marine_fisheries",218.961258845848
"NLD","demersal_meat","marine_fisheries",0.160576401903898
"PHL","demersal_meat","marine_fisheries",25.5778318303992
"SGP","demersal_meat","marine_fisheries",1.42272801969112
"THA","demersal_meat","marine_fisheries",316.596892347351
"VNM","demersal_meat","marine_fisheries",17.2031582675211
"AUS","demersal_meat","marine_fisheries",2165.93364301408
"IDN","demersal_meat","marine_fisheries",22.6613231620644
"ITA","demersal_meat","marine_fisheries",3.15483358693816
"PNG","demersal_meat","marine_fisheries",28.9808668647663
"HSX","demersal_meat","marine_fisheries",35.4407301520816
"CHN","demersal_meat","marine_fisheries",639.046695324615
"PRK","demersal_meat","marine_fisheries",39.0791284447197
"KOR","demersal_meat","marine_fisheries",350.210343545846
"TWN","demersal_meat","marine_fisheries",2.8776384277635
"USA","demersal_meat","marine_fisheries",26.7476182464849
"DZA","demersal_meat","marine_fisheries",0.673157167240841
"BHR","demersal_meat","marine_fisheries",25.1924051036844
"CHN","demersal_meat","marine_fisheries",2.98651252166761
"EGY","demersal_meat","marine_fisheries",6.50564132399235
"FLK","demersal_meat","marine_fisheries",0.127729806914114
"IRN","demersal_meat","marine_fisheries",73.7444437499382
"ITA","demersal_meat","marine_fisheries",76.5283388151263
"JOR","demersal_meat","marine_fisheries",0.0161298616215631
"KWT","demersal_meat","marine_fisheries",31.6581636066037
"LBY","demersal_meat","marine_fisheries",32.5066625713187
"QAT","demersal_meat","marine_fisheries",34.792152552643
"SAU","demersal_meat","marine_fisheries",1290.32094319178
"TUN","demersal_meat","marine_fisheries",571.908354363526
"ARE","demersal_meat","marine_fisheries",50.3656469711174
"YEM","demersal_meat","marine_fisheries",0.525776298804892
"AUS","demersal_meat","marine_fisheries",276.377542874239
"BGD","demersal_meat","marine_fisheries",11.2536439554771
"BRN","demersal_meat","marine_fisheries",44.973044955488
"KHM","demersal_meat","marine_fisheries",302.403863977109
"CHN","demersal_meat","marine_fisheries",117.454822846609
"IND","demersal_meat","marine_fisheries",201.082393218946
"IDN","demersal_meat","marine_fisheries",33186.6037325674
"IRN","demersal_meat","marine_fisheries",78.2151119233538
"JPN","demersal_meat","marine_fisheries",7.39889530492751
"MYS","demersal_meat","marine_fisheries",5345.33092186509
"MMR","demersal_meat","marine_fisheries",3033.51291486407
"PAK","demersal_meat","marine_fisheries",4464.51369919416
"PNG","demersal_meat","marine_fisheries",290.936221583159
"PHL","demersal_meat","marine_fisheries",13263.7521450604
"SGP","demersal_meat","marine_fisheries",94.3887524163978
"SLB","demersal_meat","marine_fisheries",1.34363125709178
"TWN","demersal_meat","marine_fisheries",412.612361180228
"THA","demersal_meat","marine_fisheries",3907.75981451633
"TLS","demersal_meat","marine_fisheries",123.349782732936
"VNM","demersal_meat","marine_fisheries",313.752371802487
"HSX","demersal_meat","marine_fisheries",140.25118531531
"FRA","demersal_meat","marine_fisheries",2.86514544711809
"GBR","demersal_meat","marine_fisheries",0.244869617223446
"DNK","demersal_meat","marine_fisheries",39.0157713990414
"FRA","demersal_meat","marine_fisheries",184.367253676478
"DEU","demersal_meat","marine_fisheries",12.0107837632302
"GIB","demersal_meat","marine_fisheries",0.0761844544457655
"GGY","demersal_meat","marine_fisheries",25.1548328274932
"IRL","demersal_meat","marine_fisheries",4.1831082154352
"IMN","demersal_meat","marine_fisheries",0.00950533248612646
"JEY","demersal_meat","marine_fisheries",5.90089531934883
"MCO","demersal_meat","marine_fisheries",3.64141676956325e-05
"MAR","demersal_meat","marine_fisheries",1.08034459843668
"NLD","demersal_meat","marine_fisheries",12.6495226647066
"PRT","demersal_meat","marine_fisheries",28.0245852083871
"ESP","demersal_meat","marine_fisheries",79.1907148870172
"GBR","demersal_meat","marine_fisheries",53.4292649592771
"ALB","demersal_meat","marine_fisheries",1.17126606848572
"DZA","demersal_meat","marine_fisheries",8.02873442393414e-05
"HRV","demersal_meat","marine_fisheries",0.00029653647519476
"FRA","demersal_meat","marine_fisheries",1.16973819730915
"GIB","demersal_meat","marine_fisheries",0.0908679384653528
"GRC","demersal_meat","marine_fisheries",26.3899598194395
"ITA","demersal_meat","marine_fisheries",27.1082490175248
"MLT","demersal_meat","marine_fisheries",0.956367284237133
"MNE","demersal_meat","marine_fisheries",0.0575158557516349
"MAR","demersal_meat","marine_fisheries",0.957039144241804
"NOR","demersal_meat","marine_fisheries",0.00022999989503727
"PHL","demersal_meat","marine_fisheries",0.218629312960705
"PRT","demersal_meat","marine_fisheries",16.7414684380586
"ESP","demersal_meat","marine_fisheries",17.2226034760819
"TUN","demersal_meat","marine_fisheries",0.39712195935014
"TUR","demersal_meat","marine_fisheries",1.40495657127395
"CAN","demersal_meat","marine_fisheries",53482.409116735
"CHN","demersal_meat","marine_fisheries",4.81712001744261e-05
"DNK","demersal_meat","marine_fisheries",710.460234575819
"FRO","demersal_meat","marine_fisheries",0.085977652595725
"FRA","demersal_meat","marine_fisheries",0.00874310832295484
"GRL","demersal_meat","marine_fisheries",134368.179654625
"ISL","demersal_meat","marine_fisheries",927.183276393717
"IDN","demersal_meat","marine_fisheries",0.00337998903991443
"IRL","demersal_meat","marine_fisheries",1.24469867500451
"JPN","demersal_meat","marine_fisheries",1132.23801496902
"PRK","demersal_meat","marine_fisheries",0.0278977106720729
"NOR","demersal_meat","marine_fisheries",32231.7871425725
"PRT","demersal_meat","marine_fisheries",0.159041260469745
"RUS","demersal_meat","marine_fisheries",29930.3797611067
"SPM","demersal_meat","marine_fisheries",65.3682049749855
"KOR","demersal_meat","marine_fisheries",113.846419328521
"ESP","demersal_meat","marine_fisheries",1.72958200971437
"SJM","demersal_meat","marine_fisheries",3314.38289025673
"SWE","demersal_meat","marine_fisheries",303.315529986771
"GBR","demersal_meat","marine_fisheries",7751.04106594789
"USA","demersal_meat","marine_fisheries",9.14256349403115
"HSX","demersal_meat","marine_fisheries",404.541169895878
"RUS","demersal_meat","marine_fisheries",7950.51382580026
"USA","demersal_meat","marine_fisheries",14.5644020640313
"HSX","demersal_meat","marine_fisheries",0.0732290003195498
"JPN","demersal_meat","marine_fisheries",740.24391536662
"PRK","demersal_meat","marine_fisheries",30.6022433032009
"RUS","demersal_meat","marine_fisheries",2498.50341174941
"KOR","demersal_meat","marine_fisheries",85.3776979568719
"HSX","demersal_meat","marine_fisheries",168.792326305782
"CAN","demersal_meat","marine_fisheries",316.809265829481
"RUS","demersal_meat","marine_fisheries",578.576823052302
"USA","demersal_meat","marine_fisheries",16410.7147695159
"HSX","demersal_meat","marine_fisheries",0.761341694882927
"JPN","demersal_meat","marine_fisheries",6.67850105251389
"RUS","demersal_meat","marine_fisheries",61.7784690706687
"HSX","demersal_meat","marine_fisheries",2.7645013777748
"CAN","demersal_meat","marine_fisheries",3062.27128701094
"USA","demersal_meat","marine_fisheries",1.81993804928649
"BEL","demersal_meat","marine_fisheries",0.432819498485658
"CAN","demersal_meat","marine_fisheries",8.59870610121914
"DNK","demersal_meat","marine_fisheries",0.0776203718152676
"FRA","demersal_meat","marine_fisheries",3.52266443081319
"DEU","demersal_meat","marine_fisheries",0.027719492173012
"GRL","demersal_meat","marine_fisheries",70.2118246399586
"GGY","demersal_meat","marine_fisheries",1.35064215078144
"JEY","demersal_meat","marine_fisheries",0.186747608444532
"NLD","demersal_meat","marine_fisheries",5.60335987281914
"PRT","demersal_meat","marine_fisheries",0.00836689744825603
"RUS","demersal_meat","marine_fisheries",5.12463314463377
"ESP","demersal_meat","marine_fisheries",0.00235307988248628
"GBR","demersal_meat","marine_fisheries",9.25263606531253
"USA","demersal_meat","marine_fisheries",378.768483258342
"HSX","demersal_meat","marine_fisheries",2.63750595840689
"ECU","demersal_meat","marine_fisheries",135.011962896415
"RUS","demersal_meat","marine_fisheries",5.57105349168829
"BHR","demersal_meat","marine_fisheries",2.32429811416949
"SAU","demersal_meat","marine_fisheries",4.10992435426935
"SLE","demersal_meat","marine_fisheries",169.031460137865
"IND","demersal_meat","marine_fisheries",532.551626723396
"IDN","demersal_meat","marine_fisheries",548.98928195789
"IRN","demersal_meat","marine_fisheries",180.187205328586
"PAK","demersal_meat","marine_fisheries",18905.0287070446
"GBR","demersal_meat","marine_fisheries",158.362086739424
"ALB","demersal_meat","marine_fisheries",1065.61850290212
"DZA","demersal_meat","marine_fisheries",1266.62292080831
"AGO","demersal_meat","marine_fisheries",1012.09063589561
"BIH","demersal_meat","marine_fisheries",34.9584617120823
"HRV","demersal_meat","marine_fisheries",1846.14484421439
"CYP","demersal_meat","marine_fisheries",36.8534869954781
"EGY","demersal_meat","marine_fisheries",724.104498572338
"FRA","demersal_meat","marine_fisheries",880.475610610046
"GAB","demersal_meat","marine_fisheries",75.341815795587
"GMB","demersal_meat","marine_fisheries",820.108503999723
"GIB","demersal_meat","marine_fisheries",7.82649403135561
"GRC","demersal_meat","marine_fisheries",5736.65272005264
"GGY","demersal_meat","marine_fisheries",0.962269168127551
"GIN","demersal_meat","marine_fisheries",0.532740076145663
"GNB","demersal_meat","marine_fisheries",816.25898935437
"ISR","demersal_meat","marine_fisheries",88.2340043001868
"ITA","demersal_meat","marine_fisheries",10482.3696135385
"LBN","demersal_meat","marine_fisheries",16.5493703639474
"LBR","demersal_meat","marine_fisheries",2.74218422019686
"LBY","demersal_meat","marine_fisheries",599.086282574707
"MLT","demersal_meat","marine_fisheries",599.174599700344
"MRT","demersal_meat","marine_fisheries",1200.7153298955
"MCO","demersal_meat","marine_fisheries",0.101272525864232
"MNE","demersal_meat","marine_fisheries",215.904242159531
"MAR","demersal_meat","marine_fisheries",78.4889795590859
"NLD","demersal_meat","marine_fisheries",28.759742327516
"PSE","demersal_meat","marine_fisheries",2.35606894878141
"PRT","demersal_meat","marine_fisheries",787.350773402659
"COG","demersal_meat","marine_fisheries",489.467134883972
"SEN","demersal_meat","marine_fisheries",3368.03663518537
"SLE","demersal_meat","marine_fisheries",0.189626149918275
"ESP","demersal_meat","marine_fisheries",1618.11413856506
"SYR","demersal_meat","marine_fisheries",68.8549087889539
"TUN","demersal_meat","marine_fisheries",4934.96267743244
"TUR","demersal_meat","marine_fisheries",3189.1611511601
"GBR","demersal_meat","marine_fisheries",2.48926552552414
"ESH","demersal_meat","marine_fisheries",64.2015434446408
"COD","demersal_meat","marine_fisheries",23.4310522021792
"HSX","demersal_meat","marine_fisheries",114.581252788445
"ALB","demersal_meat","marine_fisheries",0.0354988285555318
"DZA","demersal_meat","marine_fisheries",0.0011349974040331
"ARG","demersal_meat","marine_fisheries",12.9303334429361
"ABW","demersal_meat","marine_fisheries",85.4699673505796
"BES","demersal_meat","marine_fisheries",0.0327733977426492
"BRA","demersal_meat","marine_fisheries",4717.4919037822
"COL","demersal_meat","marine_fisheries",70.0804489304303
"CRI","demersal_meat","marine_fisheries",211.334172181067
"HRV","demersal_meat","marine_fisheries",8.38940728142052e-05
"CUW","demersal_meat","marine_fisheries",60.3893986392504
"ECU","demersal_meat","marine_fisheries",682.520224089561
"SLV","demersal_meat","marine_fisheries",376.312155581985
"FRA","demersal_meat","marine_fisheries",0.0265328102628302
"GUF","demersal_meat","marine_fisheries",56.2402048682701
"GIB","demersal_meat","marine_fisheries",0.0346188226100382
"GRC","demersal_meat","marine_fisheries",0.451060625597725
"GTM","demersal_meat","marine_fisheries",467.38057797671
"GUY","demersal_meat","marine_fisheries",1.02979628391915
"HND","demersal_meat","marine_fisheries",17.2861721997017
"ITA","demersal_meat","marine_fisheries",0.787298870910838
"MLT","demersal_meat","marine_fisheries",0.0724524735127478
"MEX","demersal_meat","marine_fisheries",45.9391137056647
"MNE","demersal_meat","marine_fisheries",0.00894221682318322
"MAR","demersal_meat","marine_fisheries",4.25168585355014
"NIC","demersal_meat","marine_fisheries",76.6463434916087
"PAN","demersal_meat","marine_fisheries",214.34277197398
"PER","demersal_meat","marine_fisheries",3.33862406407272
"PRT","demersal_meat","marine_fisheries",9.87460790766533
"RUS","demersal_meat","marine_fisheries",5.47945716265126
"ESP","demersal_meat","marine_fisheries",27.8411792610715
"TTO","demersal_meat","marine_fisheries",112.92184373752
"TUN","demersal_meat","marine_fisheries",0.0329001109580693
"URY","demersal_meat","marine_fisheries",18.4053651517981
"VEN","demersal_meat","marine_fisheries",2354.33510626485
"HSX","demersal_meat","marine_fisheries",2.1416495008583
"AUS","demersal_meat","marine_fisheries",587.78595400331
"BGD","demersal_meat","marine_fisheries",4182.71216368037
"BRN","demersal_meat","marine_fisheries",5.44413090709054
"KHM","demersal_meat","marine_fisheries",6.96943552315234
"CHN","demersal_meat","marine_fisheries",6.22637747043981
"IND","demersal_meat","marine_fisheries",307036.367356144
"IDN","demersal_meat","marine_fisheries",27669.1439737822
"IRL","demersal_meat","marine_fisheries",0.0331765741202182
"JPN","demersal_meat","marine_fisheries",0.00195666701706385
"MYS","demersal_meat","marine_fisheries",1543.11931551006
"MMR","demersal_meat","marine_fisheries",123.051118424665
"PAK","demersal_meat","marine_fisheries",1696.74533386985
"PNG","demersal_meat","marine_fisheries",353.332641129739
"PHL","demersal_meat","marine_fisheries",902.613952394422
"SGP","demersal_meat","marine_fisheries",37.325421595651
"ESP","demersal_meat","marine_fisheries",43.6524856530645
"LKA","demersal_meat","marine_fisheries",2732.19632369003
"TWN","demersal_meat","marine_fisheries",42.9090810194413
"THA","demersal_meat","marine_fisheries",150.695754412377
"GBR","demersal_meat","marine_fisheries",0.363112926223788
"VNM","demersal_meat","marine_fisheries",234.735820740969
"HSX","demersal_meat","marine_fisheries",4228.06780274847
"BRA","demersal_meat","marine_fisheries",0.24020935051935
"CHN","demersal_meat","marine_fisheries",26.1646216699507
"TWN","demersal_meat","marine_fisheries",66.8304065811582
"BHR","demersal_meat","marine_fisheries",1891.06187484806
"BGD","demersal_meat","marine_fisheries",5.70794462777378
"BRN","demersal_meat","marine_fisheries",17.8403649148744
"KHM","demersal_meat","marine_fisheries",80.7065423093249
"EGY","demersal_meat","marine_fisheries",10.814105104903
"IND","demersal_meat","marine_fisheries",0.0895336497360996
"IDN","demersal_meat","marine_fisheries",206.147163752613
"IRN","demersal_meat","marine_fisheries",1158.00533366899
"IRQ","demersal_meat","marine_fisheries",8.65378195188193
"KWT","demersal_meat","marine_fisheries",240.970533440566
"MYS","demersal_meat","marine_fisheries",1189.13853323447
"MMR","demersal_meat","marine_fisheries",1126.76258999266
"PHL","demersal_meat","marine_fisheries",13.5574399828449
"QAT","demersal_meat","marine_fisheries",807.187638873946
"SAU","demersal_meat","marine_fisheries",10454.335893222
"SGP","demersal_meat","marine_fisheries",9.19942307225339
"SDN","demersal_meat","marine_fisheries",211.476620279347
"THA","demersal_meat","marine_fisheries",980.552101121174
"ARE","demersal_meat","marine_fisheries",345.779478417353
"VNM","demersal_meat","marine_fisheries",106.181246858453
"YEM","demersal_meat","marine_fisheries",273.714182120321
"HSX","demersal_meat","marine_fisheries",86.1172020438427
"ALB","demersal_meat","marine_fisheries",0.144342686386109
"AGO","demersal_meat","marine_fisheries",59.7418859605669
"ARG","demersal_meat","marine_fisheries",5.99660046412877
"ABW","demersal_meat","marine_fisheries",0.0632886487797081
"AUS","demersal_meat","marine_fisheries",16663.5391199621
"BHR","demersal_meat","marine_fisheries",7.78160537739649
"BGD","demersal_meat","marine_fisheries",50.8826767744959
"BLZ","demersal_meat","marine_fisheries",121.714762986998
"BEN","demersal_meat","marine_fisheries",0.0756216956353625
"BES","demersal_meat","marine_fisheries",3.88771028975673e-05
"BRA","demersal_meat","marine_fisheries",5784.97657178875
"BRN","demersal_meat","marine_fisheries",351.566316597395
"KHM","demersal_meat","marine_fisheries",508.917011043433
"CMR","demersal_meat","marine_fisheries",900.788498363181
"CHL","demersal_meat","marine_fisheries",960.607768414749
"CXR","demersal_meat","marine_fisheries",20.9993326037647
"CCK","demersal_meat","marine_fisheries",13.598226799208
"COL","demersal_meat","marine_fisheries",307.231318202064
"CRI","demersal_meat","marine_fisheries",441.770694878167
"CIV","demersal_meat","marine_fisheries",294.741793494542
"HRV","demersal_meat","marine_fisheries",0.00030899599095925
"CUW","demersal_meat","marine_fisheries",0.141299902970419
"CYP","demersal_meat","marine_fisheries",1.24251559641868
"DJI","demersal_meat","marine_fisheries",9.68236688935538
"DOM","demersal_meat","marine_fisheries",66.3517145842538
"ECU","demersal_meat","marine_fisheries",1010.10843748364
"EGY","demersal_meat","marine_fisheries",5.07395142736514
"SLV","demersal_meat","marine_fisheries",140.617210781404
"GNQ","demersal_meat","marine_fisheries",551.624892119318
"ERI","demersal_meat","marine_fisheries",260.229279506799
"FRA","demersal_meat","marine_fisheries",1.63915735986532
"GUF","demersal_meat","marine_fisheries",563.953267602906
"GAB","demersal_meat","marine_fisheries",377.840222296711
"GHA","demersal_meat","marine_fisheries",17.1759443903566
"GRC","demersal_meat","marine_fisheries",1.68788759221395
"GTM","demersal_meat","marine_fisheries",226.587771386628
"GIN","demersal_meat","marine_fisheries",11.7559132351423
"GUY","demersal_meat","marine_fisheries",556.587137805164
"HTI","demersal_meat","marine_fisheries",4.24806352579733
"HND","demersal_meat","marine_fisheries",1189.09012716007
"IND","demersal_meat","marine_fisheries",211.611376444155
"IDN","demersal_meat","marine_fisheries",1145.51612974971
"IRN","demersal_meat","marine_fisheries",88.8386514957198
"IRL","demersal_meat","marine_fisheries",0.00828998914091512
"ISR","demersal_meat","marine_fisheries",0.353911488070209
"ITA","demersal_meat","marine_fisheries",18.8787683944439
"JOR","demersal_meat","marine_fisheries",0.19587095706741
"KEN","demersal_meat","marine_fisheries",54.3629006563026
"KWT","demersal_meat","marine_fisheries",4.9662019073937
"LBN","demersal_meat","marine_fisheries",0.516296257072346
"LBR","demersal_meat","marine_fisheries",46.8860779646006
"MYS","demersal_meat","marine_fisheries",8574.99883580456
"MLT","demersal_meat","marine_fisheries",0.375244112479271
"MRT","demersal_meat","marine_fisheries",50.0072028135567
"MEX","demersal_meat","marine_fisheries",7685.38936356434
"MCO","demersal_meat","marine_fisheries",0.00158749092908212
"MNE","demersal_meat","marine_fisheries",0.0278417209929073
"MOZ","demersal_meat","marine_fisheries",14840.4342674932
"MMR","demersal_meat","marine_fisheries",5657.51660770054
"NIC","demersal_meat","marine_fisheries",2582.54540184685
"NGA","demersal_meat","marine_fisheries",182.246097044923
"NFK","demersal_meat","marine_fisheries",47.760186051138
"OMN","demersal_meat","marine_fisheries",25.0882791775767
"PAK","demersal_meat","marine_fisheries",5519.67414091276
"PSE","demersal_meat","marine_fisheries",0.0032981823053207
"PAN","demersal_meat","marine_fisheries",728.25659430841
"PNG","demersal_meat","marine_fisheries",154.113668044762
"PER","demersal_meat","marine_fisheries",26702.469823926
"PHL","demersal_meat","marine_fisheries",20449.9683279324
"PRT","demersal_meat","marine_fisheries",123.416791139197
"QAT","demersal_meat","marine_fisheries",4.90871868257413
"COG","demersal_meat","marine_fisheries",296.06315233351
"SAU","demersal_meat","marine_fisheries",228.763941178841
"SLE","demersal_meat","marine_fisheries",676.734128796808
"SGP","demersal_meat","marine_fisheries",8.22258076039
"SLB","demersal_meat","marine_fisheries",163.732044687065
"SOM","demersal_meat","marine_fisheries",28.4369967682545
"ZAF","demersal_meat","marine_fisheries",96.6384046020187
"ESP","demersal_meat","marine_fisheries",78.337999711245
"SDN","demersal_meat","marine_fisheries",5.87857552255088
"SUR","demersal_meat","marine_fisheries",493.451359057984
"SYR","demersal_meat","marine_fisheries",0.122661072989231
"TZA","demersal_meat","marine_fisheries",2271.40777050125
"THA","demersal_meat","marine_fisheries",5141.95178924816
"TGO","demersal_meat","marine_fisheries",0.618555324549156
"TTO","demersal_meat","marine_fisheries",447.676771786984
"TUN","demersal_meat","marine_fisheries",0.0924101734851201
"TUR","demersal_meat","marine_fisheries",0.908417970189283
"ARE","demersal_meat","marine_fisheries",3.9680831067938
"USA","demersal_meat","marine_fisheries",294.696759748807
"URY","demersal_meat","marine_fisheries",36.0438164302914
"VEN","demersal_meat","marine_fisheries",439.881686029236
"VNM","demersal_meat","marine_fisheries",258.310208828491
"ESH","demersal_meat","marine_fisheries",4.08585359723047
"YEM","demersal_meat","marine_fisheries",1093.98679993025
"XMI","demersal_meat","marine_fisheries",17.8497065633186
"HSX","demersal_meat","marine_fisheries",206.283780558739
"ARG","demersal_meat","marine_fisheries",307533.141064716
"BRA","demersal_meat","marine_fisheries",1069.72491445496
"CHN","demersal_meat","marine_fisheries",3731.041832302
"URY","demersal_meat","marine_fisheries",21272.9750846208
"BHS","demersal_meat","marine_fisheries",9.73706986797781
"PRI","demersal_meat","marine_fisheries",4.85928479094337
"USA","demersal_meat","marine_fisheries",159.332465394521
"HSX","demersal_meat","marine_fisheries",29.3598519480887
"AGO","demersal_meat","marine_fisheries",22.9383747484157
"PRT","demersal_meat","marine_fisheries",31.7780709050106
"COG","demersal_meat","marine_fisheries",0.666916703606305
"ESP","demersal_meat","marine_fisheries",9.54342185680061
"USA","demersal_meat","marine_fisheries",0.00246999393087522
"XMI","demersal_meat","marine_fisheries",3.61290120838036
"COD","demersal_meat","marine_fisheries",0.00335341489235081
"CHN","demersal_meat","marine_fisheries",2.94837562261779
"JPN","demersal_meat","marine_fisheries",68.8013169241691
"PRK","demersal_meat","marine_fisheries",1.49896470878788
"RUS","demersal_meat","marine_fisheries",154.686336100147
"KOR","demersal_meat","marine_fisheries",22.0919780382236
"TWN","demersal_meat","marine_fisheries",0.764302832563574
"USA","demersal_meat","marine_fisheries",0.479106842528892
"HSX","demersal_meat","marine_fisheries",12.8963928997102
"AUS","demersal_meat","marine_fisheries",131.846756660471
"BGD","demersal_meat","marine_fisheries",52.4262249786643
"BRN","demersal_meat","marine_fisheries",1719.61953888159
"KHM","demersal_meat","marine_fisheries",103.931006070964
"IND","demersal_meat","marine_fisheries",0.330226334588518
"IDN","demersal_meat","marine_fisheries",7605.02907009141
"MYS","demersal_meat","marine_fisheries",55156.6293621374
"MOZ","demersal_meat","marine_fisheries",5068.36002756965
"MMR","demersal_meat","marine_fisheries",4898.97015918217
"PHL","demersal_meat","marine_fisheries",21915.5459165485
"SAU","demersal_meat","marine_fisheries",205.153977759757
"SGP","demersal_meat","marine_fisheries",80.8285003264286
"ZAF","demersal_meat","marine_fisheries",23.331573623837
"TZA","demersal_meat","marine_fisheries",53.6994509820111
"THA","demersal_meat","marine_fisheries",10006.8334226176
"VNM","demersal_meat","marine_fisheries",3056.22537075327
"HSX","demersal_meat","marine_fisheries",1.29121549995213
"ALB","demersal_meat","marine_fisheries",23.5368158944966
"DZA","demersal_meat","marine_fisheries",192.472174497836
"ASM","demersal_meat","marine_fisheries",10.170624209764
"AGO","demersal_meat","marine_fisheries",262.61387231168
"AIA","demersal_meat","marine_fisheries",0.0520072023710751
"AUS","demersal_meat","marine_fisheries",4693.05934116529
"BHS","demersal_meat","marine_fisheries",0.29233270153809
"BHR","demersal_meat","marine_fisheries",1707.44701405177
"BGD","demersal_meat","marine_fisheries",1573.91459722155
"BEN","demersal_meat","marine_fisheries",0.156434678870254
"BES","demersal_meat","marine_fisheries",0.495806383765692
"BIH","demersal_meat","marine_fisheries",0.0753802664927044
"VGB","demersal_meat","marine_fisheries",9.18189914614505
"BRN","demersal_meat","marine_fisheries",1965.02943675005
"BGR","demersal_meat","marine_fisheries",4.82897714561392
"KHM","demersal_meat","marine_fisheries",17733.8797472368
"CMR","demersal_meat","marine_fisheries",2080.05077375603
"CAN","demersal_meat","marine_fisheries",1362.28940370229
"CHL","demersal_meat","marine_fisheries",0.00095274748260781
"CHN","demersal_meat","marine_fisheries",137186.373402527
"COL","demersal_meat","marine_fisheries",72.4349072493141
"CRI","demersal_meat","marine_fisheries",445.256547041773
"CIV","demersal_meat","marine_fisheries",229.431508603349
"HRV","demersal_meat","marine_fisheries",321.115598962918
"CUB","demersal_meat","marine_fisheries",0.286243768502287
"CYP","demersal_meat","marine_fisheries",102.835646609456
"DOM","demersal_meat","marine_fisheries",9.45356853356916
"ECU","demersal_meat","marine_fisheries",20.9993011692516
"EGY","demersal_meat","marine_fisheries",4388.25465342364
"GNQ","demersal_meat","marine_fisheries",4260.51746916349
"ERI","demersal_meat","marine_fisheries",3363.13441141005
"FJI","demersal_meat","marine_fisheries",475.912209534355
"FRA","demersal_meat","marine_fisheries",262.995764429771
"GMB","demersal_meat","marine_fisheries",376.271200291168
"GEO","demersal_meat","marine_fisheries",0.178087918029264
"GHA","demersal_meat","marine_fisheries",629.099949217078
"GIB","demersal_meat","marine_fisheries",6.1230195157922
