"iso3c","country","origin","cum_pressure_prop_final","cum_pressure_percent_final"
"POL","Poland","land",0.978216345850246,97.82
"POL","Poland","marine",0.0210420324338924,2.1
"PRI","Puerto Rico","freshwater",0.000664256587269112,0.07
"PRI","Puerto Rico","land",0.985836930234225,98.58
"PRI","Puerto Rico","marine",0.0134988131785062,1.35
"PRK","North Korea","freshwater",0.00112824772618564,0.11
"PRK","North Korea","land",0.834065330631299,83.41
"PRK","North Korea","marine",0.164806421642516,16.48
"PRT","Portugal","freshwater",0.000756247318354854,0.08
"PRT","Portugal","land",0.804496607911668,80.45
"PRT","Portugal","marine",0.194747144769977,19.47
"PRY","Paraguay","freshwater",0.00148147906300838,0.15
"PRY","Paraguay","land",0.998518520936992,99.85
"PRY","Paraguay","marine",0,0
"PSE","Palestina","freshwater",0.00139549115491022,0.14
"PSE","Palestina","land",0.954484268425319,95.45
"PSE","Palestina","marine",0.0441202404197707,4.41
"PYF","French Polynesia","freshwater",0,0
"PYF","French Polynesia","land",0.46514597763248,46.51
"PYF","French Polynesia","marine",0.53485402236752,53.49
"QAT","Qatar","freshwater",4.08354199080521e-05,0
"QAT","Qatar","land",0.335436929330757,33.54
"QAT","Qatar","marine",0.664522235249335,66.45
"REU","Reunion","freshwater",0,0
"REU","Reunion","land",0.987801785005282,98.78
"REU","Reunion","marine",0.0121982149947174,1.22
"ROU","Romania","freshwater",0.00124425559689621,0.12
"ROU","Romania","land",0.996213966596521,99.62
"ROU","Romania","marine",0.00254177780658321,0.25
"RUS","Russia","freshwater",0.0107050479971995,1.07
"RUS","Russia","land",0.74043389905617,74.04
"RUS","Russia","marine",0.248861052946631,24.89
"RWA","Rwanda","freshwater",0.000314236200790504,0.03
"RWA","Rwanda","land",0.999685763799209,99.97
"RWA","Rwanda","marine",0,0
"SAU","Saudi Arabia","freshwater",0.00136155365177141,0.14
"SAU","Saudi Arabia","land",0.488326662671514,48.83
"SAU","Saudi Arabia","marine",0.510311783676715,51.03
"SDN","Sudan","freshwater",0.00128992802939676,0.13
"SDN","Sudan","land",0.95483280035805,95.48
"SDN","Sudan","marine",0.0438772716125532,4.39
"SEN","Senegal","freshwater",0.000417052747744432,0.04
"SEN","Senegal","land",0.865082106828831,86.51
"SEN","Senegal","marine",0.134500840423424,13.45
"SGP","Singapore","freshwater",0.000403906159749215,0.04
"SGP","Singapore","land",0.370213976334366,37.02
"SGP","Singapore","marine",0.629382117505884,62.94
"SHN","Saint Helena","freshwater",0,0
"SHN","Saint Helena","land",0.00480439772191615,0.48
"SHN","Saint Helena","marine",0.995195602278084,99.52
"SJM","Svalbard and Jan Mayen","freshwater",0.0256497304031895,2.56
"SJM","Svalbard and Jan Mayen","land",0.0179409384306207,1.79
"SJM","Svalbard and Jan Mayen","marine",0.95640933116619,95.64
"SLB","Solomon Islands","freshwater",0.00526432524705628,0.53
"SLB","Solomon Islands","land",0.300420043752236,30.04
"SLB","Solomon Islands","marine",0.694315631000707,69.43
"SLE","Sierra Leone","freshwater",0.00224716743909895,0.22
"SLE","Sierra Leone","land",0.827979439858192,82.8
"SLE","Sierra Leone","marine",0.16977339270271,16.98
"SLV","El Salvador","freshwater",0.000788798996808091,0.08
"SLV","El Salvador","land",0.979860319388626,97.99
"SLV","El Salvador","marine",0.0193508816145661,1.94
"SMR","San Marino","freshwater",0.000462802733327625,0.05
"SMR","San Marino","land",0.999537197266672,99.95
"SMR","San Marino","marine",0,0
"SOM","Somalia","freshwater",0.00188025255601414,0.19
"SOM","Somalia","land",0.830246797103013,83.02
"SOM","Somalia","marine",0.167872950340973,16.79
"SPM","Saint Pierre and Miquelon","freshwater",0.0034216435864832,0.34
"SPM","Saint Pierre and Miquelon","land",0.02482601447132,2.48
"SPM","Saint Pierre and Miquelon","marine",0.971752341942197,97.18
"SRB","Serbia","freshwater",0.00185497562405786,0.19
"SRB","Serbia","land",0.998145024375942,99.81
"SRB","Serbia","marine",0,0
"SSD","South Sudan","freshwater",0.00244614776374272,0.24
"SSD","South Sudan","land",0.997553852236257,99.76
"SSD","South Sudan","marine",0,0
"STP","São Tomé and Príncipe","freshwater",0.000549617980390841,0.05
"STP","São Tomé and Príncipe","land",0.672918948067295,67.29
"STP","São Tomé and Príncipe","marine",0.326531433952314,32.65
"SUR","Suriname","freshwater",0.0174305439964522,1.74
"SUR","Suriname","land",0.69961267171984,69.96
"SUR","Suriname","marine",0.282956784283708,28.3
"SVK","Slovakia","freshwater",0.00138837067076352,0.14
"SVK","Slovakia","land",0.998611629329236,99.86
"SVK","Slovakia","marine",0,0
"SVN","Slovenia","freshwater",0.00169568787026338,0.17
"SVN","Slovenia","land",0.952064762790428,95.21
"SVN","Slovenia","marine",0.0462395493393086,4.62
"SWE","Sweden","freshwater",0.00453770804057428,0.45
"SWE","Sweden","land",0.753063124363989,75.31
"SWE","Sweden","marine",0.242399167595437,24.24
"SWZ","Swaziland","freshwater",0.0008270707773916,0.08
"SWZ","Swaziland","land",0.999172929222608,99.92
"SWZ","Swaziland","marine",0,0
"SXM","Sint Maarten","freshwater",0.00185670286049275,0.19
"SXM","Sint Maarten","land",0,0
"SXM","Sint Maarten","marine",0.998143297139507,99.81
"SYC","Seychelles","freshwater",7.33965810816553e-05,0.01
"SYC","Seychelles","land",0.177071096679797,17.71
"SYC","Seychelles","marine",0.822855506739122,82.29
"SYR","Syria","freshwater",0.000431678411281814,0.04
"SYR","Syria","land",0.996976689448547,99.7
"SYR","Syria","marine",0.00259163214017158,0.26
"TCA","Turks and Caicos Islands","freshwater",0.00152936589624638,0.15
"TCA","Turks and Caicos Islands","land",0.0649769895906251,6.5
"TCA","Turks and Caicos Islands","marine",0.933493644513128,93.35
"TCD","Chad","freshwater",0.00142159261092191,0.14
"TCD","Chad","land",0.998578407389078,99.86
"TCD","Chad","marine",0,0
"TGO","Togo","freshwater",0.000489605701985468,0.05
"TGO","Togo","land",0.978156806910971,97.82
"TGO","Togo","marine",0.0213535873870435,2.14
"THA","Thailand","freshwater",0.000692604659013784,0.07
"THA","Thailand","land",0.906176719882403,90.62
"THA","Thailand","marine",0.0931306754585828,9.31
"TJK","Tajikistan","freshwater",0.0013438347944998,0.13
"TJK","Tajikistan","land",0.9986561652055,99.87
"TJK","Tajikistan","marine",0,0
"TKL","Tokelau","freshwater",0,0
"TKL","Tokelau","land",0.342119676512436,34.21
"TKL","Tokelau","marine",0.657880323487564,65.79
"TKM","Turkmenistan","freshwater",0.00114696753442993,0.11
"TKM","Turkmenistan","land",0.99885303246557,99.89
"TKM","Turkmenistan","marine",0,0
"TLS","Timor-Leste","freshwater",0.000955363853699983,0.1
"TLS","Timor-Leste","land",0.628120363033353,62.81
"TLS","Timor-Leste","marine",0.370924273112947,37.09
"TON","Tonga","freshwater",0,0
"TON","Tonga","land",0.5778751402569,57.79
"TON","Tonga","marine",0.4221248597431,42.21
"TTO","Trinidad and Tobago","freshwater",0.000553473343491653,0.06
"TTO","Trinidad and Tobago","land",0.837808171209621,83.78
"TTO","Trinidad and Tobago","marine",0.161638355446888,16.16
"TUN","Tunisia","freshwater",0.000261037116137991,0.03
"TUN","Tunisia","land",0.88310010542318,88.31
"TUN","Tunisia","marine",0.116638857460682,11.66
"TUR","Turkey","freshwater",0.000580299813235872,0.06
"TUR","Turkey","land",0.960297951828748,96.03
"TUR","Turkey","marine",0.0391217483580164,3.91
"TUV","Tuvalu","freshwater",6.35465615441973e-05,0.01
"TUV","Tuvalu","land",0.0684945170129427,6.85
"TUV","Tuvalu","marine",0.931441936425513,93.14
"TWN","Taiwan","freshwater",0.00028202684093175,0.03
"TWN","Taiwan","land",0.709354862447385,70.94
"TWN","Taiwan","marine",0.290363110711683,29.04
"TZA","Tanzania","freshwater",0.00107794777843518,0.11
"TZA","Tanzania","land",0.96868117232031,96.87
"TZA","Tanzania","marine",0.0302408799012551,3.02
"UGA","Uganda","freshwater",0.000526405800789569,0.05
"UGA","Uganda","land",0.99947359419921,99.95
"UGA","Uganda","marine",0,0
"UKR","Ukraine","freshwater",0.000695023635505524,0.07
"UKR","Ukraine","land",0.994487546956905,99.45
"UKR","Ukraine","marine",0.00481742940758921,0.48
"URY","Uruguay","freshwater",0.000971827442604714,0.1
"URY","Uruguay","land",0.92234018645614,92.23
"URY","Uruguay","marine",0.0766879861012552,7.67
"USA","United States","freshwater",0.00182430097509362,0.18
"USA","United States","land",0.923669607860782,92.37
"USA","United States","marine",0.0745060911641239,7.45
"UZB","Uzbekistan","freshwater",0.000339765634244799,0.03
"UZB","Uzbekistan","land",0.999660234365755,99.97
"UZB","Uzbekistan","marine",0,0
"VCT","Saint Vincent and the Grenadines","freshwater",0.000926294385499649,0.09
"VCT","Saint Vincent and the Grenadines","land",0.699729020583244,69.97
"VCT","Saint Vincent and the Grenadines","marine",0.299344685031256,29.93
"VEN","Venezuela","freshwater",0.00701006153520383,0.7
"VEN","Venezuela","land",0.943920020176982,94.39
"VEN","Venezuela","marine",0.0490699182878141,4.91
"VGB","British Virgin Islands","freshwater",0.00110246533320362,0.11
"VGB","British Virgin Islands","land",0.0160575289687511,1.61
"VGB","British Virgin Islands","marine",0.982840005698045,98.28
"VIR","Virgin Islands, U.S.","freshwater",0.000743320914599503,0.07
"VIR","Virgin Islands, U.S.","land",0.97560715979847,97.56
"VIR","Virgin Islands, U.S.","marine",0.0236495192869301,2.36
"VNM","Vietnam","freshwater",0.000653631893394702,0.07
"VNM","Vietnam","land",0.734534769734366,73.45
"VNM","Vietnam","marine",0.264811598372239,26.48
"VUT","Vanuatu","freshwater",0.0023539610529045,0.24
"VUT","Vanuatu","land",0.836234219209557,83.62
"VUT","Vanuatu","marine",0.161411819737538,16.14
"WLF","Wallis and Futuna","freshwater",0,0
"WLF","Wallis and Futuna","land",0.738123192692299,73.81
"WLF","Wallis and Futuna","marine",0.261876807307701,26.19
"WSM","Samoa","freshwater",0,0
"WSM","Samoa","land",0.69996376026591,70
"WSM","Samoa","marine",0.30003623973409,30
"XKO","Kosovo","freshwater",0.00114995487390238,0.11
"XKO","Kosovo","land",0.998850045126098,99.89
"XKO","Kosovo","marine",0,0
"XMI","Madeira Island","freshwater",0.000175982381715415,0.02
"XMI","Madeira Island","land",0.126235082898664,12.62
"XMI","Madeira Island","marine",0.873588934719621,87.36
"YEM","Yemen","freshwater",0.000729868079964659,0.07
"YEM","Yemen","land",0.857877889302992,85.79
"YEM","Yemen","marine",0.141392242617044,14.14
"ZAF","South Africa","freshwater",0.000857640322886658,0.09
"ZAF","South Africa","land",0.932415564899976,93.24
"ZAF","South Africa","marine",0.0667267947771378,6.67
"ZMB","Zambia","freshwater",0.00345065134162148,0.35
"ZMB","Zambia","land",0.996549348658379,99.65
"ZMB","Zambia","marine",0,0
"ZWE","Zimbabwe","freshwater",0.00145717777861283,0.15
"ZWE","Zimbabwe","land",0.998542822221387,99.85
"ZWE","Zimbabwe","marine",0,0
