Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,338420
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2017,2017,tonnes,0
QC,Crops,4,Algeria,5510,Production,27,"Rice, paddy",2017,2017,tonnes,313
QC,Crops,7,Angola,5510,Production,27,"Rice, paddy",2017,2017,tonnes,63000
QC,Crops,9,Argentina,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1328340
QC,Crops,10,Australia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,807304
QC,Crops,52,Azerbaijan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,15916
QC,Crops,16,Bangladesh,5510,Production,27,"Rice, paddy",2017,2017,tonnes,54148000
QC,Crops,23,Belize,5510,Production,27,"Rice, paddy",2017,2017,tonnes,18751
QC,Crops,53,Benin,5510,Production,27,"Rice, paddy",2017,2017,tonnes,278718
QC,Crops,18,Bhutan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,86385
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,27,"Rice, paddy",2017,2017,tonnes,478578
QC,Crops,21,Brazil,5510,Production,27,"Rice, paddy",2017,2017,tonnes,12464766
QC,Crops,26,Brunei Darussalam,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1527
QC,Crops,27,Bulgaria,5510,Production,27,"Rice, paddy",2017,2017,tonnes,58523
QC,Crops,233,Burkina Faso,5510,Production,27,"Rice, paddy",2017,2017,tonnes,325566
QC,Crops,29,Burundi,5510,Production,27,"Rice, paddy",2017,2017,tonnes,55952
QC,Crops,115,Cambodia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,10350000
QC,Crops,32,Cameroon,5510,Production,27,"Rice, paddy",2017,2017,tonnes,360000
QC,Crops,37,Central African Republic,5510,Production,27,"Rice, paddy",2017,2017,tonnes,11537
QC,Crops,39,Chad,5510,Production,27,"Rice, paddy",2017,2017,tonnes,263555
QC,Crops,40,Chile,5510,Production,27,"Rice, paddy",2017,2017,tonnes,127866
QC,Crops,351,China,5510,Production,27,"Rice, paddy",2017,2017,tonnes,214430049
QC,Crops,96,"China, Hong Kong SAR",5510,Production,27,"Rice, paddy",2017,2017,tonnes,0
QC,Crops,41,"China, mainland",5510,Production,27,"Rice, paddy",2017,2017,tonnes,212676000
QC,Crops,214,"China, Taiwan Province of",5510,Production,27,"Rice, paddy",2017,2017,tonnes,1754049
QC,Crops,44,Colombia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,3292983
QC,Crops,45,Comoros,5510,Production,27,"Rice, paddy",2017,2017,tonnes,31051
QC,Crops,46,Congo,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1199
QC,Crops,48,Costa Rica,5510,Production,27,"Rice, paddy",2017,2017,tonnes,152851
QC,Crops,107,Côte d'Ivoire,5510,Production,27,"Rice, paddy",2017,2017,tonnes,2120000
QC,Crops,49,Cuba,5510,Production,27,"Rice, paddy",2017,2017,tonnes,404733
QC,Crops,116,Democratic People's Republic of Korea,5510,Production,27,"Rice, paddy",2017,2017,tonnes,2383277
QC,Crops,250,Democratic Republic of the Congo,5510,Production,27,"Rice, paddy",2017,2017,tonnes,997599
QC,Crops,56,Dominican Republic,5510,Production,27,"Rice, paddy",2017,2017,tonnes,588283
QC,Crops,58,Ecuador,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1066614
QC,Crops,59,Egypt,5510,Production,27,"Rice, paddy",2017,2017,tonnes,4960662
QC,Crops,60,El Salvador,5510,Production,27,"Rice, paddy",2017,2017,tonnes,29616
QC,Crops,209,Eswatini,5510,Production,27,"Rice, paddy",2017,2017,tonnes,83
QC,Crops,238,Ethiopia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,133597
QC,Crops,66,Fiji,5510,Production,27,"Rice, paddy",2017,2017,tonnes,9081
QC,Crops,68,France,5510,Production,27,"Rice, paddy",2017,2017,tonnes,92544
QC,Crops,69,French Guyana,5510,Production,27,"Rice, paddy",2017,2017,tonnes,3000
QC,Crops,74,Gabon,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1787
QC,Crops,75,Gambia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,51081
QC,Crops,81,Ghana,5510,Production,27,"Rice, paddy",2017,2017,tonnes,722080
QC,Crops,84,Greece,5510,Production,27,"Rice, paddy",2017,2017,tonnes,255418
QC,Crops,89,Guatemala,5510,Production,27,"Rice, paddy",2017,2017,tonnes,31831
QC,Crops,90,Guinea,5510,Production,27,"Rice, paddy",2017,2017,tonnes,2197907
QC,Crops,175,Guinea-Bissau,5510,Production,27,"Rice, paddy",2017,2017,tonnes,185550
QC,Crops,91,Guyana,5510,Production,27,"Rice, paddy",2017,2017,tonnes,630104
QC,Crops,93,Haiti,5510,Production,27,"Rice, paddy",2017,2017,tonnes,179000
QC,Crops,95,Honduras,5510,Production,27,"Rice, paddy",2017,2017,tonnes,58933
QC,Crops,97,Hungary,5510,Production,27,"Rice, paddy",2017,2017,tonnes,12303
QC,Crops,100,India,5510,Production,27,"Rice, paddy",2017,2017,tonnes,168500000
QC,Crops,101,Indonesia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,81148594
QC,Crops,102,Iran (Islamic Republic of),5510,Production,27,"Rice, paddy",2017,2017,tonnes,2010000
QC,Crops,103,Iraq,5510,Production,27,"Rice, paddy",2017,2017,tonnes,265852
QC,Crops,106,Italy,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1598027
QC,Crops,109,Jamaica,5510,Production,27,"Rice, paddy",2017,2017,tonnes,1
QC,Crops,110,Japan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,9780000
QC,Crops,108,Kazakhstan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,489485
QC,Crops,114,Kenya,5510,Production,27,"Rice, paddy",2017,2017,tonnes,101866
QC,Crops,113,Kyrgyzstan,5510,Production,27,"Rice, paddy",2017,2017,tonnes,38180
QC,Crops,120,Lao People's Democratic Republic,5510,Production,27,"Rice, paddy",2017,2017,tonnes,4039779
QC,Crops,123,Liberia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,247495
QC,Crops,129,Madagascar,5510,Production,27,"Rice, paddy",2017,2017,tonnes,3600500
QC,Crops,130,Malawi,5510,Production,27,"Rice, paddy",2017,2017,tonnes,121079
QC,Crops,131,Malaysia,5510,Production,27,"Rice, paddy",2017,2017,tonnes,2901894
QC,Crops,133,Mali,5510,Production,27,"Rice, paddy",2017,2017,tonnes,2780905
