Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,615
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,191
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,56
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,241
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1352,Fungicides – Seed treatments,2017,2017,tonnes,0
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1353,Insecticides – Seed Treatments,2017,2017,tonnes,11
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,1
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,103
RP,Pesticides Use,3,Albania,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,11
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,6067
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,367
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,286
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,1577
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,3753
RP,Pesticides Use,4,Algeria,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,84
RP,Pesticides Use,7,Angola,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,40
RP,Pesticides Use,7,Angola,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,37
RP,Pesticides Use,7,Angola,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,1
RP,Pesticides Use,7,Angola,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,1
RP,Pesticides Use,7,Angola,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,1
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,27
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,9
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,17
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,0
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1352,Fungicides – Seed treatments,2017,2017,tonnes,1
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1353,Insecticides – Seed Treatments,2017,2017,tonnes,0
RP,Pesticides Use,8,Antigua and Barbuda,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,0
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,196009
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,3736
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1311,Insecticides – Organo-phosphates,2017,2017,tonnes,2212
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1312,Insecticides – Carbamates,2017,2017,tonnes,84
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1313,Insecticides – Pyrethroids,2017,2017,tonnes,592
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1314,Insecticides – Botanical products and biologicals,2017,2017,tonnes,20
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1315,Insecticides – Other,2017,2017,tonnes,828
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1316,Mineral Oils,2017,2017,tonnes,4343
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,183686
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1321,Herbicides – Phenoxy hormone products,2017,2017,tonnes,7270
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1322,Herbicides – Triazines,2017,2017,tonnes,5864
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1323,Herbicides – Amides,2017,2017,tonnes,14018
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1324,Herbicides – Carbamates,2017,2017,tonnes,304
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1326,Herbicides – Urea derivates,2017,2017,tonnes,23
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1328,Herbicides – Sulfonyl ureas,2017,2017,tonnes,2
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1329,Herbicides – Bipiridils,2017,2017,tonnes,2213
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1327,Herbicides – Other,2017,2017,tonnes,153991
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,4198
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1332,Fung & Bact – Inorganics,2017,2017,tonnes,359
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1333,Fung & Bact – Dithiocarbamates,2017,2017,tonnes,518
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1334,Fung & Bact – Benzimidazoles,2017,2017,tonnes,796
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1335,"Fung & Bact – Triazoles, diazoles",2017,2017,tonnes,1251
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1337,Fung & Bact – Other,2017,2017,tonnes,1275
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,46
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,0
RP,Pesticides Use,9,Argentina,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,0
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,543
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,131
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1316,Mineral Oils,2017,2017,tonnes,0
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,111
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,282
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1352,Fungicides – Seed treatments,2017,2017,tonnes,0
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1353,Insecticides – Seed Treatments,2017,2017,tonnes,0
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,0
RP,Pesticides Use,1,Armenia,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,19
RP,Pesticides Use,10,Australia,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,63416
RP,Pesticides Use,10,Australia,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,14196
RP,Pesticides Use,10,Australia,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,43789
RP,Pesticides Use,10,Australia,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,4544
RP,Pesticides Use,10,Australia,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,888
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,4655
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,1232
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1310,Insecticides – Chlorinated Hydrocarbons,2017,2017,tonnes,0
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1311,Insecticides – Organo-phosphates,2017,2017,tonnes,19
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1313,Insecticides – Pyrethroids,2017,2017,tonnes,15
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1314,Insecticides – Botanical products and biologicals,2017,2017,tonnes,26
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1315,Insecticides – Other,2017,2017,tonnes,1172
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1316,Mineral Oils,2017,2017,tonnes,24
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,1297
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1321,Herbicides – Phenoxy hormone products,2017,2017,tonnes,117
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1322,Herbicides – Triazines,2017,2017,tonnes,187
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1323,Herbicides – Amides,2017,2017,tonnes,230
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1324,Herbicides – Carbamates,2017,2017,tonnes,18
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1325,Herbicides – Dinitroanilines,2017,2017,tonnes,54
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1326,Herbicides – Urea derivates,2017,2017,tonnes,28
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1328,Herbicides – Sulfonyl ureas,2017,2017,tonnes,25
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1329,Herbicides – Bipiridils,2017,2017,tonnes,17
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1330,Herbicides – Uracil,2017,2017,tonnes,2
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1327,Herbicides – Other,2017,2017,tonnes,618
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,1996
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1332,Fung & Bact – Inorganics,2017,2017,tonnes,1184
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1333,Fung & Bact – Dithiocarbamates,2017,2017,tonnes,288
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1334,Fung & Bact – Benzimidazoles,2017,2017,tonnes,8
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1335,"Fung & Bact – Triazoles, diazoles",2017,2017,tonnes,117
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1336,"Fung & Bact – Diazines, morpholines",2017,2017,tonnes,33
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1337,Fung & Bact – Other,2017,2017,tonnes,366
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,82
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,1
RP,Pesticides Use,11,Austria,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,24
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,543
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,169
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1316,Mineral Oils,2017,2017,tonnes,14
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,59
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,276
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1352,Fungicides – Seed treatments,2017,2017,tonnes,4
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,13
RP,Pesticides Use,52,Azerbaijan,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,7
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,254
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,178
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,8
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,34
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1341,Plant Growth Regulators,2017,2017,tonnes,19
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,13
RP,Pesticides Use,12,Bahamas,5157,Agricultural Use,1355,Other Pesticides nes,2017,2017,tonnes,2
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,9
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,5
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1316,Mineral Oils,2017,2017,tonnes,0
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1320,Herbicides,2017,2017,tonnes,2
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1331,Fungicides and Bactericides,2017,2017,tonnes,1
RP,Pesticides Use,13,Bahrain,5157,Agricultural Use,1345,Rodenticides,2017,2017,tonnes,1
RP,Pesticides Use,16,Bangladesh,5157,Agricultural Use,1357,Pesticides (total),2017,2017,tonnes,15144
RP,Pesticides Use,16,Bangladesh,5157,Agricultural Use,1309,Insecticides,2017,2017,tonnes,2184
