iso3c,nutrient,prod_system,split_rest_names,allocated_pesticide
SMR,N,H,lent,0
SMR,N,I,lent,0
SMR,N,H,opul,0
SMR,N,I,opul,0
SMR,N,H,othr,0
SMR,N,I,othr,0
SMR,N,H,pige,0
SMR,N,I,pige,0
SMR,N,H,rcof,0
SMR,N,I,rcof,0
SMR,N,H,spis,0
SMR,N,I,spis,0
SMR,N,H,teas,0
SMR,N,I,teas,0
SMR,N,H,tnut,0
SMR,N,I,tnut,0
SMR,N,H,toba,0
SMR,N,I,toba,0
STP,N,H,acof,0
STP,N,I,acof,0
STP,N,H,bean,0
STP,N,I,bean,0
STP,N,H,chic,0
STP,N,I,chic,0
STP,N,H,coco,0
STP,N,I,coco,0
STP,N,H,cowp,0
STP,N,I,cowp,0
STP,N,H,fodd,0
STP,N,I,fodd,0
STP,N,H,lent,0
STP,N,I,lent,0
STP,N,H,opul,0
STP,N,I,opul,0
STP,N,H,othr,0
STP,N,I,othr,0
STP,N,H,pige,0
STP,N,I,pige,0
STP,N,H,rcof,0
STP,N,I,rcof,0
STP,N,H,spis,12.61655321721984
STP,N,I,spis,0
STP,N,H,teas,0
STP,N,I,teas,0
STP,N,H,tnut,0
STP,N,I,tnut,0
STP,N,H,toba,0
STP,N,I,toba,0
SAU,N,H,acof,0
SAU,N,I,acof,0
SAU,N,H,bean,0
SAU,N,I,bean,0
SAU,N,H,chic,0
SAU,N,I,chic,0
SAU,N,H,coco,0
SAU,N,I,coco,0
SAU,N,H,cowp,0
SAU,N,I,cowp,0
SAU,N,H,fodd,0
SAU,N,I,fodd,109844.16636479365
SAU,N,H,lent,0
SAU,N,I,lent,0
SAU,N,H,opul,148.16941592882972
SAU,N,I,opul,0
SAU,N,H,othr,0
SAU,N,I,othr,0
SAU,N,H,pige,0
SAU,N,I,pige,0
SAU,N,H,rcof,0
SAU,N,I,rcof,0
SAU,N,H,spis,0
SAU,N,I,spis,0
SAU,N,H,teas,0
SAU,N,I,teas,0
SAU,N,H,tnut,0
SAU,N,I,tnut,0
SAU,N,H,toba,0
SAU,N,I,toba,0
SEN,N,H,acof,0
SEN,N,I,acof,0
SEN,N,H,bean,0
SEN,N,I,bean,0
SEN,N,H,chic,0
SEN,N,I,chic,0
SEN,N,H,coco,0
SEN,N,I,coco,0
SEN,N,H,cowp,0
SEN,N,I,cowp,0
SEN,N,H,fodd,0
SEN,N,I,fodd,0
SEN,N,H,lent,0
SEN,N,I,lent,0
SEN,N,H,opul,0
SEN,N,I,opul,0
SEN,N,H,othr,0
SEN,N,I,othr,0
SEN,N,H,pige,0
SEN,N,I,pige,0
SEN,N,H,rcof,0
SEN,N,I,rcof,0
SEN,N,H,spis,366.98229961076237
SEN,N,I,spis,94.68808480104455
SEN,N,H,teas,0
SEN,N,I,teas,0
SEN,N,H,tnut,270.9491345471232
SEN,N,I,tnut,69.90978653373841
SEN,N,H,toba,0
SEN,N,I,toba,0
SRB,N,H,acof,0
SRB,N,I,acof,0
SRB,N,H,bean,2698.1058366983243
SRB,N,I,bean,0
SRB,N,H,chic,0
SRB,N,I,chic,0
SRB,N,H,coco,0
SRB,N,I,coco,0
SRB,N,H,cowp,7.448242201300704
SRB,N,I,cowp,0
SRB,N,H,fodd,36668.72922949664
SRB,N,I,fodd,326.5365451298308
SRB,N,H,lent,0.026241605316413147
SRB,N,I,lent,0
SRB,N,H,opul,834.9783373189325
SRB,N,I,opul,0
SRB,N,H,othr,8.95897194836772
SRB,N,I,othr,0.024062364370538717
SRB,N,H,pige,0
SRB,N,I,pige,0
SRB,N,H,rcof,0
SRB,N,I,rcof,0
SRB,N,H,spis,1230.4271976064517
SRB,N,I,spis,3.3047305567681984
SRB,N,H,teas,0
SRB,N,I,teas,0
SRB,N,H,tnut,4090.9628251550257
SRB,N,I,tnut,10.987671583022982
SRB,N,H,toba,272.5007562872425
SRB,N,I,toba,4.148272907661158
SYC,N,H,acof,0
SYC,N,I,acof,0
SYC,N,H,bean,0
SYC,N,I,bean,0
SYC,N,H,chic,0
SYC,N,I,chic,0
SYC,N,H,coco,0
SYC,N,I,coco,0
SYC,N,H,cowp,0
SYC,N,I,cowp,0
SYC,N,H,fodd,0
SYC,N,I,fodd,0
SYC,N,H,lent,0
SYC,N,I,lent,0
SYC,N,H,opul,0
SYC,N,I,opul,0
SYC,N,H,othr,0
SYC,N,I,othr,0
SYC,N,H,pige,0
SYC,N,I,pige,0
SYC,N,H,rcof,0
SYC,N,I,rcof,0
SYC,N,H,spis,0
SYC,N,I,spis,0
SYC,N,H,teas,0
SYC,N,I,teas,0
SYC,N,H,tnut,0
SYC,N,I,tnut,0
SYC,N,H,toba,0
SYC,N,I,toba,0
SLE,N,H,acof,0
SLE,N,I,acof,0
SLE,N,H,bean,0
SLE,N,I,bean,0
SLE,N,H,chic,0
SLE,N,I,chic,0
SLE,N,H,coco,3155.877728938027
SLE,N,I,coco,0
SLE,N,H,cowp,0
SLE,N,I,cowp,0
SLE,N,H,fodd,0
SLE,N,I,fodd,0
SLE,N,H,lent,0
SLE,N,I,lent,0
SLE,N,H,opul,722.006666837758
SLE,N,I,opul,0
SLE,N,H,othr,0
SLE,N,I,othr,0
SLE,N,H,pige,0
SLE,N,I,pige,0
SLE,N,H,rcof,368.82304911552995
SLE,N,I,rcof,0
SLE,N,H,spis,2053.378369072309
SLE,N,I,spis,0.15366579595249738
SLE,N,H,teas,0
SLE,N,I,teas,0
SLE,N,H,tnut,716.240109293478
SLE,N,I,tnut,0.05360025581036944
SLE,N,H,toba,2.140598393738211
SLE,N,I,toba,0
SGP,N,H,acof,0
SGP,N,I,acof,0
SGP,N,H,bean,0
SGP,N,I,bean,0
SGP,N,H,chic,0
SGP,N,I,chic,0
SGP,N,H,coco,0
SGP,N,I,coco,0
SGP,N,H,cowp,0
SGP,N,I,cowp,0
SGP,N,H,fodd,0
SGP,N,I,fodd,0
SGP,N,H,lent,0
SGP,N,I,lent,0
SGP,N,H,opul,0
SGP,N,I,opul,0
SGP,N,H,othr,0
SGP,N,I,othr,0
SGP,N,H,pige,0
SGP,N,I,pige,0
SGP,N,H,rcof,0
SGP,N,I,rcof,0
SGP,N,H,spis,0
SGP,N,I,spis,0
SGP,N,H,teas,0
SGP,N,I,teas,0
SGP,N,H,tnut,0
SGP,N,I,tnut,0
SGP,N,H,toba,0
SGP,N,I,toba,0
SXM,N,H,acof,0
SXM,N,I,acof,0
SXM,N,H,bean,0
SXM,N,I,bean,0
SXM,N,H,chic,0
SXM,N,I,chic,0
SXM,N,H,coco,0
SXM,N,I,coco,0
SXM,N,H,cowp,0
SXM,N,I,cowp,0
SXM,N,H,fodd,0
SXM,N,I,fodd,0
SXM,N,H,lent,0
SXM,N,I,lent,0
SXM,N,H,opul,0
SXM,N,I,opul,0
SXM,N,H,othr,0
SXM,N,I,othr,0
SXM,N,H,pige,0
SXM,N,I,pige,0
SXM,N,H,rcof,0
SXM,N,I,rcof,0
SXM,N,H,spis,0
SXM,N,I,spis,0
SXM,N,H,teas,0
SXM,N,I,teas,0
SXM,N,H,tnut,0
SXM,N,I,tnut,0
SXM,N,H,toba,0
SXM,N,I,toba,0
SVK,N,H,acof,0
SVK,N,I,acof,0
SVK,N,H,bean,0.08588593277896739
SVK,N,I,bean,0.5321559806688965
SVK,N,H,chic,0
SVK,N,I,chic,0
SVK,N,H,coco,0
SVK,N,I,coco,0
SVK,N,H,cowp,0
SVK,N,I,cowp,0
SVK,N,H,fodd,3094.2786146173494
SVK,N,I,fodd,160.05286767660064
SVK,N,H,lent,0.6712093924869205
SVK,N,I,lent,1.5389515502173854
SVK,N,H,opul,6.4410599387264895
SVK,N,I,opul,14.165075491561836
SVK,N,H,othr,0.008687429583000523
SVK,N,I,othr,14.300750325775999
SVK,N,H,pige,0
SVK,N,I,pige,0
SVK,N,H,rcof,0
SVK,N,I,rcof,0
SVK,N,H,spis,0.046512725249616894
SVK,N,I,spis,76.56659493649292
SVK,N,H,teas,0
SVK,N,I,teas,0
SVK,N,H,tnut,4.3071690266672954e-4
SVK,N,I,tnut,0.709021572868802
SVK,N,H,toba,0
SVK,N,I,toba,0.12362688759677087
SVN,N,H,acof,0
SVN,N,I,acof,0
SVN,N,H,bean,3.849532837955419
SVN,N,I,bean,0
SVN,N,H,chic,0
SVN,N,I,chic,0
SVN,N,H,coco,0
SVN,N,I,coco,0
SVN,N,H,cowp,0
SVN,N,I,cowp,0
SVN,N,H,fodd,5361.880990214745
SVN,N,I,fodd,188.2744192280134
SVN,N,H,lent,0
SVN,N,I,lent,0
SVN,N,H,opul,6.336449020125838
SVN,N,I,opul,0
SVN,N,H,othr,42.77833119358936
SVN,N,I,othr,310.81780635792677
SVN,N,H,pige,0
SVN,N,I,pige,0
SVN,N,H,rcof,0
SVN,N,I,rcof,0
SVN,N,H,spis,20.41087115884414
SVN,N,I,spis,148.30083633036799
SVN,N,H,teas,0
SVN,N,I,teas,0
SVN,N,H,tnut,10.467137240317786
SVN,N,I,tnut,76.05188328969766
SVN,N,H,toba,0
SVN,N,I,toba,0
SLB,N,H,acof,0
SLB,N,I,acof,0
SLB,N,H,bean,0
SLB,N,I,bean,0
SLB,N,H,chic,0
SLB,N,I,chic,0
SLB,N,H,coco,0
SLB,N,I,coco,0
SLB,N,H,cowp,0
SLB,N,I,cowp,0
SLB,N,H,fodd,0
SLB,N,I,fodd,0
SLB,N,H,lent,0
SLB,N,I,lent,0
SLB,N,H,opul,0
SLB,N,I,opul,0
SLB,N,H,othr,0
SLB,N,I,othr,0
SLB,N,H,pige,0
SLB,N,I,pige,0
SLB,N,H,rcof,0
SLB,N,I,rcof,0
SLB,N,H,spis,10.7141266300085
SLB,N,I,spis,0
SLB,N,H,teas,0
SLB,N,I,teas,0
SLB,N,H,tnut,10.541680780417026
SLB,N,I,tnut,0
SLB,N,H,toba,0
SLB,N,I,toba,0
SOM,N,H,acof,0
SOM,N,I,acof,3.429744462705622
SOM,N,H,bean,0
SOM,N,I,bean,0
SOM,N,H,chic,0
SOM,N,I,chic,0
SOM,N,H,coco,0
SOM,N,I,coco,0
SOM,N,H,cowp,0
SOM,N,I,cowp,0
SOM,N,H,fodd,0
SOM,N,I,fodd,0
SOM,N,H,lent,0
SOM,N,I,lent,0
SOM,N,H,opul,0
SOM,N,I,opul,0
SOM,N,H,othr,0
SOM,N,I,othr,0
SOM,N,H,pige,0
SOM,N,I,pige,0
SOM,N,H,rcof,0
SOM,N,I,rcof,0
SOM,N,H,spis,0
SOM,N,I,spis,0
SOM,N,H,teas,0
SOM,N,I,teas,0
SOM,N,H,tnut,0
SOM,N,I,tnut,0
SOM,N,H,toba,0
SOM,N,I,toba,28.164445493488795
ZAF,N,H,acof,0
ZAF,N,I,acof,0
ZAF,N,H,bean,193.1230343658691
ZAF,N,I,bean,548.1599013507744
ZAF,N,H,chic,0
ZAF,N,I,chic,0
ZAF,N,H,coco,0
ZAF,N,I,coco,0
ZAF,N,H,cowp,0
ZAF,N,I,cowp,0
ZAF,N,H,fodd,18800.500411543442
ZAF,N,I,fodd,6580.933789943451
ZAF,N,H,lent,0
ZAF,N,I,lent,0
ZAF,N,H,opul,58.478154950367845
ZAF,N,I,opul,117.49459668543878
ZAF,N,H,othr,7.352766611303702
ZAF,N,I,othr,0
ZAF,N,H,pige,0
ZAF,N,I,pige,0
ZAF,N,H,rcof,0
ZAF,N,I,rcof,0
ZAF,N,H,spis,1997.1605624568035
ZAF,N,I,spis,0
ZAF,N,H,teas,25.079674386805777
ZAF,N,I,teas,0
ZAF,N,H,tnut,736.2447918725518
ZAF,N,I,tnut,0
ZAF,N,H,toba,85.29572017304523
ZAF,N,I,toba,468.62578701641854
KOR,N,H,acof,0
KOR,N,I,acof,0
KOR,N,H,bean,5061.983823185123
KOR,N,I,bean,0
KOR,N,H,chic,0
KOR,N,I,chic,0
KOR,N,H,coco,0
KOR,N,I,coco,0
KOR,N,H,cowp,0
KOR,N,I,cowp,0
KOR,N,H,fodd,0
KOR,N,I,fodd,0
KOR,N,H,lent,0
KOR,N,I,lent,0
KOR,N,H,opul,1439.2329147967032
KOR,N,I,opul,0
KOR,N,H,othr,0
KOR,N,I,othr,0
KOR,N,H,pige,0
KOR,N,I,pige,0
KOR,N,H,rcof,0
KOR,N,I,rcof,0
KOR,N,H,spis,2283.959317437776
KOR,N,I,spis,201.89321730456155
KOR,N,H,teas,0
KOR,N,I,teas,0
KOR,N,H,tnut,11248.610280931245
KOR,N,I,tnut,994.3338832834128
KOR,N,H,toba,0
KOR,N,I,toba,574.0686436522519
SSD,N,H,acof,7.329866045272
SSD,N,I,acof,0
SSD,N,H,bean,13.361304222483652
SSD,N,I,bean,0
SSD,N,H,chic,0
SSD,N,I,chic,0
SSD,N,H,coco,27.70743266433277
SSD,N,I,coco,0
SSD,N,H,cowp,0.0032813440228198964
SSD,N,I,cowp,0
SSD,N,H,fodd,11.890607477695207
SSD,N,I,fodd,0
SSD,N,H,lent,0
SSD,N,I,lent,0
SSD,N,H,opul,0.051024899871653644
SSD,N,I,opul,0
SSD,N,H,othr,0
SSD,N,I,othr,0
SSD,N,H,pige,0
SSD,N,I,pige,0
SSD,N,H,rcof,5.120127007941961
SSD,N,I,rcof,0
SSD,N,H,spis,145.14138776781687
SSD,N,I,spis,0
SSD,N,H,teas,2.986023073601262
SSD,N,I,teas,0
SSD,N,H,tnut,0
SSD,N,I,tnut,0
SSD,N,H,toba,2.7304062683091024
SSD,N,I,toba,0
ESP,N,H,acof,0
ESP,N,I,acof,0
ESP,N,H,bean,108.14249055790043
ESP,N,I,bean,54.81326576821547
ESP,N,H,chic,0
ESP,N,I,chic,0
ESP,N,H,coco,0
ESP,N,I,coco,0
ESP,N,H,cowp,0
ESP,N,I,cowp,0
ESP,N,H,fodd,23874.598826737583
ESP,N,I,fodd,4486.500058524198
ESP,N,H,lent,442.774287366335
ESP,N,I,lent,235.2279112606269
ESP,N,H,opul,902.2256213120248
ESP,N,I,opul,481.8911096795004
ESP,N,H,othr,19.695141566633616
ESP,N,I,othr,280.26324962953026
ESP,N,H,pige,0
ESP,N,I,pige,0
ESP,N,H,rcof,0
ESP,N,I,rcof,0
ESP,N,H,spis,400.51120392888487
ESP,N,I,spis,5699.302614094872
ESP,N,H,teas,0
ESP,N,I,teas,0
ESP,N,H,tnut,7360.836255100711
ESP,N,I,tnut,104745.21780644247
ESP,N,H,toba,0
ESP,N,I,toba,253.41665962208066
LKA,N,H,acof,0
LKA,N,I,acof,0
LKA,N,H,bean,261.82716537089897
LKA,N,I,bean,22.122949946436705
LKA,N,H,chic,0
LKA,N,I,chic,0
LKA,N,H,coco,61.34406246042955
LKA,N,I,coco,0
LKA,N,H,cowp,1.1472948652083295
LKA,N,I,cowp,0.09708735979261711
LKA,N,H,fodd,0
LKA,N,I,fodd,0
LKA,N,H,lent,0
LKA,N,I,lent,0
LKA,N,H,opul,0
LKA,N,I,opul,0
LKA,N,H,othr,90.4689271217581
LKA,N,I,othr,24.285188045769907
LKA,N,H,pige,0
LKA,N,I,pige,0
LKA,N,H,rcof,140.41252029699692
LKA,N,I,rcof,0
LKA,N,H,spis,867.429211028122
LKA,N,I,spis,232.84991104812818
LKA,N,H,teas,10551.556301033503
LKA,N,I,teas,0
LKA,N,H,tnut,610.9215569354421
LKA,N,I,tnut,163.99381952702998
LKA,N,H,toba,21.910032724229737
LKA,N,I,toba,2.3176841492922287
SDN,N,H,acof,0
SDN,N,I,acof,0
SDN,N,H,bean,0.6542962368561237
SDN,N,I,bean,0
SDN,N,H,chic,0
SDN,N,I,chic,0
SDN,N,H,coco,0
SDN,N,I,coco,0
SDN,N,H,cowp,0
SDN,N,I,cowp,0
SDN,N,H,fodd,2414.0234538214186
SDN,N,I,fodd,0
SDN,N,H,lent,0
SDN,N,I,lent,0
SDN,N,H,opul,0
SDN,N,I,opul,0
SDN,N,H,othr,0
SDN,N,I,othr,0
SDN,N,H,pige,0
SDN,N,I,pige,0
SDN,N,H,rcof,0
SDN,N,I,rcof,0
SDN,N,H,spis,36.88164413211178
SDN,N,I,spis,0
SDN,N,H,teas,0
SDN,N,I,teas,0
SDN,N,H,tnut,0
SDN,N,I,tnut,0
SDN,N,H,toba,0
SDN,N,I,toba,0
SUR,N,H,acof,0
SUR,N,I,acof,0
SUR,N,H,bean,0
SUR,N,I,bean,0
SUR,N,H,chic,0
SUR,N,I,chic,0
SUR,N,H,coco,0
SUR,N,I,coco,0
SUR,N,H,cowp,0
SUR,N,I,cowp,0
SUR,N,H,fodd,0
SUR,N,I,fodd,0
SUR,N,H,lent,0
SUR,N,I,lent,0
SUR,N,H,opul,2.9561756397217183
SUR,N,I,opul,0
SUR,N,H,othr,0
SUR,N,I,othr,0
SUR,N,H,pige,0
SUR,N,I,pige,0
SUR,N,H,rcof,0
SUR,N,I,rcof,0
SUR,N,H,spis,0
SUR,N,I,spis,0
SUR,N,H,teas,0
SUR,N,I,teas,0
SUR,N,H,tnut,0
SUR,N,I,tnut,0
SUR,N,H,toba,0
SUR,N,I,toba,0
SJM,N,H,acof,0
SJM,N,I,acof,0
SJM,N,H,bean,0
SJM,N,I,bean,0
SJM,N,H,chic,0
SJM,N,I,chic,0
SJM,N,H,coco,0
SJM,N,I,coco,0
SJM,N,H,cowp,0
SJM,N,I,cowp,0
SJM,N,H,fodd,0
SJM,N,I,fodd,0
SJM,N,H,lent,0
SJM,N,I,lent,0
SJM,N,H,opul,0
SJM,N,I,opul,0
SJM,N,H,othr,0
SJM,N,I,othr,0
SJM,N,H,pige,0
SJM,N,I,pige,0
SJM,N,H,rcof,0
SJM,N,I,rcof,0
SJM,N,H,spis,0
SJM,N,I,spis,0
SJM,N,H,teas,0
SJM,N,I,teas,0
SJM,N,H,tnut,0
SJM,N,I,tnut,0
SJM,N,H,toba,0
SJM,N,I,toba,0
SWZ,N,H,acof,0
SWZ,N,I,acof,0
SWZ,N,H,bean,13.523563179243503
SWZ,N,I,bean,0
SWZ,N,H,chic,0
SWZ,N,I,chic,0
SWZ,N,H,coco,0
SWZ,N,I,coco,0
SWZ,N,H,cowp,0.26065562299427397
SWZ,N,I,cowp,0
SWZ,N,H,fodd,1.4049350170081047
SWZ,N,I,fodd,0
SWZ,N,H,lent,0
SWZ,N,I,lent,0
SWZ,N,H,opul,3.6855387819896017
SWZ,N,I,opul,0
SWZ,N,H,othr,0
SWZ,N,I,othr,0
SWZ,N,H,pige,0
SWZ,N,I,pige,0
SWZ,N,H,rcof,0
SWZ,N,I,rcof,0
SWZ,N,H,spis,0
SWZ,N,I,spis,0
SWZ,N,H,teas,0
SWZ,N,I,teas,0
SWZ,N,H,tnut,0.00562090358581721
SWZ,N,I,tnut,94.06019974403303
SWZ,N,H,toba,0.002453569025555131
SWZ,N,I,toba,12.395430369774761
SWE,N,H,acof,0
SWE,N,I,acof,0
SWE,N,H,bean,0
SWE,N,I,bean,4.1972987761056775
SWE,N,H,chic,0
SWE,N,I,chic,0
SWE,N,H,coco,0
SWE,N,I,coco,0
SWE,N,H,cowp,0
SWE,N,I,cowp,0
SWE,N,H,fodd,15288.07415898125
SWE,N,I,fodd,1143.3558211687548
SWE,N,H,lent,0
SWE,N,I,lent,0
SWE,N,H,opul,3.1736809002763796e-4
SWE,N,I,opul,28.682458160670254
SWE,N,H,othr,0
SWE,N,I,othr,0
SWE,N,H,pige,0
SWE,N,I,pige,0
SWE,N,H,rcof,0
SWE,N,I,rcof,0
SWE,N,H,spis,0
SWE,N,I,spis,0
SWE,N,H,teas,0
SWE,N,I,teas,0
SWE,N,H,tnut,0
SWE,N,I,tnut,0
SWE,N,H,toba,0
SWE,N,I,toba,0
CHE,N,H,acof,0
CHE,N,I,acof,0
CHE,N,H,bean,0
CHE,N,I,bean,0
CHE,N,H,chic,0
CHE,N,I,chic,0
CHE,N,H,coco,0
CHE,N,I,coco,0
CHE,N,H,cowp,0
CHE,N,I,cowp,0
CHE,N,H,fodd,26912.71233441135
CHE,N,I,fodd,3331.3663917730482
CHE,N,H,lent,0
CHE,N,I,lent,0
CHE,N,H,opul,234.01621172764422
CHE,N,I,opul,0
CHE,N,H,othr,2.6221452623079067
CHE,N,I,othr,2.1540388904055843
CHE,N,H,pige,0
CHE,N,I,pige,0
CHE,N,H,rcof,0
CHE,N,I,rcof,0
CHE,N,H,spis,0
CHE,N,I,spis,0
CHE,N,H,teas,0
CHE,N,I,teas,0
CHE,N,H,tnut,321.16966491439257
CHE,N,I,tnut,263.83433381249404
CHE,N,H,toba,17.255966545677488
CHE,N,I,toba,14.176883839903065
SYR,N,H,acof,0
SYR,N,I,acof,0
SYR,N,H,bean,0.30900809614764485
SYR,N,I,bean,1.3378232589685795
SYR,N,H,chic,0
SYR,N,I,chic,0
SYR,N,H,coco,0
SYR,N,I,coco,0
SYR,N,H,cowp,0
SYR,N,I,cowp,0
SYR,N,H,fodd,2000.1359741309632
SYR,N,I,fodd,0.0060285899515060215
SYR,N,H,lent,0.21331670938072456
SYR,N,I,lent,60.84056864086713
SYR,N,H,opul,0.09063884922714464
SYR,N,I,opul,16.0846805964452
SYR,N,H,othr,0
SYR,N,I,othr,0
SYR,N,H,pige,0
SYR,N,I,pige,0
SYR,N,H,rcof,0
SYR,N,I,rcof,0
SYR,N,H,spis,132.19272451521798
SYR,N,I,spis,2150.0884271993673
SYR,N,H,teas,0
SYR,N,I,teas,0
SYR,N,H,tnut,296.0790986775447
SYR,N,I,tnut,4815.667780030405
SYR,N,H,toba,0
SYR,N,I,toba,142.0722660260984
TWN,N,H,acof,0
TWN,N,I,acof,0
TWN,N,H,bean,2622.051174565796
TWN,N,I,bean,0
TWN,N,H,chic,0
TWN,N,I,chic,0
TWN,N,H,coco,0
TWN,N,I,coco,0
TWN,N,H,cowp,0
TWN,N,I,cowp,0
TWN,N,H,fodd,22.171770322153993
TWN,N,I,fodd,0
TWN,N,H,lent,0
TWN,N,I,lent,0
TWN,N,H,opul,0
TWN,N,I,opul,0
TWN,N,H,othr,0
TWN,N,I,othr,0
TWN,N,H,pige,0
TWN,N,I,pige,0
TWN,N,H,rcof,0
TWN,N,I,rcof,0
TWN,N,H,spis,3588.269424048803
TWN,N,I,spis,2370.8238903953593
TWN,N,H,teas,17175.26670013931
TWN,N,I,teas,0
TWN,N,H,tnut,9277.042633920819
TWN,N,I,tnut,6129.482427772024
TWN,N,H,toba,997.756773903603
TWN,N,I,toba,0
TJK,N,H,acof,0
TJK,N,I,acof,0
TJK,N,H,bean,0
TJK,N,I,bean,29.104818221841526
TJK,N,H,chic,0
TJK,N,I,chic,0
TJK,N,H,coco,0
TJK,N,I,coco,0
TJK,N,H,cowp,0
TJK,N,I,cowp,0
TJK,N,H,fodd,962.9312356414184
TJK,N,I,fodd,854.4694010961796
TJK,N,H,lent,0
TJK,N,I,lent,1.147352139828433
TJK,N,H,opul,0
TJK,N,I,opul,19.330185288678926
TJK,N,H,othr,0
TJK,N,I,othr,0
TJK,N,H,pige,0
TJK,N,I,pige,0
TJK,N,H,rcof,0
TJK,N,I,rcof,0
TJK,N,H,spis,0
TJK,N,I,spis,57.35406667943274
TJK,N,H,teas,0
TJK,N,I,teas,0
TJK,N,H,tnut,0
TJK,N,I,tnut,107.02365982360229
TJK,N,H,toba,0
TJK,N,I,toba,5.676313177780756
TZA,N,H,acof,0.06860444593084071
TZA,N,I,acof,0
TZA,N,H,bean,0.5825622813736836
TZA,N,I,bean,0
TZA,N,H,chic,0.22847006441920018
TZA,N,I,chic,0
TZA,N,H,coco,0.05055981090882322
TZA,N,I,coco,0
TZA,N,H,cowp,0.004300534539519782
TZA,N,I,cowp,0
TZA,N,H,fodd,0
TZA,N,I,fodd,0
TZA,N,H,lent,0
TZA,N,I,lent,0
TZA,N,H,opul,0.14531664854432624
TZA,N,I,opul,0
TZA,N,H,othr,0.053283567885418305
TZA,N,I,othr,0.006909037778457252
TZA,N,H,pige,0.1807301086020266
TZA,N,I,pige,0
TZA,N,H,rcof,0.05514792998856026
TZA,N,I,rcof,0
TZA,N,H,spis,1.0803833588394094
TZA,N,I,spis,0.14008839373043921
TZA,N,H,teas,0.018746212874810198
TZA,N,I,teas,0
TZA,N,H,tnut,3.1403579579203798
TZA,N,I,tnut,0.40719593060114506
TZA,N,H,toba,0.39601096783667505
TZA,N,I,toba,0.1137994644518227
THA,N,H,acof,0.270328329378757
THA,N,I,acof,0
THA,N,H,bean,8791.78431592618
THA,N,I,bean,0
THA,N,H,chic,0
THA,N,I,chic,0
THA,N,H,coco,7.275096903040049
THA,N,I,coco,0
THA,N,H,cowp,0
THA,N,I,cowp,0
THA,N,H,fodd,2.2213672257366777
THA,N,I,fodd,0
THA,N,H,lent,0
THA,N,I,lent,0.0037297473890791958
THA,N,H,opul,1333.4498447672624
THA,N,I,opul,0
THA,N,H,othr,6888.488369726486
THA,N,I,othr,24257.713615068576
THA,N,H,pige,0
THA,N,I,pige,0
THA,N,H,rcof,1091.397725769417
THA,N,I,rcof,0
THA,N,H,spis,1532.126600413884
THA,N,I,spis,5395.36198611256
THA,N,H,teas,380.19132381341274
THA,N,I,teas,0
THA,N,H,tnut,411.11671710417113
THA,N,I,tnut,1447.7416576921216
THA,N,H,toba,359.17623547663806
THA,N,I,toba,1006.2247123930166
TLS,N,H,acof,13.288761676106587
TLS,N,I,acof,0
TLS,N,H,bean,3.7129255111663926
TLS,N,I,bean,0
TLS,N,H,chic,0
TLS,N,I,chic,0
TLS,N,H,coco,0.5052030258086246
TLS,N,I,coco,0
TLS,N,H,cowp,0
TLS,N,I,cowp,0
TLS,N,H,fodd,0
TLS,N,I,fodd,0
TLS,N,H,lent,0
TLS,N,I,lent,0
TLS,N,H,opul,0
TLS,N,I,opul,0
TLS,N,H,othr,0
TLS,N,I,othr,0
TLS,N,H,pige,0
TLS,N,I,pige,0
TLS,N,H,rcof,5.90659780575854e-4
TLS,N,I,rcof,0
TLS,N,H,spis,0.09130441473595853
TLS,N,I,spis,0
TLS,N,H,teas,0
TLS,N,I,teas,0
TLS,N,H,tnut,0
TLS,N,I,tnut,0
TLS,N,H,toba,0
TLS,N,I,toba,0
TGO,N,H,acof,0
TGO,N,I,acof,0
TGO,N,H,bean,6.650151473336481
TGO,N,I,bean,0
TGO,N,H,chic,0
TGO,N,I,chic,0
TGO,N,H,coco,14454.785704696522
TGO,N,I,coco,0
TGO,N,H,cowp,0
TGO,N,I,cowp,0
TGO,N,H,fodd,0
TGO,N,I,fodd,0
TGO,N,H,lent,0
TGO,N,I,lent,0
TGO,N,H,opul,0
TGO,N,I,opul,0
TGO,N,H,othr,0
TGO,N,I,othr,0
TGO,N,H,pige,0
TGO,N,I,pige,0
TGO,N,H,rcof,1309.7311342175378
TGO,N,I,rcof,0
TGO,N,H,spis,852.5628683154342
TGO,N,I,spis,2658.53451132303
TGO,N,H,teas,0
TGO,N,I,teas,0
TGO,N,H,tnut,476.41095084922523
TGO,N,I,tnut,1485.5854024526388
TGO,N,H,toba,98.13737267200337
TGO,N,I,toba,349.8893869795531
TKL,N,H,acof,0
TKL,N,I,acof,0
TKL,N,H,bean,0
TKL,N,I,bean,0
TKL,N,H,chic,0
TKL,N,I,chic,0
TKL,N,H,coco,0
TKL,N,I,coco,0
TKL,N,H,cowp,0
TKL,N,I,cowp,0
TKL,N,H,fodd,0
TKL,N,I,fodd,0
TKL,N,H,lent,0
TKL,N,I,lent,0
TKL,N,H,opul,0
TKL,N,I,opul,0
TKL,N,H,othr,0
TKL,N,I,othr,0
TKL,N,H,pige,0
TKL,N,I,pige,0
TKL,N,H,rcof,0
TKL,N,I,rcof,0
TKL,N,H,spis,0
TKL,N,I,spis,0
TKL,N,H,teas,0
TKL,N,I,teas,0
TKL,N,H,tnut,0
TKL,N,I,tnut,0
TKL,N,H,toba,0
