iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled,gf_int,gf_int_prod
COG,Congo - Brazzaville,goats,dairy,All systems,milk,0,NA,0.0033932137934880695,0
COG,Congo - Brazzaville,goats,dairy,All systems,meat,0,NA,0.0033932137934880695,0.0033932137934880695
COG,Congo - Brazzaville,goats,non-dairy,All systems,milk,0,NA,0.0033932137934880695,0
COG,Congo - Brazzaville,goats,non-dairy,All systems,meat,0.0033932137934880695,NA,0.0033932137934880695,0.0033932137934880695
COG,Congo - Brazzaville,sheep,dairy,All systems,milk,0,NA,0.0049449993053297964,0
COG,Congo - Brazzaville,sheep,dairy,All systems,meat,0,NA,0.0049449993053297964,0.0049449993053297964
COG,Congo - Brazzaville,sheep,non-dairy,All systems,milk,0,NA,0.0049449993053297964,0
COG,Congo - Brazzaville,sheep,non-dairy,All systems,meat,0.0049449993053297964,NA,0.0049449993053297964,0.0049449993053297964
COD,Congo - Kinshasa,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
COD,Congo - Kinshasa,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
COD,Congo - Kinshasa,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
COD,Congo - Kinshasa,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
COD,Congo - Kinshasa,cows,dairy,All systems,milk,0.27735728543855065,NA,0.31257371119036603,0.27735728543855065
COD,Congo - Kinshasa,cows,dairy,All systems,meat,0.022989941066248878,NA,0.31257371119036603,0.035216425751815376
COD,Congo - Kinshasa,cows,non-dairy,All systems,milk,0,NA,0.31257371119036603,0.27735728543855065
COD,Congo - Kinshasa,cows,non-dairy,All systems,meat,0.0122264846855665,NA,0.31257371119036603,0.035216425751815376
COD,Congo - Kinshasa,goats,dairy,All systems,milk,0,NA,0.0040151432406473255,0
COD,Congo - Kinshasa,goats,dairy,All systems,meat,0,NA,0.0040151432406473255,0.0040151432406473255
COD,Congo - Kinshasa,goats,non-dairy,All systems,milk,0,NA,0.0040151432406473255,0
COD,Congo - Kinshasa,goats,non-dairy,All systems,meat,0.0040151432406473255,NA,0.0040151432406473255,0.0040151432406473255
COD,Congo - Kinshasa,sheep,dairy,All systems,milk,0,NA,0.004909333049035932,0
COD,Congo - Kinshasa,sheep,dairy,All systems,meat,0,NA,0.004909333049035932,0.004909333049035932
COD,Congo - Kinshasa,sheep,non-dairy,All systems,milk,0,NA,0.004909333049035932,0
COD,Congo - Kinshasa,sheep,non-dairy,All systems,meat,0.004909333049035932,NA,0.004909333049035932,0.004909333049035932
COK,Cook Islands,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
COK,Cook Islands,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
COK,Cook Islands,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
COK,Cook Islands,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
COK,Cook Islands,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
COK,Cook Islands,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
COK,Cook Islands,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
COK,Cook Islands,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
COK,Cook Islands,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
COK,Cook Islands,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
COK,Cook Islands,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
COK,Cook Islands,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
COK,Cook Islands,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
COK,Cook Islands,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
COK,Cook Islands,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
COK,Cook Islands,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
CRI,Costa Rica,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
CRI,Costa Rica,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
CRI,Costa Rica,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
CRI,Costa Rica,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
CRI,Costa Rica,cows,dairy,All systems,milk,0.46066417509032936,NA,0.5439873947561658,0.46066417509032936
CRI,Costa Rica,cows,dairy,All systems,meat,0.08332321966583642,NA,0.5439873947561658,0.08332321966583642
CRI,Costa Rica,cows,non-dairy,All systems,milk,0,NA,0.5439873947561658,0.46066417509032936
CRI,Costa Rica,cows,non-dairy,All systems,meat,0,NA,0.5439873947561658,0.08332321966583642
CRI,Costa Rica,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
CRI,Costa Rica,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
CRI,Costa Rica,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
CRI,Costa Rica,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
CRI,Costa Rica,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
CRI,Costa Rica,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
CRI,Costa Rica,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
CRI,Costa Rica,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
CIV,Côte d’Ivoire,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
CIV,Côte d’Ivoire,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
CIV,Côte d’Ivoire,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
CIV,Côte d’Ivoire,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
CIV,Côte d’Ivoire,cows,dairy,All systems,milk,0.04834367944700343,NA,0.07021679605206717,0.04834367944700343
CIV,Côte d’Ivoire,cows,dairy,All systems,meat,0.01079829198333515,NA,0.07021679605206717,0.021873116605063733
CIV,Côte d’Ivoire,cows,non-dairy,All systems,milk,0,NA,0.07021679605206717,0.04834367944700343
CIV,Côte d’Ivoire,cows,non-dairy,All systems,meat,0.011074824621728586,NA,0.07021679605206717,0.021873116605063733
CIV,Côte d’Ivoire,goats,dairy,All systems,milk,0,NA,0.0038160967191866006,0
CIV,Côte d’Ivoire,goats,dairy,All systems,meat,0,NA,0.0038160967191866006,0.0038160967191866006
CIV,Côte d’Ivoire,goats,non-dairy,All systems,milk,0,NA,0.0038160967191866006,0
CIV,Côte d’Ivoire,goats,non-dairy,All systems,meat,0.0038160967191866006,NA,0.0038160967191866006,0.0038160967191866006
CIV,Côte d’Ivoire,sheep,dairy,All systems,milk,0,NA,0.0035379351692489992,0
CIV,Côte d’Ivoire,sheep,dairy,All systems,meat,0,NA,0.0035379351692489992,0.0035379351692489992
CIV,Côte d’Ivoire,sheep,non-dairy,All systems,milk,0,NA,0.0035379351692489992,0
CIV,Côte d’Ivoire,sheep,non-dairy,All systems,meat,0.0035379351692489992,NA,0.0035379351692489992,0.0035379351692489992
HRV,Croatia,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
HRV,Croatia,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
HRV,Croatia,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
HRV,Croatia,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
HRV,Croatia,cows,dairy,All systems,milk,1.4521158672427819,NA,1.540468436716895,1.4521158672427819
HRV,Croatia,cows,dairy,All systems,meat,0.08835256947411328,NA,1.540468436716895,0.08835256947411328
HRV,Croatia,cows,non-dairy,All systems,milk,0,NA,1.540468436716895,1.4521158672427819
HRV,Croatia,cows,non-dairy,All systems,meat,0,NA,1.540468436716895,0.08835256947411328
HRV,Croatia,goats,dairy,All systems,milk,0.14956266395337917,NA,0.1601110228171313,0.14956266395337917
HRV,Croatia,goats,dairy,All systems,meat,0.01054835886375213,NA,0.1601110228171313,0.01054835886375213
HRV,Croatia,goats,non-dairy,All systems,milk,0,NA,0.1601110228171313,0.14956266395337917
HRV,Croatia,goats,non-dairy,All systems,meat,0,NA,0.1601110228171313,0.01054835886375213
HRV,Croatia,sheep,dairy,All systems,milk,0.041116685084207,NA,0.07071272718425738,0.041116685084207
HRV,Croatia,sheep,dairy,All systems,meat,0.014797995630837871,NA,0.07071272718425738,0.029596042100050377
HRV,Croatia,sheep,non-dairy,All systems,milk,0,NA,0.07071272718425738,0.041116685084207
HRV,Croatia,sheep,non-dairy,All systems,meat,0.014798046469212506,NA,0.07071272718425738,0.029596042100050377
CUB,Cuba,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
CUB,Cuba,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
CUB,Cuba,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
CUB,Cuba,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
CUB,Cuba,cows,dairy,All systems,milk,0.6908298321628357,NA,0.7355165512523417,0.6908298321628357
CUB,Cuba,cows,dairy,All systems,meat,0.020385180452650944,NA,0.7355165512523417,0.04468671908950603
CUB,Cuba,cows,non-dairy,All systems,milk,0,NA,0.7355165512523417,0.6908298321628357
CUB,Cuba,cows,non-dairy,All systems,meat,0.024301538636855087,NA,0.7355165512523417,0.04468671908950603
CUB,Cuba,goats,dairy,All systems,milk,0.05606112831462509,NA,0.0650806160349455,0.05606112831462509
CUB,Cuba,goats,dairy,All systems,meat,0.004509737334252894,NA,0.0650806160349455,0.00901948772032041
CUB,Cuba,goats,non-dairy,All systems,milk,0,NA,0.0650806160349455,0.05606112831462509
CUB,Cuba,goats,non-dairy,All systems,meat,0.0045097503860675155,NA,0.0650806160349455,0.00901948772032041
CUB,Cuba,sheep,dairy,All systems,milk,0,NA,0.0064838799569797365,0
CUB,Cuba,sheep,dairy,All systems,meat,0,NA,0.0064838799569797365,0.0064838799569797365
CUB,Cuba,sheep,non-dairy,All systems,milk,0,NA,0.0064838799569797365,0
CUB,Cuba,sheep,non-dairy,All systems,meat,0.0064838799569797365,NA,0.0064838799569797365,0.0064838799569797365
CYP,Cyprus,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
CYP,Cyprus,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
CYP,Cyprus,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
CYP,Cyprus,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
CYP,Cyprus,cows,dairy,All systems,milk,2.247488360017238,NA,2.275277470124621,2.247488360017238
CYP,Cyprus,cows,dairy,All systems,meat,0.027789110107383042,NA,2.275277470124621,0.027789110107383042
CYP,Cyprus,cows,non-dairy,All systems,milk,0,NA,2.275277470124621,2.247488360017238
CYP,Cyprus,cows,non-dairy,All systems,meat,0,NA,2.275277470124621,0.027789110107383042
CYP,Cyprus,goats,dairy,All systems,milk,0.0567852475636382,NA,0.06994429677817107,0.0567852475636382
CYP,Cyprus,goats,dairy,All systems,meat,0.013159049214532866,NA,0.06994429677817107,0.013159049214532866
CYP,Cyprus,goats,non-dairy,All systems,milk,0,NA,0.06994429677817107,0.0567852475636382
CYP,Cyprus,goats,non-dairy,All systems,meat,0,NA,0.06994429677817107,0.013159049214532866
CYP,Cyprus,sheep,dairy,All systems,milk,0.06693661855165679,NA,0.07878007786378598,0.06693661855165679
CYP,Cyprus,sheep,dairy,All systems,meat,0.005921753449100929,NA,0.07878007786378598,0.01184345931212918
CYP,Cyprus,sheep,non-dairy,All systems,milk,0,NA,0.07878007786378598,0.06693661855165679
CYP,Cyprus,sheep,non-dairy,All systems,meat,0.005921705863028252,NA,0.07878007786378598,0.01184345931212918
CZE,Czechia,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
CZE,Czechia,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
CZE,Czechia,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
CZE,Czechia,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
CZE,Czechia,cows,dairy,All systems,milk,2.4899112828014016,NA,2.6714876770323475,2.4899112828014016
CZE,Czechia,cows,dairy,All systems,meat,0.08845436020630218,NA,2.6714876770323475,0.18157639423094604
CZE,Czechia,cows,non-dairy,All systems,milk,0,NA,2.6714876770323475,2.4899112828014016
CZE,Czechia,cows,non-dairy,All systems,meat,0.09312203402464386,NA,2.6714876770323475,0.18157639423094604
CZE,Czechia,goats,dairy,All systems,milk,0.3307501629047948,NA,0.3430858494508722,0.3307501629047948
CZE,Czechia,goats,dairy,All systems,meat,0.0123356865460774,NA,0.3430858494508722,0.0123356865460774
CZE,Czechia,goats,non-dairy,All systems,milk,0,NA,0.3430858494508722,0.3307501629047948
CZE,Czechia,goats,non-dairy,All systems,meat,0,NA,0.3430858494508722,0.0123356865460774
CZE,Czechia,sheep,dairy,All systems,milk,0.09606281670192471,NA,0.11271891426588738,0.09606281670192471
CZE,Czechia,sheep,dairy,All systems,meat,0.008328049125688476,NA,0.11271891426588738,0.01665609756396268
CZE,Czechia,sheep,non-dairy,All systems,milk,0,NA,0.11271891426588738,0.09606281670192471
CZE,Czechia,sheep,non-dairy,All systems,meat,0.008328048438274204,NA,0.11271891426588738,0.01665609756396268
DNK,Denmark,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
DNK,Denmark,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
DNK,Denmark,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
DNK,Denmark,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
DNK,Denmark,cows,dairy,All systems,milk,2.835641266393638,NA,2.9248515807266604,2.835641266393638
DNK,Denmark,cows,dairy,All systems,meat,0.08921031433302244,NA,2.9248515807266604,0.08921031433302244
DNK,Denmark,cows,non-dairy,All systems,milk,0,NA,2.9248515807266604,2.835641266393638
DNK,Denmark,cows,non-dairy,All systems,meat,0,NA,2.9248515807266604,0.08921031433302244
DNK,Denmark,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
DNK,Denmark,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
DNK,Denmark,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
DNK,Denmark,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
DNK,Denmark,sheep,dairy,All systems,milk,0,NA,0.01499658764561683,0
DNK,Denmark,sheep,dairy,All systems,meat,0,NA,0.01499658764561683,0.01499658764561683
DNK,Denmark,sheep,non-dairy,All systems,milk,0,NA,0.01499658764561683,0
DNK,Denmark,sheep,non-dairy,All systems,meat,0.01499658764561683,NA,0.01499658764561683,0.01499658764561683
DJI,Djibouti,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
DJI,Djibouti,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
DJI,Djibouti,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
DJI,Djibouti,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
DJI,Djibouti,cows,dairy,All systems,milk,0.11091031101060424,NA,0.14105590096842197,0.11091031101060424
DJI,Djibouti,cows,dairy,All systems,meat,0.01567582798711748,NA,0.14105590096842197,0.03014558995781772
DJI,Djibouti,cows,non-dairy,All systems,milk,0,NA,0.14105590096842197,0.11091031101060424
DJI,Djibouti,cows,non-dairy,All systems,meat,0.014469761970700238,NA,0.14105590096842197,0.03014558995781772
DJI,Djibouti,goats,dairy,All systems,milk,0,NA,0.003742264761603969,0
DJI,Djibouti,goats,dairy,All systems,meat,0,NA,0.003742264761603969,0.003742264761603969
DJI,Djibouti,goats,non-dairy,All systems,milk,0,NA,0.003742264761603969,0
DJI,Djibouti,goats,non-dairy,All systems,meat,0.003742264761603969,NA,0.003742264761603969,0.003742264761603969
DJI,Djibouti,sheep,dairy,All systems,milk,0,NA,0.0040359225488139664,0
DJI,Djibouti,sheep,dairy,All systems,meat,0,NA,0.0040359225488139664,0.0040359225488139664
DJI,Djibouti,sheep,non-dairy,All systems,milk,0,NA,0.0040359225488139664,0
DJI,Djibouti,sheep,non-dairy,All systems,meat,0.0040359225488139664,NA,0.0040359225488139664,0.0040359225488139664
DMA,Dominica,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
DMA,Dominica,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
DMA,Dominica,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
DMA,Dominica,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
DMA,Dominica,cows,dairy,All systems,milk,0.4380905204965081,NA,0.4584749194857808,0.4380905204965081
DMA,Dominica,cows,dairy,All systems,meat,0.02038439898927267,NA,0.4584749194857808,0.02038439898927267
DMA,Dominica,cows,non-dairy,All systems,milk,0,NA,0.4584749194857808,0.4380905204965081
DMA,Dominica,cows,non-dairy,All systems,meat,0,NA,0.4584749194857808,0.02038439898927267
DMA,Dominica,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
DMA,Dominica,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
DMA,Dominica,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
DMA,Dominica,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
DMA,Dominica,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
DMA,Dominica,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
DMA,Dominica,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
DMA,Dominica,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
DOM,Dominican Republic,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
DOM,Dominican Republic,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
DOM,Dominican Republic,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
DOM,Dominican Republic,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
DOM,Dominican Republic,cows,dairy,All systems,milk,0.5267830709442206,NA,0.571469766194336,0.5267830709442206
DOM,Dominican Republic,cows,dairy,All systems,meat,0.02038517372722504,NA,0.571469766194336,0.04468669525011536
DOM,Dominican Republic,cows,non-dairy,All systems,milk,0,NA,0.571469766194336,0.5267830709442206
DOM,Dominican Republic,cows,non-dairy,All systems,meat,0.02430152152289032,NA,0.571469766194336,0.04468669525011536
DOM,Dominican Republic,goats,dairy,All systems,milk,0,NA,0.004058001236336151,0
DOM,Dominican Republic,goats,dairy,All systems,meat,0,NA,0.004058001236336151,0.004058001236336151
DOM,Dominican Republic,goats,non-dairy,All systems,milk,0,NA,0.004058001236336151,0
DOM,Dominican Republic,goats,non-dairy,All systems,meat,0.004058001236336151,NA,0.004058001236336151,0.004058001236336151
DOM,Dominican Republic,sheep,dairy,All systems,milk,0,NA,0.007793372804774925,0
DOM,Dominican Republic,sheep,dairy,All systems,meat,0,NA,0.007793372804774925,0.007793372804774925
DOM,Dominican Republic,sheep,non-dairy,All systems,milk,0,NA,0.007793372804774925,0
DOM,Dominican Republic,sheep,non-dairy,All systems,meat,0.007793372804774925,NA,0.007793372804774925,0.007793372804774925
ECU,Ecuador,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
ECU,Ecuador,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
ECU,Ecuador,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
ECU,Ecuador,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
ECU,Ecuador,cows,dairy,All systems,milk,1.8865546964041477,NA,1.9695351017547535,1.8865546964041477
ECU,Ecuador,cows,dairy,All systems,meat,0.05538117550697074,NA,1.9695351017547535,0.08298040535060582
ECU,Ecuador,cows,non-dairy,All systems,milk,0,NA,1.9695351017547535,1.8865546964041477
ECU,Ecuador,cows,non-dairy,All systems,meat,0.027599229843635078,NA,1.9695351017547535,0.08298040535060582
ECU,Ecuador,goats,dairy,All systems,milk,0.013121768613842802,NA,0.020455987470039974,0.013121768613842802
ECU,Ecuador,goats,dairy,All systems,meat,0.0073342188561971704,NA,0.020455987470039974,0.0073342188561971704
ECU,Ecuador,goats,non-dairy,All systems,milk,0,NA,0.020455987470039974,0.013121768613842802
ECU,Ecuador,goats,non-dairy,All systems,meat,0,NA,0.020455987470039974,0.0073342188561971704
ECU,Ecuador,sheep,dairy,All systems,milk,0.012058965292132259,NA,0.023350361564542253,0.012058965292132259
ECU,Ecuador,sheep,dairy,All systems,meat,0.005645679045661858,NA,0.023350361564542253,0.011291396272409994
ECU,Ecuador,sheep,non-dairy,All systems,milk,0,NA,0.023350361564542253,0.012058965292132259
ECU,Ecuador,sheep,non-dairy,All systems,meat,0.0056457172267481365,NA,0.023350361564542253,0.011291396272409994
EGY,Egypt,buffalo,dairy,All systems,milk,0.5751986031892562,NA,0.6058487724666296,0.5751986031892562
EGY,Egypt,buffalo,dairy,All systems,meat,0.030650169277373383,NA,0.6058487724666296,0.030650169277373383
EGY,Egypt,buffalo,non-dairy,All systems,milk,0,NA,0.6058487724666296,0.5751986031892562
EGY,Egypt,buffalo,non-dairy,All systems,meat,0,NA,0.6058487724666296,0.030650169277373383
EGY,Egypt,cows,dairy,All systems,milk,0.5862032089259998,NA,0.6076307771870935,0.5862032089259998
EGY,Egypt,cows,dairy,All systems,meat,0.02142756826109368,NA,0.6076307771870935,0.02142756826109368
EGY,Egypt,cows,non-dairy,All systems,milk,0,NA,0.6076307771870935,0.5862032089259998
EGY,Egypt,cows,non-dairy,All systems,meat,0,NA,0.6076307771870935,0.02142756826109368
EGY,Egypt,goats,dairy,All systems,milk,0.004405254065199004,NA,0.01281600463111058,0.004405254065199004
EGY,Egypt,goats,dairy,All systems,meat,0.00420537908069469,NA,0.01281600463111058,0.008410750565911576
EGY,Egypt,goats,non-dairy,All systems,milk,0,NA,0.01281600463111058,0.004405254065199004
EGY,Egypt,goats,non-dairy,All systems,meat,0.004205371485216885,NA,0.01281600463111058,0.008410750565911576
EGY,Egypt,sheep,dairy,All systems,milk,0.024382367632039954,NA,0.03824210757018838,0.024382367632039954
EGY,Egypt,sheep,dairy,All systems,meat,0.006929870628730501,NA,0.03824210757018838,0.013859739938148426
EGY,Egypt,sheep,non-dairy,All systems,milk,0,NA,0.03824210757018838,0.024382367632039954
EGY,Egypt,sheep,non-dairy,All systems,meat,0.006929869309417926,NA,0.03824210757018838,0.013859739938148426
SLV,El Salvador,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
SLV,El Salvador,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
SLV,El Salvador,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
SLV,El Salvador,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
SLV,El Salvador,cows,dairy,All systems,milk,0.7172502313975013,NA,0.7891776765412071,0.7172502313975013
SLV,El Salvador,cows,dairy,All systems,meat,0.05547050100535123,NA,0.7891776765412071,0.07192744514370578
SLV,El Salvador,cows,non-dairy,All systems,milk,0,NA,0.7891776765412071,0.7172502313975013
SLV,El Salvador,cows,non-dairy,All systems,meat,0.016456944138354537,NA,0.7891776765412071,0.07192744514370578
SLV,El Salvador,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
SLV,El Salvador,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
SLV,El Salvador,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
SLV,El Salvador,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
SLV,El Salvador,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean,0,0.01776753168294103
SLV,El Salvador,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean,0,0.007394704992069966
SLV,El Salvador,sheep,non-dairy,All systems,milk,0,rate gf with global mean,0,0.01776753168294103
SLV,El Salvador,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean,0,0.007394704992069966
GNQ,Equatorial Guinea,buffalo,dairy,All systems,milk,0.05744750998860241,rate gf with global mean,0,0.03222343089015859
GNQ,Equatorial Guinea,buffalo,dairy,All systems,meat,0.004425067881649755,rate gf with global mean,0,0.0076625564537693355
GNQ,Equatorial Guinea,buffalo,non-dairy,All systems,milk,0,rate gf with global mean,0,0.03222343089015859
GNQ,Equatorial Guinea,buffalo,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean,0,0.0076625564537693355
GNQ,Equatorial Guinea,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean,0,0.6443353857041486
GNQ,Equatorial Guinea,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean,0,0.04979231432360938
GNQ,Equatorial Guinea,cows,non-dairy,All systems,milk,0,rate gf with global mean,0,0.6443353857041486
GNQ,Equatorial Guinea,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean,0,0.04979231432360938
GNQ,Equatorial Guinea,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean,0,0.036853123384769114
GNQ,Equatorial Guinea,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean,0,0.006732853074592355
GNQ,Equatorial Guinea,goats,non-dairy,All systems,milk,0,rate gf with global mean,0,0.036853123384769114
GNQ,Equatorial Guinea,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean,0,0.006732853074592355
GNQ,Equatorial Guinea,sheep,dairy,All systems,milk,0,NA,0.004909446825153266,0
GNQ,Equatorial Guinea,sheep,dairy,All systems,meat,0,NA,0.004909446825153266,0.004909446825153266
GNQ,Equatorial Guinea,sheep,non-dairy,All systems,milk,0,NA,0.004909446825153266,0
