iso3c,country,animal,system_1,system_2,product,tonnes_per_head
FIN,Finland,chickens,layers,industrial,meat,0.005540150196423963
FIN,Finland,chickens,broilers,industrial,eggs,0
FIN,Finland,chickens,broilers,industrial,meat,0.00937299507670564
FRA,France,chickens,backyard,backyard,eggs,0
FRA,France,chickens,backyard,backyard,meat,0
FRA,France,chickens,layers,industrial,eggs,0.0517606806482025
FRA,France,chickens,layers,industrial,meat,0.005923558950439406
FRA,France,chickens,broilers,industrial,eggs,0
FRA,France,chickens,broilers,industrial,meat,0.010084071680897951
GUF,French Guiana,chickens,backyard,backyard,eggs,0.0022579366908125845
GUF,French Guiana,chickens,backyard,backyard,meat,4.463272460436705e-4
GUF,French Guiana,chickens,layers,industrial,eggs,0.046146242890566805
GUF,French Guiana,chickens,layers,industrial,meat,0.005752513708958264
GUF,French Guiana,chickens,broilers,industrial,eggs,0
GUF,French Guiana,chickens,broilers,industrial,meat,0.012858244642703706
PYF,French Polynesia,chickens,backyard,backyard,eggs,0
PYF,French Polynesia,chickens,backyard,backyard,meat,0
PYF,French Polynesia,chickens,layers,industrial,eggs,0
PYF,French Polynesia,chickens,layers,industrial,meat,0
PYF,French Polynesia,chickens,broilers,industrial,eggs,0
PYF,French Polynesia,chickens,broilers,industrial,meat,0
GAB,Gabon,chickens,backyard,backyard,eggs,9.9277982867546e-4
GAB,Gabon,chickens,backyard,backyard,meat,4.191355433759176e-4
GAB,Gabon,chickens,layers,industrial,eggs,0.03404726724038363
GAB,Gabon,chickens,layers,industrial,meat,0.005738559888232036
GAB,Gabon,chickens,broilers,industrial,eggs,0
GAB,Gabon,chickens,broilers,industrial,meat,0.0056245944538462714
GMB,Gambia,chickens,backyard,backyard,eggs,4.8419782783271217e-4
GMB,Gambia,chickens,backyard,backyard,meat,2.9936046961624133e-4
GMB,Gambia,chickens,layers,industrial,eggs,0.03404658569141356
GMB,Gambia,chickens,layers,industrial,meat,0.005738447543019778
GMB,Gambia,chickens,broilers,industrial,eggs,0
GMB,Gambia,chickens,broilers,industrial,meat,0.005624584216327878
GEO,Georgia,chickens,backyard,backyard,eggs,0.003121948536283773
GEO,Georgia,chickens,backyard,backyard,meat,3.8224988696466066e-4
GEO,Georgia,chickens,layers,industrial,eggs,0.04394827800132375
GEO,Georgia,chickens,layers,industrial,meat,0.0053555197046459245
GEO,Georgia,chickens,broilers,industrial,eggs,0
GEO,Georgia,chickens,broilers,industrial,meat,0.009027687818977184
DEU,Germany,chickens,backyard,backyard,eggs,0
DEU,Germany,chickens,backyard,backyard,meat,0
DEU,Germany,chickens,layers,industrial,eggs,0.045970528119190036
DEU,Germany,chickens,layers,industrial,meat,0.005973111026262446
DEU,Germany,chickens,broilers,industrial,eggs,0
DEU,Germany,chickens,broilers,industrial,meat,0.009595522482275683
GHA,Ghana,chickens,backyard,backyard,eggs,4.841979639154497e-4
GHA,Ghana,chickens,backyard,backyard,meat,2.993606197056712e-4
GHA,Ghana,chickens,layers,industrial,eggs,0.03404692431480975
GHA,Ghana,chickens,layers,industrial,meat,0.005738503361044587
GHA,Ghana,chickens,broilers,industrial,eggs,0
GHA,Ghana,chickens,broilers,industrial,meat,0.005624594140212314
GRC,Greece,chickens,backyard,backyard,eggs,0.005434010750234237
GRC,Greece,chickens,backyard,backyard,meat,0.0012041689880427212
GRC,Greece,chickens,layers,industrial,eggs,0.052191639750935964
GRC,Greece,chickens,layers,industrial,meat,0.006131632774063418
GRC,Greece,chickens,broilers,industrial,eggs,0
GRC,Greece,chickens,broilers,industrial,meat,0.008997070056215358
GRL,Greenland,chickens,backyard,backyard,eggs,0
GRL,Greenland,chickens,backyard,backyard,meat,0
GRL,Greenland,chickens,layers,industrial,eggs,0
GRL,Greenland,chickens,layers,industrial,meat,0
GRL,Greenland,chickens,broilers,industrial,eggs,0
GRL,Greenland,chickens,broilers,industrial,meat,0
GRD,Grenada,chickens,backyard,backyard,eggs,0.00225793411394816
GRD,Grenada,chickens,backyard,backyard,meat,4.463266779373526e-4
GRD,Grenada,chickens,layers,industrial,eggs,0.043657795351007285
GRD,Grenada,chickens,layers,industrial,meat,0.004979213273332794
GRD,Grenada,chickens,broilers,industrial,eggs,0
GRD,Grenada,chickens,broilers,industrial,meat,0.012826256052240137
GLP,Guadeloupe,chickens,backyard,backyard,eggs,0.0022579401132502984
GLP,Guadeloupe,chickens,backyard,backyard,meat,4.463280005686157e-4
GLP,Guadeloupe,chickens,layers,industrial,eggs,0
GLP,Guadeloupe,chickens,layers,industrial,meat,0
GLP,Guadeloupe,chickens,broilers,industrial,eggs,0
GLP,Guadeloupe,chickens,broilers,industrial,meat,0
GUM,Guam,chickens,backyard,backyard,eggs,0
GUM,Guam,chickens,backyard,backyard,meat,0
GUM,Guam,chickens,layers,industrial,eggs,0.04925525823331342
GUM,Guam,chickens,layers,industrial,meat,0.006229452199789976
GUM,Guam,chickens,broilers,industrial,eggs,0
GUM,Guam,chickens,broilers,industrial,meat,0
GTM,Guatemala,chickens,backyard,backyard,eggs,0.002257943796633165
GTM,Guatemala,chickens,backyard,backyard,meat,4.463288126226212e-4
GTM,Guatemala,chickens,layers,industrial,eggs,0.043657592112626056
GTM,Guatemala,chickens,layers,industrial,meat,0.0049791902572680884
GTM,Guatemala,chickens,broilers,industrial,eggs,0
GTM,Guatemala,chickens,broilers,industrial,meat,0.012826256592696686
GGY,Guernsey,chickens,backyard,backyard,eggs,0
GGY,Guernsey,chickens,backyard,backyard,meat,0
GGY,Guernsey,chickens,layers,industrial,eggs,0
GGY,Guernsey,chickens,layers,industrial,meat,0
GGY,Guernsey,chickens,broilers,industrial,eggs,0
GGY,Guernsey,chickens,broilers,industrial,meat,0
GNB,Guinea-Bissau,chickens,backyard,backyard,eggs,4.8419788816417704e-4
GNB,Guinea-Bissau,chickens,backyard,backyard,meat,2.9936053615748905e-4
GNB,Guinea-Bissau,chickens,layers,industrial,eggs,0.03404718989217067
GNB,Guinea-Bissau,chickens,layers,industrial,meat,0.005738547138302412
GNB,Guinea-Bissau,chickens,broilers,industrial,eggs,0
GNB,Guinea-Bissau,chickens,broilers,industrial,meat,0.005624585650215319
GIN,Guinea,chickens,backyard,backyard,eggs,4.841979689693927e-4
GIN,Guinea,chickens,backyard,backyard,meat,2.9936062527980496e-4
GIN,Guinea,chickens,layers,industrial,eggs,0.03404694920752153
GIN,Guinea,chickens,layers,industrial,meat,0.005738507464310988
GIN,Guinea,chickens,broilers,industrial,eggs,0
GIN,Guinea,chickens,broilers,industrial,meat,0.0056245970259775485
GUY,Guyana,chickens,backyard,backyard,eggs,0.0022579452638532803
GUY,Guyana,chickens,backyard,backyard,meat,4.4632913609211e-4
GUY,Guyana,chickens,layers,industrial,eggs,0.04614648015716701
GUY,Guyana,chickens,layers,industrial,meat,0.005752542142055846
GUY,Guyana,chickens,broilers,industrial,eggs,0
GUY,Guyana,chickens,broilers,industrial,meat,0.01285834957680663
HTI,Haiti,chickens,backyard,backyard,eggs,0.002257943740362388
HTI,Haiti,chickens,backyard,backyard,meat,4.4632880021693017e-4
HTI,Haiti,chickens,layers,industrial,eggs,0.04365752835248098
HTI,Haiti,chickens,layers,industrial,meat,0.004979183036645607
HTI,Haiti,chickens,broilers,industrial,eggs,0
HTI,Haiti,chickens,broilers,industrial,meat,0.012826254333931305
HND,Honduras,chickens,backyard,backyard,eggs,0.0022579436058233014
HND,Honduras,chickens,backyard,backyard,meat,4.4632877055588013e-4
HND,Honduras,chickens,layers,industrial,eggs,0.04365757253969651
HND,Honduras,chickens,layers,industrial,meat,0.004979188040699496
HND,Honduras,chickens,broilers,industrial,eggs,0
HND,Honduras,chickens,broilers,industrial,meat,0.012826256118778214
HUN,Hungary,chickens,backyard,backyard,eggs,0.005434012983222099
HUN,Hungary,chickens,backyard,backyard,meat,0.0012041695766860424
HUN,Hungary,chickens,layers,industrial,eggs,0.04712579858624054
HUN,Hungary,chickens,layers,industrial,meat,0.006884007870123368
HUN,Hungary,chickens,broilers,industrial,eggs,0
HUN,Hungary,chickens,broilers,industrial,meat,0.009614163657610449
ISL,Iceland,chickens,backyard,backyard,eggs,0
ISL,Iceland,chickens,backyard,backyard,meat,0
ISL,Iceland,chickens,layers,industrial,eggs,0.05506895214495327
ISL,Iceland,chickens,layers,industrial,meat,0.006108612737156851
ISL,Iceland,chickens,broilers,industrial,eggs,0
ISL,Iceland,chickens,broilers,industrial,meat,0.009609508593828536
IND,India,chickens,backyard,backyard,eggs,0.002750462504261305
IND,India,chickens,backyard,backyard,meat,4.539438568440114e-4
IND,India,chickens,layers,industrial,eggs,0.030017123633526467
IND,India,chickens,layers,industrial,meat,0.002018335609374125
IND,India,chickens,broilers,industrial,eggs,0
IND,India,chickens,broilers,industrial,meat,0.008201873298027358
IDN,Indonesia,chickens,backyard,backyard,eggs,6.978414461001411e-4
IDN,Indonesia,chickens,backyard,backyard,meat,6.162357388704459e-4
IDN,Indonesia,chickens,layers,industrial,eggs,0.025271240706358618
IDN,Indonesia,chickens,layers,industrial,meat,0.002045957792862249
IDN,Indonesia,chickens,broilers,industrial,eggs,0
IDN,Indonesia,chickens,broilers,industrial,meat,0.00518451759113303
IRN,Iran,chickens,backyard,backyard,eggs,0.001588708333743189
IRN,Iran,chickens,backyard,backyard,meat,3.2279249008022653e-4
IRN,Iran,chickens,layers,industrial,eggs,0.029254211132983036
IRN,Iran,chickens,layers,industrial,meat,0.0019966194448965448
IRN,Iran,chickens,broilers,industrial,eggs,0
IRN,Iran,chickens,broilers,industrial,meat,0.0085576213630938
IRQ,Iraq,chickens,backyard,backyard,eggs,0.00312194824806702
IRQ,Iraq,chickens,backyard,backyard,meat,3.8224984938377754e-4
IRQ,Iraq,chickens,layers,industrial,eggs,0.04394820331659222
IRQ,Iraq,chickens,layers,industrial,meat,0.0053555112370024666
IRQ,Iraq,chickens,broilers,industrial,eggs,0
IRQ,Iraq,chickens,broilers,industrial,meat,0.009027700633318151
IRL,Ireland,chickens,backyard,backyard,eggs,0
IRL,Ireland,chickens,backyard,backyard,meat,0
IRL,Ireland,chickens,layers,industrial,eggs,0.05346634810439594
IRL,Ireland,chickens,layers,industrial,meat,0.006532216077035446
IRL,Ireland,chickens,broilers,industrial,eggs,0
IRL,Ireland,chickens,broilers,industrial,meat,0.009594707138560074
IMN,Isle of Man,chickens,backyard,backyard,eggs,0
IMN,Isle of Man,chickens,backyard,backyard,meat,0
IMN,Isle of Man,chickens,layers,industrial,eggs,0
IMN,Isle of Man,chickens,layers,industrial,meat,0
IMN,Isle of Man,chickens,broilers,industrial,eggs,0
IMN,Isle of Man,chickens,broilers,industrial,meat,0.009609650678867385
ISR,Israel,chickens,backyard,backyard,eggs,0.0031219465316987605
ISR,Israel,chickens,backyard,backyard,meat,3.8224962558473026e-4
ISR,Israel,chickens,layers,industrial,eggs,0.04394818407481885
ISR,Israel,chickens,layers,industrial,meat,0.005355509055398903
ISR,Israel,chickens,broilers,industrial,eggs,0
ISR,Israel,chickens,broilers,industrial,meat,0.008629419395828914
ITA,Italy,chickens,backyard,backyard,eggs,0
ITA,Italy,chickens,backyard,backyard,meat,0
ITA,Italy,chickens,layers,industrial,eggs,0.0335020476473017
ITA,Italy,chickens,layers,industrial,meat,0.002400513478431923
ITA,Italy,chickens,broilers,industrial,eggs,0
ITA,Italy,chickens,broilers,industrial,meat,0.008993737193719467
JAM,Jamaica,chickens,backyard,backyard,eggs,0.00225794352725476
JAM,Jamaica,chickens,backyard,backyard,meat,4.463287532343307e-4
JAM,Jamaica,chickens,layers,industrial,eggs,0.04365762217749779
JAM,Jamaica,chickens,layers,industrial,meat,0.004979193662013929
JAM,Jamaica,chickens,broilers,industrial,eggs,0
JAM,Jamaica,chickens,broilers,industrial,meat,0.012826256320740517
JPN,Japan,chickens,backyard,backyard,eggs,0
JPN,Japan,chickens,backyard,backyard,meat,0
JPN,Japan,chickens,layers,industrial,eggs,0.029095192541389113
JPN,Japan,chickens,layers,industrial,meat,0.0023418550869019244
JPN,Japan,chickens,broilers,industrial,eggs,0
JPN,Japan,chickens,broilers,industrial,meat,0.008484597430318382
JEY,Jersey,chickens,backyard,backyard,eggs,0
JEY,Jersey,chickens,backyard,backyard,meat,0
JEY,Jersey,chickens,layers,industrial,eggs,0
JEY,Jersey,chickens,layers,industrial,meat,0
JEY,Jersey,chickens,broilers,industrial,eggs,0
JEY,Jersey,chickens,broilers,industrial,meat,0.009609415822893494
JOR,Jordan,chickens,backyard,backyard,eggs,0.003121948829341024
JOR,Jordan,chickens,backyard,backyard,meat,3.822499251767013e-4
JOR,Jordan,chickens,layers,industrial,eggs,0.043948205769328605
JOR,Jordan,chickens,layers,industrial,meat,0.0053555115150900594
JOR,Jordan,chickens,broilers,industrial,eggs,0
JOR,Jordan,chickens,broilers,industrial,meat,0.009027700323189695
KAZ,Kazakhstan,chickens,backyard,backyard,eggs,0.0012403893934381737
KAZ,Kazakhstan,chickens,backyard,backyard,meat,4.434373793133357e-4
KAZ,Kazakhstan,chickens,layers,industrial,eggs,0.024626943931879888
KAZ,Kazakhstan,chickens,layers,industrial,meat,0.0018108895108850142
KAZ,Kazakhstan,chickens,broilers,industrial,eggs,0
KAZ,Kazakhstan,chickens,broilers,industrial,meat,0.008695483859208725
KEN,Kenya,chickens,backyard,backyard,eggs,0.0010080306965631642
KEN,Kenya,chickens,backyard,backyard,meat,4.7421878741094606e-4
KEN,Kenya,chickens,layers,industrial,eggs,0.03404694343066543
KEN,Kenya,chickens,layers,industrial,meat,0.005738506512065217
KEN,Kenya,chickens,broilers,industrial,eggs,0
KEN,Kenya,chickens,broilers,industrial,meat,0.005624593539704533
KIR,Kiribati,chickens,backyard,backyard,eggs,0
KIR,Kiribati,chickens,backyard,backyard,meat,0
KIR,Kiribati,chickens,layers,industrial,eggs,0.04925620606994051
KIR,Kiribati,chickens,layers,industrial,meat,0.006229567963757731
KIR,Kiribati,chickens,broilers,industrial,eggs,0
KIR,Kiribati,chickens,broilers,industrial,meat,0.009369126153075155
KWT,Kuwait,chickens,backyard,backyard,eggs,0.0031219453688215845
KWT,Kuwait,chickens,backyard,backyard,meat,3.822494739559623e-4
KWT,Kuwait,chickens,layers,industrial,eggs,0.03015458992602537
KWT,Kuwait,chickens,layers,industrial,meat,0.0036746268306310685
KWT,Kuwait,chickens,broilers,industrial,eggs,0
KWT,Kuwait,chickens,broilers,industrial,meat,0.008982946507776016
KGZ,Kyrgyzstan,chickens,backyard,backyard,eggs,0.0012403895549931473
KGZ,Kyrgyzstan,chickens,backyard,backyard,meat,4.434374521512322e-4
KGZ,Kyrgyzstan,chickens,layers,industrial,eggs,0.024626943287304966
KGZ,Kyrgyzstan,chickens,layers,industrial,meat,0.001810889466013128
KGZ,Kyrgyzstan,chickens,broilers,industrial,eggs,0
KGZ,Kyrgyzstan,chickens,broilers,industrial,meat,0.008695466172219604
LAO,Laos,chickens,backyard,backyard,eggs,8.465310868744968e-4
LAO,Laos,chickens,backyard,backyard,meat,6.170907770039585e-4
LAO,Laos,chickens,layers,industrial,eggs,0.029670659840066324
LAO,Laos,chickens,layers,industrial,meat,0.002258243173592354
LAO,Laos,chickens,broilers,industrial,eggs,0
LAO,Laos,chickens,broilers,industrial,meat,0.009564335767150024
LVA,Latvia,chickens,backyard,backyard,eggs,0.005434011880538812
LVA,Latvia,chickens,backyard,backyard,meat,8.841438939720686e-4
LVA,Latvia,chickens,layers,industrial,eggs,0.05506806793981608
LVA,Latvia,chickens,layers,industrial,meat,0.006108517520745911
LVA,Latvia,chickens,broilers,industrial,eggs,0
LVA,Latvia,chickens,broilers,industrial,meat,0.009609524933014531
LBN,Lebanon,chickens,backyard,backyard,eggs,0.0031219480183860685
LBN,Lebanon,chickens,backyard,backyard,meat,3.822498194354388e-4
LBN,Lebanon,chickens,layers,industrial,eggs,0.04394820622611697
LBN,Lebanon,chickens,layers,industrial,meat,0.005355511566880042
LBN,Lebanon,chickens,broilers,industrial,eggs,0
LBN,Lebanon,chickens,broilers,industrial,meat,0.008629419295921566
LSO,Lesotho,chickens,backyard,backyard,eggs,9.969840563516024e-4
LSO,Lesotho,chickens,backyard,backyard,meat,4.2248154416678064e-4
LSO,Lesotho,chickens,layers,industrial,eggs,0
LSO,Lesotho,chickens,layers,industrial,meat,0
LSO,Lesotho,chickens,broilers,industrial,eggs,0
LSO,Lesotho,chickens,broilers,industrial,meat,0
LBR,Liberia,chickens,backyard,backyard,eggs,4.841979847485294e-4
LBR,Liberia,chickens,backyard,backyard,meat,2.9936064268305313e-4
LBR,Liberia,chickens,layers,industrial,eggs,0.03404719296601832
LBR,Liberia,chickens,layers,industrial,meat,0.005738547644989507
LBR,Liberia,chickens,broilers,industrial,eggs,0
LBR,Liberia,chickens,broilers,industrial,meat,0.005624594453846274
LBY,Libya,chickens,backyard,backyard,eggs,0.0014504909500664804
LBY,Libya,chickens,backyard,backyard,meat,4.1790264629941643e-4
LBY,Libya,chickens,layers,industrial,eggs,0.034046942855349135
LBY,Libya,chickens,layers,industrial,meat,0.005738506417231191
LBY,Libya,chickens,broilers,industrial,eggs,0
LBY,Libya,chickens,broilers,industrial,meat,0.005624594347756656
LIE,Liechtenstein,chickens,backyard,backyard,eggs,0.005434107626220491
LIE,Liechtenstein,chickens,backyard,backyard,meat,8.841599212853991e-4
LIE,Liechtenstein,chickens,layers,industrial,eggs,0
LIE,Liechtenstein,chickens,layers,industrial,meat,0
LIE,Liechtenstein,chickens,broilers,industrial,eggs,0
LIE,Liechtenstein,chickens,broilers,industrial,meat,0
LTU,Lithuania,chickens,backyard,backyard,eggs,0.005434004447714773
LTU,Lithuania,chickens,backyard,backyard,meat,8.841426497572097e-4
LTU,Lithuania,chickens,layers,industrial,eggs,0.05506805723251415
LTU,Lithuania,chickens,layers,industrial,meat,0.006108516367720644
LTU,Lithuania,chickens,broilers,industrial,eggs,0
LTU,Lithuania,chickens,broilers,industrial,meat,0.009609522229293318
LUX,Luxembourg,chickens,backyard,backyard,eggs,0
LUX,Luxembourg,chickens,backyard,backyard,meat,0
LUX,Luxembourg,chickens,layers,industrial,eggs,0.04722277857785136
LUX,Luxembourg,chickens,layers,industrial,meat,0.006091076714829713
LUX,Luxembourg,chickens,broilers,industrial,eggs,0
LUX,Luxembourg,chickens,broilers,industrial,meat,0
MDG,Madagascar,chickens,backyard,backyard,eggs,0.0010204755208822636
MDG,Madagascar,chickens,backyard,backyard,meat,4.742187878942775e-4
MDG,Madagascar,chickens,layers,industrial,eggs,0.03404691873167092
MDG,Madagascar,chickens,layers,industrial,meat,0.005738502440730798
MDG,Madagascar,chickens,broilers,industrial,eggs,0
MDG,Madagascar,chickens,broilers,industrial,meat,0.0056245942480505715
XMI,Madeira Islands,chickens,backyard,backyard,eggs,0
XMI,Madeira Islands,chickens,backyard,backyard,meat,0
XMI,Madeira Islands,chickens,layers,industrial,eggs,0
XMI,Madeira Islands,chickens,layers,industrial,meat,0
XMI,Madeira Islands,chickens,broilers,industrial,eggs,0
XMI,Madeira Islands,chickens,broilers,industrial,meat,0
MWI,Malawi,chickens,backyard,backyard,eggs,0.0010204755353676444
MWI,Malawi,chickens,backyard,backyard,meat,4.742187956326799e-4
MWI,Malawi,chickens,layers,industrial,eggs,0.03404691485537255
MWI,Malawi,chickens,layers,industrial,meat,0.00573850180176928
MWI,Malawi,chickens,broilers,industrial,eggs,0
MWI,Malawi,chickens,broilers,industrial,meat,0.005624594453846272
MYS,Malaysia,chickens,backyard,backyard,eggs,8.465310967416151e-4
MYS,Malaysia,chickens,backyard,backyard,meat,6.17090785959389e-4
MYS,Malaysia,chickens,layers,industrial,eggs,0.029670672958776415
MYS,Malaysia,chickens,layers,industrial,meat,0.0022582441600304502
MYS,Malaysia,chickens,broilers,industrial,eggs,0
MYS,Malaysia,chickens,broilers,industrial,meat,0.009142379016585829
MDV,Maldives,chickens,backyard,backyard,eggs,0
MDV,Maldives,chickens,backyard,backyard,meat,0
MDV,Maldives,chickens,layers,industrial,eggs,0
MDV,Maldives,chickens,layers,industrial,meat,0
MDV,Maldives,chickens,broilers,industrial,eggs,0
MDV,Maldives,chickens,broilers,industrial,meat,0
MLI,Mali,chickens,backyard,backyard,eggs,4.062539056718806e-4
MLI,Mali,chickens,backyard,backyard,meat,3.169686125210405e-4
MLI,Mali,chickens,layers,industrial,eggs,0.03404672763531819
MLI,Mali,chickens,layers,industrial,meat,0.0057384709407781115
MLI,Mali,chickens,broilers,industrial,eggs,0
MLI,Mali,chickens,broilers,industrial,meat,0.005624595999950075
MLT,Malta,chickens,backyard,backyard,eggs,0
MLT,Malta,chickens,backyard,backyard,meat,0
MLT,Malta,chickens,layers,industrial,eggs,0.0521915313876167
MLT,Malta,chickens,layers,industrial,meat,0.006131620192776536
MLT,Malta,chickens,broilers,industrial,eggs,0
MLT,Malta,chickens,broilers,industrial,meat,0.008997081159944497
MHL,Marshall Islands,chickens,backyard,backyard,eggs,0
MHL,Marshall Islands,chickens,backyard,backyard,meat,0
MHL,Marshall Islands,chickens,layers,industrial,eggs,0
MHL,Marshall Islands,chickens,layers,industrial,meat,0
MHL,Marshall Islands,chickens,broilers,industrial,eggs,0
MHL,Marshall Islands,chickens,broilers,industrial,meat,0
MTQ,Martinique,chickens,backyard,backyard,eggs,0.002257951664905089
MTQ,Martinique,chickens,backyard,backyard,meat,4.463305472947872e-4
MTQ,Martinique,chickens,layers,industrial,eggs,0.04365735735959264
MTQ,Martinique,chickens,layers,industrial,meat,0.004979163672274773
MTQ,Martinique,chickens,broilers,industrial,eggs,0
MTQ,Martinique,chickens,broilers,industrial,meat,0.012826280896966627
MRT,Mauritania,chickens,backyard,backyard,eggs,4.8419800400068116e-4
MRT,Mauritania,chickens,backyard,backyard,meat,3.169686534609439e-4
MRT,Mauritania,chickens,layers,industrial,eggs,0.03404699635155103
MRT,Mauritania,chickens,layers,industrial,meat,0.005738515235441505
MRT,Mauritania,chickens,broilers,industrial,eggs,0
MRT,Mauritania,chickens,broilers,industrial,meat,0.005624597592375452
MUS,Mauritius,chickens,backyard,backyard,eggs,0.0010204750569043945
MUS,Mauritius,chickens,backyard,backyard,meat,4.742185400272962e-4
MUS,Mauritius,chickens,layers,industrial,eggs,0
MUS,Mauritius,chickens,layers,industrial,meat,0
MUS,Mauritius,chickens,broilers,industrial,eggs,0
MUS,Mauritius,chickens,broilers,industrial,meat,0
MYT,Mayotte,chickens,backyard,backyard,eggs,0
MYT,Mayotte,chickens,backyard,backyard,meat,0
MYT,Mayotte,chickens,layers,industrial,eggs,0
MYT,Mayotte,chickens,layers,industrial,meat,0
MYT,Mayotte,chickens,broilers,industrial,eggs,0
MYT,Mayotte,chickens,broilers,industrial,meat,0.0056246046021999
MEX,Mexico,chickens,backyard,backyard,eggs,0.002257943669624478
MEX,Mexico,chickens,backyard,backyard,meat,4.463287846217545e-4
MEX,Mexico,chickens,layers,industrial,eggs,0.029029030220622722
MEX,Mexico,chickens,layers,industrial,meat,0.002002660037198662
MEX,Mexico,chickens,broilers,industrial,eggs,0
MEX,Mexico,chickens,broilers,industrial,meat,0.012831141019972563
MCO,Monaco,chickens,backyard,backyard,eggs,0
MCO,Monaco,chickens,backyard,backyard,meat,0
MCO,Monaco,chickens,layers,industrial,eggs,0
MCO,Monaco,chickens,layers,industrial,meat,0
MCO,Monaco,chickens,broilers,industrial,eggs,0
MCO,Monaco,chickens,broilers,industrial,meat,0
MNG,Mongolia,chickens,backyard,backyard,eggs,0.001240391533166208
MNG,Mongolia,chickens,backyard,backyard,meat,4.434383440207988e-4
MNG,Mongolia,chickens,layers,industrial,eggs,0.02810176330014891
MNG,Mongolia,chickens,layers,industrial,meat,0.0023365255716731774
MNG,Mongolia,chickens,broilers,industrial,eggs,0
MNG,Mongolia,chickens,broilers,industrial,meat,0.008458307079918438
MNE,Montenegro,chickens,backyard,backyard,eggs,0.005433951202094986
MNE,Montenegro,chickens,backyard,backyard,meat,0.0012041532904139827
MNE,Montenegro,chickens,layers,industrial,eggs,0.052191853129925206
MNE,Montenegro,chickens,layers,industrial,meat,0.00613165754796567
MNE,Montenegro,chickens,broilers,industrial,eggs,0
MNE,Montenegro,chickens,broilers,industrial,meat,0
MSR,Montserrat,chickens,backyard,backyard,eggs,0
MSR,Montserrat,chickens,backyard,backyard,meat,0
MSR,Montserrat,chickens,layers,industrial,eggs,0
MSR,Montserrat,chickens,layers,industrial,meat,0
MSR,Montserrat,chickens,broilers,industrial,eggs,0
MSR,Montserrat,chickens,broilers,industrial,meat,0
MAR,Morocco,chickens,backyard,backyard,eggs,0.0014504908148686537
MAR,Morocco,chickens,backyard,backyard,meat,4.179025992164368e-4
MAR,Morocco,chickens,layers,industrial,eggs,0.03404693625588032
MAR,Morocco,chickens,layers,industrial,meat,0.005738505329387533
MAR,Morocco,chickens,broilers,industrial,eggs,0
MAR,Morocco,chickens,broilers,industrial,meat,0.005624594437354685
MOZ,Mozambique,chickens,backyard,backyard,eggs,0.001020475558448967
MOZ,Mozambique,chickens,backyard,backyard,meat,4.742188079632202e-4
MOZ,Mozambique,chickens,layers,industrial,eggs,0.03404682617368699
MOZ,Mozambique,chickens,layers,industrial,meat,0.005738487183651984
MOZ,Mozambique,chickens,broilers,industrial,eggs,0
MOZ,Mozambique,chickens,broilers,industrial,meat,0.005624595113694366
MMR,Myanmar (Burma),chickens,backyard,backyard,eggs,8.465310893646709e-4
MMR,Myanmar (Burma),chickens,backyard,backyard,meat,6.170907792640488e-4
MMR,Myanmar (Burma),chickens,layers,industrial,eggs,0.029670680834733697
MMR,Myanmar (Burma),chickens,layers,industrial,meat,0.002258244752249064
MMR,Myanmar (Burma),chickens,broilers,industrial,eggs,0
MMR,Myanmar (Burma),chickens,broilers,industrial,meat,0.009142379041817783
NAM,Namibia,chickens,backyard,backyard,eggs,9.969846020931679e-4
NAM,Namibia,chickens,backyard,backyard,meat,4.2248182318147025e-4
NAM,Namibia,chickens,layers,industrial,eggs,0.03404665237721446
NAM,Namibia,chickens,layers,industrial,meat,0.005738458535378047
NAM,Namibia,chickens,broilers,industrial,eggs,0
NAM,Namibia,chickens,broilers,industrial,meat,0.005624595519227694
NRU,Nauru,chickens,backyard,backyard,eggs,0
NRU,Nauru,chickens,backyard,backyard,meat,0
NRU,Nauru,chickens,layers,industrial,eggs,0
NRU,Nauru,chickens,layers,industrial,meat,0
NRU,Nauru,chickens,broilers,industrial,eggs,0
NRU,Nauru,chickens,broilers,industrial,meat,0
NPL,Nepal,chickens,backyard,backyard,eggs,0.0015887083652274389
NPL,Nepal,chickens,backyard,backyard,meat,3.227924978290895e-4
NPL,Nepal,chickens,layers,industrial,eggs,0.007509134554207957
NPL,Nepal,chickens,layers,industrial,meat,0.0016187785301841559
NPL,Nepal,chickens,broilers,industrial,eggs,0
NPL,Nepal,chickens,broilers,industrial,meat,0.007457945313443652
BES,"Bonaire, Sint Eustatius and Saba",chickens,backyard,backyard,eggs,0
BES,"Bonaire, Sint Eustatius and Saba",chickens,backyard,backyard,meat,0
BES,"Bonaire, Sint Eustatius and Saba",chickens,layers,industrial,eggs,0
BES,"Bonaire, Sint Eustatius and Saba",chickens,layers,industrial,meat,0
BES,"Bonaire, Sint Eustatius and Saba",chickens,broilers,industrial,eggs,0
BES,"Bonaire, Sint Eustatius and Saba",chickens,broilers,industrial,meat,0
NLD,Netherlands,chickens,backyard,backyard,eggs,0
NLD,Netherlands,chickens,backyard,backyard,meat,0
NLD,Netherlands,chickens,layers,industrial,eggs,0.0322124193122517
NLD,Netherlands,chickens,layers,industrial,meat,0.0023862098541339726
NLD,Netherlands,chickens,broilers,industrial,eggs,0
NLD,Netherlands,chickens,broilers,industrial,meat,0.0100613852525583
NCL,New Caledonia,chickens,backyard,backyard,eggs,0.0012557696026484109
