Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","2","Afghanistan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","96670.85","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","2","Afghanistan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","8991.27","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","3","Albania","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","42896.08","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","3","Albania","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","34544.12","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","4","Algeria","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","70200","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","4","Algeria","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","58800","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","20776.77","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","6554.24","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","61.16","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","6.66","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","9","Argentina","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","929563.81","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","9","Argentina","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","649175.19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","1","Armenia","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","146292.2","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","1","Armenia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","324","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","1054102.77","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","1000147.54","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","11","Austria","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","117840","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","11","Austria","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","32304","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","52","Azerbaijan","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","26370.6","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","52","Azerbaijan","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","501","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","12","Bahamas","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","662.96","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","12","Bahamas","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","403.54","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","13","Bahrain","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","206.59","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","13","Bahrain","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","158.15","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","1172300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","16","Bangladesh","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","638480","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","14","Barbados","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","281.15","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","14","Barbados","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","336.89","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","57","Belarus","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","348508","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","57","Belarus","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","76252","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","255","Belgium","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","171826","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","255","Belgium","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","18757","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","23","Belize","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","16811.64","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","23","Belize","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","12739.19","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","53","Benin","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","14183.61","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","53","Benin","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","6850.97","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","17","Bermuda","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","22.26","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
